lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
burden	noun	noun	a heavy load, or a duty or responsibility that causes worry or difficulty	負擔；重擔	常見 a financial burden、the burden of proof，指造成壓力或困難的責任或負荷。	The high cost of medical care is a heavy burden for many families.	高昂的醫療費用對許多家庭來說是沉重的負擔。
burden	verb	verb	to load someone with a heavy responsibility or difficulty	使負擔；加重負荷於	常見 burden someone with，強調使某人承受額外的責任或壓力。	She didn't want to burden her friends with her problems.	她不想把自己的問題加諸於朋友身上，成為他們的負擔。
bureaucracy	noun	noun	a system of government or organization with many officials and complex procedures, often seen as inefficient	官僚體制；繁文縟節	常帶輕微負面評價，形容組織中過多規則與程序造成效率低落，如 cut through the bureaucracy。	Dealing with the government bureaucracy took months.	跟政府的官僚體制打交道花了好幾個月。
burial	noun	noun	the act or ceremony of placing a dead body in the ground	埋葬；葬禮	常見 a burial site/ceremony，指安葬遺體的儀式或行為，語氣正式。	The burial took place at a small cemetery outside town.	葬禮在城外一座小墓園舉行。
bush	noun	noun	a shrub with thick, low branches, or (in some regions) uncultivated wilderness	灌木；(未開發的)叢林	可指低矮植物（a rose bush），也可指偏遠未開發的荒野地區，尤見於澳洲、非洲英語，如 the Australian bush。	They cleared a bush to make room for the garden.	他們清除了一叢灌木，好騰出空間種花園。
butt	noun	noun	the thicker end of something, or a person who is the target of jokes or ridicule	粗大的一端；(嘲笑的)對象	可指物體較粗的一端（the butt of a rifle），也可指常被取笑的對象，如 the butt of the joke。	He became the butt of everyone's jokes after the incident.	那次事件後，他成了大家取笑的對象。
cabin	noun	noun	a small, simple house, especially in the countryside, or a private room on a ship or aircraft	小屋；(船或飛機的)客艙	可指鄉間簡樸的小屋（a log cabin），也可指交通工具內的乘客艙室，須依語境判斷。	They spent the weekend at a cabin in the mountains.	他們在山上的小屋度過了週末。
cabin	verb	verb	to confine someone in a small space	把...關在小空間裡	用法較少見且偏文學性，常見於被動語態 be cabined，強調空間侷促、受限的感覺。	He felt cabined and restless in the tiny office.	他在那間狹小的辦公室裡感到侷促不安。
cable	noun	noun	a strong thick rope or wire, especially one used to transmit electricity or signals	電纜；纜線	常見 a cable TV、an underwater cable，指用於傳輸電力或訊號的粗繩狀導線。	The internet connection relies on an undersea cable.	這項網路連線依靠一條海底電纜。
cadence	noun	noun	the rhythmic flow or beat of sound, especially in speech or music	韻律；節奏	常見於描述說話或音樂的抑揚頓挫，如 the cadence of her voice，語氣較文學化。	The poem has a gentle, flowing cadence.	這首詩的節奏輕柔流暢。
cafe	noun	noun	a small restaurant that serves light meals, coffee, and other drinks	咖啡館；小餐館	常見於日常生活描述，如 meet at a cafe，指提供簡餐與飲品的休閒場所。	They had lunch at a cozy little cafe downtown.	他們在市中心一家舒適的小咖啡館吃了午餐。
calamity	noun	noun	an event causing great and often sudden damage or distress; a disaster	災難；不幸事件	常見 a natural calamity，語氣正式，形容造成重大損失或痛苦的事件。	The flood was the worst calamity to hit the region in decades.	這場洪水是數十年來這個地區最嚴重的災難。
calcium	noun	noun	a chemical element essential for bone and teeth health	鈣	常見於營養或化學語境，如 calcium supplements、calcium-rich foods。	Milk is a good source of calcium.	牛奶是鈣質的良好來源。
calculate	verb	verb	to determine an amount or value using mathematics, or to plan something deliberately	計算；盤算	常見 calculate the cost，也可指刻意策劃，如 a calculated risk（經過盤算的風險）。	She calculated the total cost of the trip before booking.	她在訂票前先計算了這趟旅行的總花費。
calculation	noun	noun	the process of using mathematics to work out an amount or value	計算	常見 do a quick calculation，指運用數學方法求得結果的過程或所得結果。	His calculations showed that the project would exceed the budget.	他的計算顯示這項專案將超出預算。
calendar	noun	noun	a chart or system showing the days, weeks, and months of a year	日曆；行事曆	常見 mark it on the calendar，也可指行程安排，如 a busy calendar。	She marked the meeting date on her calendar.	她把會議日期標記在日曆上。
calendar	verb	verb	to enter an event into a schedule or calendar	把...排入行事曆	用法較正式、少見，常見於辦公室語境，如 calendar an appointment。	Please calendar the review meeting for next Monday.	請把審查會議排入下週一的行事曆。
calibrate	verb	verb	to adjust an instrument precisely so that it measures accurately	校準；調整	常見於科學或工程語境，如 calibrate a scale/instrument，強調使測量結果精確無誤。	The technician calibrated the sensors before the experiment began.	技術人員在實驗開始前校準了這些感測器。
callous	adjective	adjective	showing a lack of concern for others' feelings; emotionally hardened	冷酷無情的	常修飾 remark、attitude，強調對他人痛苦漠不關心，帶明顯負面評價。	His callous remark about the accident shocked everyone.	他對這場意外冷酷無情的評論震驚了所有人。
callous	verb	verb	to make someone emotionally hardened or insensitive to something	使變得冷漠；使麻木	用法較少見，多以形容詞形式 callous 或 calloused 出現，指經歷過多而變得無感。	Years of hardship had calloused her to other people's suffering.	多年的困苦讓她對他人的痛苦變得麻木不仁。
calm	adjective	adjective	not showing or feeling anxiety, anger, or excitement; peaceful	冷靜的；平靜的	常見 stay calm、a calm sea，形容情緒或環境上的平靜、無波動狀態。	She remained calm despite the chaos around her.	儘管周遭一片混亂，她仍保持冷靜。
calm	verb	verb	to make someone or something less agitated or upset	使平靜；使鎮定	常見 calm down，強調使情緒或狀況從激動轉為平穩。	He tried to calm the crying child.	他試著安撫這個哭鬧的孩子。
camouflage	verb	verb	to disguise something by making it blend in with its surroundings	偽裝；掩飾	字面指軍事或生物上的視覺偽裝；比喻用法指掩飾真實意圖或感受，如 camouflage one's fear。	The soldiers camouflaged their vehicles with branches and leaves.	士兵們用樹枝和樹葉偽裝他們的車輛。
camouflage	noun	noun	a disguise, especially one used to blend in with the natural surroundings	偽裝；偽裝物	常見 wear camouflage，指用於隱藏或混淆視覺的圖案、服裝或手法。	The soldier's uniform was designed as camouflage for the forest.	這名士兵的制服設計成適合森林的偽裝。
campus	noun	noun	the grounds and buildings of a university or college	校園	常見 on campus，指大學或學院所在的整體區域，涵蓋建築與周邊環境。	Students often meet friends on campus between classes.	學生們常在下課之間在校園裡與朋友碰面。
canal	noun	noun	a man-made waterway used for irrigation or transportation	運河；水道	常見 the Panama Canal，指人工挖鑿用於航運或灌溉的水道，與自然河流不同。	Boats travel along the canal to reach the harbor.	船隻沿著運河航行以抵達港口。
canal	verb	verb	to provide a place with a canal, or to channel something through a narrow passage	開鑿運河；引導(流向)	用法較罕見，多見於技術性描述，指為某地開挖水道或使物質流經特定通道。	Engineers canaled the river to prevent seasonal flooding.	工程師開鑿了這條河道以防止季節性洪水。
candid	adjective	adjective	truthful and straightforward, especially about something difficult or sensitive	坦率的；直言不諱的	常見 to be candid about，強調誠實表達意見而不隱瞞，語氣正面但也可能顯得直接。	She was candid about the challenges she faced as a new manager.	她坦率地談到自己身為新任經理所面臨的挑戰。
cane	noun	noun	a stick used for support while walking, or the stem of certain plants such as bamboo	手杖；(植物的)莖	常見 walk with a cane，也可指植物的細長莖桿，如 sugar cane（甘蔗）。	After the surgery, he needed a cane to walk.	手術後，他走路需要拄著手杖。
cane	verb	verb	to hit someone with a cane as a form of punishment	用藤條鞭打	多見於歷史或描述傳統體罰的語境，現代教育中已被廣泛禁止使用。	In the past, students were sometimes caned for misbehavior.	過去，學生行為不端有時會被藤條鞭打。
canine	noun	noun	a pointed tooth located between the incisors and premolars, or (informally) a dog	犬齒；犬類動物	可指人類或動物口中特定的尖牙，也可泛指狗（as canines are trained），須依語境判斷。	The dentist examined her canine for signs of decay.	牙醫檢查她的犬齒是否有蛀牙跡象。
canine	adjective	adjective	relating to dogs, or resembling a pointed tooth	犬的；似犬齒的	常見於獸醫或生物學語境，如 canine behavior，也可形容牙齒形狀類似犬齒。	The clinic specializes in canine health issues.	這家診所專門處理犬類健康問題。
canonical	adjective	adjective	accepted as authoritative or standard, or conforming to recognized rules	被公認的；標準的	常見於學術或宗教語境，如 the canonical text，指被廣泛承認為正統或標準的形式。	This edition is considered the canonical version of the play.	這個版本被視為這齣戲劇的標準版本。
canvas	noun	noun	a strong, heavy fabric used for sails, tents, or as a surface for oil painting	帆布；(油畫的)畫布	常見 paint on canvas，指用於藝術創作或製作帳篷、船帆的粗厚布料。	The artist stretched a new canvas before beginning the painting.	這位藝術家在開始作畫前先繃了一塊新畫布。
canyon	noun	noun	a deep valley with steep sides, typically formed by a river	峽谷	常見 the Grand Canyon，指因河流長期侵蝕而形成的深邃山谷地形。	They hiked along the rim of the canyon at sunset.	他們在日落時分沿著峽谷邊緣健行。
capability	noun	noun	the ability or power to do something	能力；才能	常見 have the capability to do something，也可指組織或系統的技術能力，如 military capability。	The new software has the capability to process large amounts of data.	這套新軟體有能力處理大量資料。
capable	adjective	adjective	having the ability, skill, or qualities necessary to do something	有能力的；能幹的	常見 capable of doing something，強調具備完成某事所需的能力或特質。	She is a capable manager who handles pressure well.	她是位能幹的經理人，能妥善應對壓力。
capacity	noun	noun	the maximum amount that something can contain or produce, or a person's ability to do something	容量；能力	常見 seating capacity、the capacity to learn，可指物理上的最大容量，也可指個人能力。	The stadium has a seating capacity of fifty thousand.	這座體育場的座位容量為五萬人。
cape	noun	noun	a sleeveless outer garment that hangs from the shoulders, or a piece of land jutting into the sea	披風；海角	常見 a superhero's cape，也可指地理上突出於海中的陸地，如 the Cape of Good Hope。	The magician swirled his cape dramatically before the trick.	魔術師在表演前戲劇性地甩動了他的披風。
capricious	adjective	adjective	given to sudden and unpredictable changes in behavior or mood	反覆無常的；任性的	常修飾 person、weather，形容行為或情況缺乏規律、難以預料，帶輕微負面評價。	The company's capricious management style frustrated many employees.	這家公司反覆無常的管理風格讓許多員工感到沮喪。
caption	noun	noun	a brief text accompanying an image or explaining a video/photo	說明文字；字幕	常見 a photo caption，指附於圖片、影片下方用以說明內容的簡短文字。	Each photo in the album has a short caption.	相簿裡的每張照片都附有簡短的說明文字。
caption	verb	verb	to provide a picture or video with a brief explanatory text	為...加上說明文字	常見 caption a photo，強調撰寫並附加簡短文字說明圖像或影片內容的動作。	She captioned the photo with a funny joke.	她為這張照片加上了一句有趣的說明。
captivate	verb	verb	to attract and hold the attention or interest of someone completely	迷住；吸引	常見 captivate an audience，強調使人全神貫注、深受吸引的效果，語氣正面。	The storyteller captivated the children with her tales.	這位說故事的人用她的故事迷住了孩子們。
capture	noun	noun	the act of catching or taking control of a person, animal, or place by force	捕獲；攻佔	常見 the capture of a fugitive，指以武力或策略成功控制或抓住目標的行動。	The capture of the escaped prisoner took several days.	抓捕這名逃犯花了好幾天時間。
carbohydrate	noun	noun	an organic compound found in food that provides energy, such as sugars and starches	碳水化合物	常見於營養學語境，如 complex carbohydrates，指提供人體能量的主要營養素之一。	Bread and pasta are rich in carbohydrates.	麵包和義大利麵富含碳水化合物。
carbon	noun	noun	a chemical element found in all living things and in materials such as coal and diamonds	碳	常見 carbon emissions、carbon dioxide，是環境與化學語境中常見的基礎元素。	Diamonds are made almost entirely of carbon.	鑽石幾乎完全由碳組成。
cargo	noun	noun	goods carried by a ship, aircraft, or vehicle	貨物	常見 a cargo ship，指以商業運輸方式裝載的貨品，通常為大批量。	The ship was loaded with cargo bound for Asia.	這艘船裝載著要運往亞洲的貨物。
carol	noun	noun	a joyful song, especially one traditionally sung at Christmas	頌歌；聖誕頌歌	常見 Christmas carol，指節慶場合傳唱的歡樂歌曲，多與宗教慶典相關。	The choir sang carols outside the church.	唱詩班在教堂外唱起了聖誕頌歌。
carriage	noun	noun	a vehicle with wheels, typically pulled by horses, or a person's manner of standing and moving	馬車；(人的)舉止	可指交通工具（a horse-drawn carriage），也可指人的儀態姿勢，如 her elegant carriage。	The queen arrived in a golden carriage.	女王乘坐一輛金色馬車抵達。
carrot	noun	noun	a long orange root vegetable, or (figuratively) an incentive offered to persuade someone	胡蘿蔔；(比喻)誘因	字面指常見蔬菜；比喻用法常見 carrot and stick，指以獎勵誘導對方行動的策略。	She chopped carrots for the stew.	她把胡蘿蔔切塊放進燉菜裡。
cart	noun	noun	a small vehicle with wheels used for carrying goods, often pushed or pulled by hand	手推車；貨車	常見 a shopping cart，指用於搬運貨物的輕型車輛，通常人力操作。	He pushed the cart down the supermarket aisle.	他推著手推車走過超市走道。
cart	verb	verb	to transport something in a cart, or to carry something heavy or awkward	用車搬運；搬運(沉重物品)	常見 cart something around，也可比喻指費力搬運或攜帶笨重的東西。	They had to cart all the boxes up three flights of stairs.	他們得把所有箱子搬上三層樓梯。
cartoon	noun	noun	a humorous drawing, or an animated film	漫畫；卡通影片	常見於報章雜誌的諷刺畫，也可指動畫作品，如 watch cartoons on Saturday morning。	The newspaper published a cartoon mocking the politician.	報紙刊登了一幅諷刺這位政治人物的漫畫。
cartoon	verb	verb	to depict someone or something in a humorous or satirical drawing	把...畫成漫畫	常見於媒體語境，指以誇張或諷刺手法將人物或事件繪製成漫畫形式。	The artist cartooned the mayor as a clown.	這位畫家把市長畫成小丑的漫畫形象。
carve	verb	verb	to cut a material into a particular shape, or to cut cooked meat into slices	雕刻；切(肉)	常見 carve wood/stone，也可指切分烹調好的肉品，如 carve the turkey。	He carved a small bird out of wood.	他用木頭雕刻出一隻小鳥。
cassette	noun	noun	a flat plastic case containing magnetic tape used for recording or playing sound	卡帶；錄音帶	常見於描述較舊的音樂或錄音儲存媒介，如 a cassette tape，現已多被數位格式取代。	He still has a box of old cassette tapes from the 1980s.	他還留著一箱一九八零年代的舊卡帶。
castigate	verb	verb	to criticize someone severely, often in public	嚴厲批評；懲罰	常見 castigate someone for something，語氣正式且強烈，常見於書面評論或報導。	The report castigated the government for its slow response.	這份報告嚴厲批評政府反應遲緩。
casual	adjective	adjective	relaxed and informal, or happening without much thought or planning	隨意的；非正式的	常見 casual clothing、a casual remark，形容輕鬆不拘謹的態度、服裝或言行。	He wore casual clothes to the informal gathering.	他穿著休閒服裝出席這場非正式聚會。
casualty	noun	noun	a person killed or injured in an accident, war, or disaster	傷亡者；受害者	常見 civilian casualties，指在意外、戰爭或災難中受傷或死亡的人。	The earthquake resulted in hundreds of casualties.	這場地震造成數百人傷亡。
catalog	noun	noun	a complete list of items, often systematically organized, such as products for sale	目錄	常見 a mail-order catalog，指有系統整理列出的物品清單，供選購或查詢參考。	She flipped through the furniture catalog looking for a new sofa.	她翻閱著家具目錄，尋找一張新沙發。
catastrophe	noun	noun	a sudden event causing great damage or suffering	大災難	常見 an environmental catastrophe，語氣正式且強烈，形容規模極大的破壞性事件。	The oil spill was an environmental catastrophe for the coastline.	這起漏油事件對海岸線來說是一場環境大災難。
categorical	adjective	adjective	stated clearly and directly, without exception or qualification	絕對的；明確的	常見 a categorical denial，強調毫無保留、斬釘截鐵的陳述，語氣正式強烈。	He gave a categorical denial of the accusations.	他對這些指控做出了斬釘截鐵的否認。
cater	verb	verb	to provide food and drinks for an event, or to satisfy the needs of a particular group	承辦(餐飲)；迎合(需求)	常見 cater a wedding，也可比喻指針對特定對象提供服務，如 cater to tourists。	The restaurant caters weddings and other special events.	這家餐廳承辦婚禮及其他特殊活動的餐飲服務。
cathedral	noun	noun	a large and important church, especially the main church of a diocese	大教堂	常見於描述宗教建築，指規模宏偉、具重要地位的教堂，通常為主教座堂。	Tourists gathered to admire the cathedral's stained glass windows.	遊客聚集在一起欣賞這座大教堂的彩繪玻璃窗。
catholic	noun	noun	a member of the Catholic Church	天主教徒	首字母大寫時專指羅馬天主教會的信徒，屬特定宗教身分稱謂。	She was raised as a devout Catholic.	她從小被教養成一名虔誠的天主教徒。
catholic	adjective	adjective	relating to the Roman Catholic Church, or (lowercase) broad and all-embracing in taste	天主教的；廣泛包容的	首字母大寫時指天主教相關；小寫 catholic 則指品味或興趣廣泛，如 catholic tastes in music。	He has catholic tastes in music, from jazz to hip hop.	他對音樂的品味非常廣泛，從爵士樂到嘻哈都喜歡。
caucus	noun	noun	a meeting of members of a political party or group to decide on policy or candidates	黨團會議；核心會議	常見於美國政治語境，如 a party caucus，指政黨或團體內部召開的決策性會議。	Party leaders held a caucus to select their candidate.	黨的領袖們召開了黨團會議來選出候選人。
caucus	verb	verb	to hold or take part in a caucus to decide on policy or select a candidate	召開黨團會議	常見於美式政治新聞語境，指政黨成員聚集商討決策或推舉人選的過程。	Delegates caucused late into the night before reaching a decision.	代表們召開黨團會議直到深夜才做出決定。
causal	adjective	adjective	relating to or indicating a cause-and-effect relationship	因果關係的	常見 a causal link/relationship，指兩事件之間存在因果關聯，常用於科學或邏輯論述。	Researchers found a causal link between smoking and lung cancer.	研究人員發現吸菸與肺癌之間存在因果關係。
caustic	noun	noun	a substance capable of burning or corroding organic tissue	腐蝕性物質	常見於化學語境，指具強烈腐蝕性的物質，如強酸或強鹼。	The factory handles several caustic chemicals with extreme care.	這家工廠極為小心地處理幾種腐蝕性化學物質。
caustic	adjective	adjective	able to burn or corrode tissue chemically, or (of remarks) bitterly sarcastic	腐蝕性的；尖酸刻薄的	字面指化學上的腐蝕性；比喻用法常見 a caustic remark，形容言詞尖銳且帶諷刺意味。	Her caustic comments left him speechless.	她尖酸刻薄的評論讓他啞口無言。
caution	noun	noun	care taken to avoid danger or mistakes, or a warning	小心；警告	常見 exercise caution、a word of caution，指謹慎的態度或提醒他人注意的話語。	Proceed with caution when driving in icy conditions.	在結冰的路況下開車要格外小心。
caution	verb	verb	to warn someone about a possible danger or problem	警告；提醒	常見 caution someone against/about something，語氣正式，強調事先提出警示。	The doctor cautioned him against smoking.	醫生警告他不要吸菸。
cautious	adjective	adjective	acting with care to avoid risks or danger	謹慎的；小心的	常見 a cautious approach，形容在行動前深思熟慮、避免冒險的態度。	Investors remained cautious amid the market's volatility.	面對市場的波動，投資人依然保持謹慎。
cave	noun	noun	a large natural underground hollow, often with an opening to the surface	洞穴	常見 explore a cave，指地下天然形成、通常有出入口的空間。	Ancient paintings were discovered on the walls of the cave.	古代壁畫在這個洞穴的牆壁上被發現。
cave	verb	verb	to collapse inward, or to give in to pressure or persuasion	坍塌；屈服	常見固定片語 cave in，字面指結構崩塌，比喻用法指最終讓步或妥協。	The roof caved in under the weight of the snow.	屋頂在積雪的重量下坍塌了。
cede	verb	verb	to formally give up power, territory, or rights to another	割讓；讓與	常見 cede territory/control，語氣正式，多用於政治或法律語境，指正式放棄或轉讓。	The country was forced to cede part of its territory after the war.	戰後，這個國家被迫割讓部分領土。
celebrity	noun	noun	a famous person, especially in entertainment	名人；名流	常見 a Hollywood celebrity，泛指因才藝、成就或媒體曝光而廣為人知的人物。	The event attracted several celebrities from the film industry。	這場活動吸引了幾位電影界的名人出席。
celestial	adjective	adjective	relating to the sky or outer space, or heavenly and divine	天空的；天國的	常見 celestial bodies（天體），也可用於形容超凡脫俗、宛如天堂之美，語氣文學化。	Astronomers study celestial bodies such as stars and planets.	天文學家研究恆星和行星等天體。
cellar	noun	noun	an underground room, typically used for storage, especially of wine	地窖；地下儲藏室	常見 a wine cellar，指位於建築物地下、用於儲存物品尤其是酒類的空間。	They keep several bottles of fine wine in the cellar.	他們在地窖裡存放了幾瓶上等葡萄酒。
cellular	adjective	adjective	relating to or consisting of biological cells, or relating to mobile phone networks	細胞的；行動通訊的	可指生物學上的細胞構造（cellular structure），也可指手機通訊技術（cellular network），須依語境判斷。	The disease affects the body at a cellular level.	這種疾病在細胞層面影響身體。
cement	noun	noun	a powdery substance mixed with water and other materials to make concrete, or a substance used to bond things together	水泥；黏合劑	常見 a bag of cement，也可比喻指鞏固關係的事物，如 shared experiences cement friendships（此處聚焦本義）。	Workers poured cement to form the foundation.	工人們澆灌水泥來打地基。
cemetery	noun	noun	a piece of land used for burying the dead	墓地；公墓	常見 visit a cemetery，指劃定用於埋葬遺體的區域，通常有多個墓碑。	They laid flowers at her grave in the cemetery.	他們在墓地她的墓前獻上鮮花。
censure	noun	noun	strong criticism or disapproval, especially official condemnation	譴責；責難	常見 a vote of censure，語氣正式，多用於正式場合對某人行為表達強烈不滿。	The senator faced censure for his inappropriate remarks.	這位參議員因不當言論而遭到譴責。
census	noun	noun	an official count or survey of a population	人口普查	常見 conduct a census，指政府定期進行的人口統計調查。	The census showed a significant increase in the city's population.	這次人口普查顯示這座城市的人口顯著增加。
census	verb	verb	to conduct an official count of a population	進行人口普查	用法較少見，多以名詞形式出現，動詞用法常見於學術或正式報告語境。	The government will census all rural households next year.	政府明年將對所有鄉村家庭進行人口普查。
cereal	noun	noun	a grain used for food, or a breakfast food made from processed grain	穀類食品；(早餐)麥片	常見 breakfast cereal，指經加工製成的早餐食品，也可泛指小麥、稻米等穀類作物。	She poured milk over her bowl of cereal.	她把牛奶倒進她那碗麥片裡。
cereal	adjective	adjective	relating to grain or the plants that produce it	穀類的	常見 cereal crops，用於形容與穀物種植或成分相關的事物，語氣中性、偏農業或營養學。	Wheat and rice are the most widely grown cereal crops.	小麥和稻米是種植最廣泛的穀類作物。
cerebral	adjective	adjective	relating to the brain, or characterized by careful thought rather than emotion	大腦的；理性的	字面指與腦部相關的醫學用語（a cerebral hemorrhage）；比喻用法形容偏重智性思考而非感性，如 a cerebral film。	The novel is more cerebral than emotional in its approach to grief.	這部小說在處理悲傷議題時，理性思考多於情感表達。
