lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
siege	noun	noun	a military operation in which enemy forces surround a place to cut off supplies and force surrender	圍攻；圍城	常見 under siege，也可比喻指持續遭受壓力或攻擊的情況。	The castle withstood a siege that lasted for months.	這座城堡撐過了長達數月的圍攻。	[{"text":"under siege","meaningZh":"遭到圍攻"}]
sigh	noun	noun	a long, deep breath that shows feelings such as sadness, relief, or tiredness	嘆息；嘆氣	常見 heave a sigh of relief（鬆了一口氣），也可作動詞 sigh，強調透過呼吸表達情緒。	She let out a sigh of relief when the test results came back normal.	檢查結果正常時，她鬆了一口氣。	[{"text":"a sigh of relief","meaningZh":"鬆了一口氣的嘆息"}]
signal	noun	noun	a sign, gesture, or sound that conveys information or gives instruction	訊號；信號	常見 traffic signal、warning signal，也可作動詞 signal，指發出訊號傳達訊息。	The captain gave a signal for the ship to depart.	船長發出訊號，讓船隻出發。	[{"text":"a warning signal","meaningZh":"警告訊號"}]
signature	noun	noun	a person's name written by their own hand, especially to confirm identity or agreement	簽名	常見 sign your signature、a signature dish（招牌菜），後者為比喻用法，指代表性特徵。	Please provide your signature at the bottom of the contract.	請在合約底部簽名。	[{"text":"a digital signature","meaningZh":"數位簽章"}]
significance	noun	noun	the importance or meaning of something	重要性；意義	常見 historical significance、of great significance，強調某事物在背景脈絡中的重要程度。	The discovery had great significance for medical research.	這項發現對醫學研究具有重大意義。	[{"text":"statistical significance","meaningZh":"統計顯著性"}]
signify	verb	verb	to be a sign of something, or to indicate or show a meaning	表示；意味著	正式用語，常見 signify a change/agreement，強調某事物象徵或代表特定意義。	A red flag signifies danger in this context.	在這種情境下，紅旗代表危險。	[{"text":"signify approval","meaningZh":"表示贊同"}]
simplicity	noun	noun	the quality of being easy to understand or use, without unnecessary complexity	簡單；簡樸	常見 for simplicity、simplicity of design，強調不繁瑣、易於理解或操作的特質。	The beauty of this design lies in its simplicity.	這項設計的美就在於它的簡約。	[{"text":"for the sake of simplicity","meaningZh":"為了簡化起見"}]
simultaneously	adverb	adverb	at the same time as something else	同時地	常見 happen simultaneously，強調兩個或多個事件在同一時刻發生。	The two teams launched their products simultaneously.	這兩家公司同時推出了各自的產品。	[{"text":"occur simultaneously","meaningZh":"同時發生"}]
singularity	noun	noun	the quality of being unusual or remarkable, or a point at which normal rules do not apply	獨特性；奇異點	日常用語指與眾不同的特質；科學語境（黑洞、人工智慧）則指特殊的臨界點。	Scientists debate when technological singularity might occur.	科學家們爭論技術奇異點何時可能發生。	[{"text":"the singularity of his vision","meaningZh":"他觀點的獨特性"},{"text":"a gravitational singularity","meaningZh":"重力奇異點"}]
sink	verb	verb	to go down below the surface of a liquid, or to gradually decrease in level or amount	下沉；下降	常見 sink to the bottom，也可比喻指士氣、數值等下滑，如 spirits sink。	The ship began to sink after hitting the iceberg.	這艘船撞上冰山後開始下沉。	[{"text":"sink to the bottom","meaningZh":"沉到底部"}]
skeleton	noun	noun	the structure of bones that supports a body, or the basic framework of something	骨骼；骨架	字面指人體或動物的骨骼結構；比喻指計畫、故事等的基本架構，如 skeleton of a plan。	The museum displays a complete dinosaur skeleton.	這座博物館展示了一副完整的恐龍骨骼。	[{"text":"the human skeleton","meaningZh":"人體骨骼"}]
skeptical	adjective	adjective	having doubts about whether something is true, good, or right	懷疑的	常見 skeptical of/about，強調對主張、承諾或說法不輕易相信的態度。	Investors remain skeptical about the company's growth projections.	投資者對這家公司的成長預測仍抱持懷疑態度。	[{"text":"skeptical of the claims","meaningZh":"對這些說法持懷疑態度的"}]
sketch	noun	noun	a rough or quick drawing that shows the main features of something	素描；草圖	常見 make a sketch of，也可指簡短的文字描述（a character sketch）。	The architect made a quick sketch of the building design.	建築師快速畫了一張建築設計的草圖。	[{"text":"a rough sketch","meaningZh":"草圖"}]
skew	verb	verb	to distort or bias something so it does not represent the true picture	扭曲；使偏斜	常見 skew the results/data，強調使數據或觀點因某因素而失去客觀性。	A small sample size can skew the survey results.	樣本數過小可能會扭曲問卷調查的結果。	[{"text":"skew the results","meaningZh":"使結果失真"}]
skewer	noun	noun	a long thin metal or wooden stick used to hold pieces of food together for cooking	串肉籤；烤肉叉	常見於烤肉語境，如 chicken skewers，指用來串起食材的細棒。	They grilled vegetables and meat on skewers over the fire.	他們用烤肉叉串起蔬菜和肉在火上烤。	[{"text":"a metal skewer","meaningZh":"金屬串肉籤"}]
skillet	noun	noun	a flat frying pan with a handle, used for cooking on a stove	平底鍋	美式用語，常見 cast-iron skillet（鑄鐵平底鍋），指用於煎炒食物的廚具。	She fried the eggs in a cast-iron skillet.	她用一只鑄鐵平底鍋煎蛋。	[{"text":"a cast-iron skillet","meaningZh":"鑄鐵平底鍋"}]
skim	verb	verb	to read or look through something quickly without reading every detail	略讀；瀏覽	常見 skim an article/report，強調快速瀏覽以掌握大意，而非逐字閱讀。	He skimmed the report before the meeting to save time.	他為了節省時間，在會議前快速瀏覽了這份報告。	[{"text":"skim through a report","meaningZh":"快速瀏覽報告"}]
skip	verb	verb	to miss out or omit something, or to move by jumping lightly from one foot to the other	跳過；略過	常見 skip a meal/class，也可指身體動作（skip rope），依語境判斷。	She decided to skip breakfast because she was running late.	她因為快遲到了，決定不吃早餐。	[{"text":"skip breakfast","meaningZh":"不吃早餐"}]
skirmish	verb	verb	to fight in a brief and minor way, especially between small groups	小規模交戰；發生小衝突	軍事用語較常見，也可比喻用於一般爭執，如兩派人馬的小衝突。	The two patrols skirmished briefly before retreating.	這兩支巡邏隊短暫交火後便撤退了。	[{"text":"skirmish with enemy forces","meaningZh":"與敵軍小規模交戰"}]
skull	noun	noun	the bony structure of the head that protects the brain	頭骨；顱骨	常見 skull and crossbones（骷髏標誌），也可口語泛指「腦袋」，如 knock some sense into his skull。	The X-ray showed no fractures in the skull.	X 光顯示頭骨並無骨折。	[{"text":"a skull fracture","meaningZh":"顱骨骨折"}]
slab	noun	noun	a thick, flat piece of a hard material such as stone, concrete, or meat	厚板；厚片	常見 a slab of concrete/marble，指厚實且平坦的固體塊狀物。	The patio is made from large stone slabs.	這座露臺是用大塊石板鋪成的。	[{"text":"a slab of concrete","meaningZh":"一塊厚混凝土板"}]
slacken	verb	verb	to become or make less tight, fast, or intense	鬆弛；放慢	常見 slacken one's pace/grip，強調速度、力道或緊繃程度的降低。	The runner slackened her pace as she approached the finish line.	這位跑者接近終點時放慢了步伐。	[{"text":"slacken the pace","meaningZh":"放慢步調"}]
slant	noun	noun	a particular way of presenting information that reflects a specific viewpoint or bias	觀點；偏向	常見 put a slant on，指以特定角度或立場呈現資訊，暗示可能帶有主觀色彩。	The article has a clear political slant.	這篇文章明顯帶有政治立場的偏向。	[{"text":"a different slant on the issue","meaningZh":"對議題的不同看法"}]
slap	noun	noun	a quick hit with the flat part of the hand	掌摑；一巴掌	常見 give sb a slap，也可比喻指嚴厲的批評或懲罰，如 a slap on the wrist（輕微懲戒）。	She gave him a slap across the face for his rude comment.	她因他的無禮言論賞了他一巴掌。	[{"text":"a slap in the face","meaningZh":"一記耳光；侮辱或打擊"}]
slash	verb	verb	to make a long, deep cut with a sharp object, or to greatly reduce something such as a price or budget	猛砍；大幅削減	字面指用利器猛烈劃割；比喻指大幅刪減，如 slash prices/budgets。	The company slashed prices to attract more customers.	這家公司大幅降價以吸引更多顧客。	[{"text":"slash prices","meaningZh":"大幅降價"}]
slate	noun	noun	a fine-grained gray rock that splits into thin flat layers, used for roofing, or a list of candidates for an election	板岩；候選人名單	兩義：建材用語（slate roof）；政治語境指提名參選的候選人名冊。	The party announced its slate of candidates for the upcoming election.	該政黨公布了即將到來的選舉候選人名單。	[{"text":"a slate roof","meaningZh":"板岩屋頂"}]
slave	noun	noun	a person who is legally owned by another and forced to work for them without pay	奴隸	常見於歷史語境，也可比喻用於形容過度受某事物控制的人，如 a slave to fashion。	The museum exhibit tells the story of slaves who escaped to freedom.	這座博物館的展覽講述了逃向自由的奴隸的故事。	[{"text":"a slave owner","meaningZh":"奴隸主"}]
slay	verb	verb	to kill someone or something violently, especially deliberately	殺害；屠殺	正式或文學用語，常見於敘事或新聞標題，語氣比 kill 更戲劇化、正式。	The knight set out to slay the dragon that terrorized the village.	這位騎士出發去屠殺那隻恐嚇村莊的巨龍。	[{"text":"slay a dragon","meaningZh":"殺死一條龍"}]
sleazy	adjective	adjective	dishonest, low in moral or social standards, and often unpleasant	低俗的；不入流的	常修飾 bar、deal、character，形容場所或人帶有不道德、令人反感的氣息。	They avoided the sleazy nightclub down the street.	他們避開了那條街上那家不入流的夜店。	[{"text":"a sleazy nightclub","meaningZh":"低俗的夜店"}]
slender	adjective	adjective	pleasingly thin, or very small in amount	苗條的；微薄的	常修飾 figure（身材苗條）或 chance/margin（機會、差距微小），依語境判斷。	She has a slender figure from years of dancing.	她因多年跳舞而擁有苗條的身材。	[{"text":"a slender figure","meaningZh":"苗條的身材"}]
slice	noun	noun	a thin, flat piece cut from something larger, such as bread or meat	薄片；一片	常見 a slice of bread/pizza，也可比喻指某整體中的一部分，如 a slice of the profits。	She cut the cake into eight equal slices.	她把蛋糕切成八等份的薄片。	[{"text":"a slice of bread","meaningZh":"一片麵包"}]
slide	noun	noun	a single image displayed as part of a presentation, or a smooth playground structure children slide down	投影片；溜滑梯	兩義：簡報中的單張畫面（PowerPoint slide）；遊樂場設施。	He added a chart to the third slide of his presentation.	他在簡報的第三張投影片中加入了一張圖表。	[{"text":"a slide presentation","meaningZh":"投影片簡報"}]
slight	verb	verb	to treat someone with disrespect by ignoring them or failing to give them proper attention	怠慢；輕視	常見 feel slighted，強調因被忽略或不受重視而感到受冒犯。	She felt slighted when her contribution wasn't mentioned in the report.	她的貢獻沒有在報告中被提及，讓她覺得受到了怠慢。	[{"text":"feel slighted","meaningZh":"覺得受到怠慢"}]
slim	adjective	adjective	thin in an attractive way, or very small in size or amount	苗條的；渺茫的	常見 slim chance（機會渺茫）、slim figure（身材苗條），依語境判斷字面或比喻義。	There is only a slim chance of finding survivors.	找到生還者的機會十分渺茫。	[{"text":"a slim chance","meaningZh":"渺茫的機會"}]
sling	noun	noun	a piece of cloth used to support an injured arm, or a device used to throw an object with force	吊帶；投石器	醫療語境指懸吊受傷手臂的三角巾；也可指古代投擲武器（如大衛與歌利亞故事中的投石器）。	He had his arm in a sling after the accident.	意外發生後，他的手臂用吊帶固定著。	[{"text":"an arm in a sling","meaningZh":"用吊帶吊著的手臂"}]
slip	noun	noun	a small mistake, especially one made unintentionally in speech or action	失誤；口誤	常見 a slip of the tongue（口誤），也可指物理上的滑倒（slip on ice）。	It was just a slip of the tongue; he didn't mean to say her name.	那只是個口誤，他並不是故意說出她的名字。	[{"text":"a slip of the tongue","meaningZh":"口誤"}]
slither	verb	verb	to move smoothly with a twisting motion, like a snake	蜿蜒滑行	常見於描述蛇類移動，也可比喻指人或物以類似的方式悄悄移動。	The snake slithered silently through the tall grass.	那條蛇悄無聲息地在高高的草叢中蜿蜒滑行。	[{"text":"slither through the grass","meaningZh":"蜿蜒滑過草叢"}]
sliver	verb	verb	to break or cut something into small, thin pieces	切成薄片；裂成細片	常見 sliver wood/glass，指將物體切割或裂解成細小碎片的動作。	The impact slivered the windshield into countless fragments.	這次撞擊把擋風玻璃震裂成無數碎片。	[{"text":"sliver the almonds","meaningZh":"把杏仁切成細片"}]
slogan	noun	noun	a short, memorable phrase used in advertising or by a group to express its aims	口號；標語	常見 advertising slogan、political slogan，指用來宣傳理念或商品的簡短標語。	The company's new slogan appeared on billboards across the city。	這家公司的新標語出現在全市各地的看板上。	[{"text":"a campaign slogan","meaningZh":"競選口號"}]
slope	noun	noun	a surface that goes up or down at an angle, or the degree of such an incline	斜坡；坡度	常見 ski slope，數學語境也指直線的斜率（gradient）。	Skiers raced down the steep slope.	滑雪者沿著陡峭的斜坡飛速滑下。	[{"text":"a steep slope","meaningZh":"陡坡"}]
sloppy	adjective	adjective	careless and lacking neatness or precision in work or appearance	草率的；邋遢的	常修飾 work、handwriting，形容做事馬虎、不夠仔細或外表不整潔。	The report was full of sloppy mistakes and typos.	這份報告充滿了草率的錯誤和打字失誤。	[{"text":"sloppy work","meaningZh":"草率的工作"}]
slot	noun	noun	a narrow opening for inserting something, or an allocated time or position within a schedule	投幣口；時段	常見 time slot（時段）、parking slot（停車位），也可指投幣機的窄縫。	Please insert your coin into the slot.	請把硬幣投入投幣口。	[{"text":"a time slot","meaningZh":"一個時段"}]
slouch	verb	verb	to stand, sit, or walk with a drooping posture, showing poor posture or low energy	無精打采地站/坐/走	常見 slouch in a chair，強調身體姿勢鬆垮、缺乏精神。	Don't slouch at your desk; sit up straight.	不要在桌前無精打采地垂著肩，坐直一點。	[{"text":"slouch in a chair","meaningZh":"懶散地坐在椅子上"}]
slump	verb	verb	to fall or sink suddenly, or to decline sharply in value, performance, or activity	驟降；暴跌	常見 sales slump、slump into a chair，字面指身體突然癱坐；比喻指經濟、業績等急劇下滑。	The company's profits slumped after losing its biggest client.	這家公司失去最大的客戶後，利潤大幅下滑。	[{"text":"sales slump","meaningZh":"銷售量驟降"}]
slur	verb	verb	to speak indistinctly so that words are difficult to understand, or to make a damaging remark about someone	口齒不清地說；詆毀	常見 slur one's words（喝醉後口齒不清），也可指誹謗性言論（racial slur 為名詞用法）。	He was so drunk that he began to slur his words.	他喝得太醉，開始口齒不清。	[{"text":"slur one's words","meaningZh":"說話含糊不清"}]
smash	verb	verb	to break something violently into many pieces, or to hit something with great force	打碎；猛擊	常見 smash a window、smash a record（打破紀錄），強調猛烈的力道。	The ball smashed through the window.	那顆球猛力砸破了窗戶。	[{"text":"smash into a wall","meaningZh":"猛撞上牆"}]
smear	verb	verb	to spread a soft or liquid substance over a surface, or to damage someone's reputation with false claims	塗抹；抹黑	字面指塗抹物質（smear paint）；比喻指以不實言論詆毀他人名譽（a smear campaign）。	Someone smeared paint on the wall overnight.	有人在夜裡把油漆塗抹在牆上。	[{"text":"smear someone's reputation","meaningZh":"抹黑某人的名聲"}]
smirk	verb	verb	to smile in an unpleasant way that shows satisfaction or superiority	得意地假笑；奸笑	帶負面意涵，形容帶著自滿或輕蔑意味的笑容，與真誠的微笑不同。	He smirked when he heard that his rival had failed.	聽到對手失敗的消息，他露出了得意的假笑。	[{"text":"smirk at someone","meaningZh":"對某人得意地假笑"}]
smoothly	adverb	adverb	without difficulty, interruption, or problems	順利地；流暢地	常見 run smoothly、go smoothly，強調過程沒有阻礙或問題。	The event went smoothly thanks to careful planning.	多虧了周密的規劃，這場活動進行得十分順利。	[{"text":"run smoothly","meaningZh":"運作順利"}]
smug	adjective	adjective	showing excessive satisfaction with oneself, in an annoying way	自鳴得意的；沾沾自喜的	帶負面意涵，形容因自身成就或優越感而顯得過度自滿，令人反感。	He had a smug expression after winning the argument.	贏了這場爭論後，他露出了自鳴得意的表情。	[{"text":"a smug expression","meaningZh":"沾沾自喜的表情"}]
smuggle	verb	verb	to take goods or people illegally into or out of a country	走私；偷運	常見 smuggle drugs/weapons，強調違法地秘密運送物品或人員跨越邊境。	They were arrested for trying to smuggle drugs across the border.	他們因企圖走私毒品越境而被逮捕。	[{"text":"smuggle goods across the border","meaningZh":"跨境走私貨物"}]
snack	noun	noun	a small amount of food eaten between meals	點心；零食	常見 have a snack、snack bar，指正餐之間食用的簡便食物。	She grabbed a snack before heading to the gym.	她在去健身房前先吃了點零食。	[{"text":"a quick snack","meaningZh":"簡單吃的小點心"}]
snap	noun	noun	a sudden breaking sound, or an informal photograph	啪的一聲；快照	常見 take a snap（拍張快照，英式口語），也可指物體斷裂發出的清脆聲響。	She took a quick snap of the sunset with her phone.	她用手機拍了一張夕陽的快照。	[{"text":"a holiday snap","meaningZh":"度假快照"}]
snatch	verb	verb	to take or grab something suddenly and quickly, often without permission	搶奪；一把抓住	常見 snatch a purse/opportunity，強調動作迅速、突然，可指字面搶奪或抓住機會。	The thief snatched her bag and ran off.	那名小偷搶走了她的包包後逃跑了。	[{"text":"snatch victory from the jaws of defeat","meaningZh":"反敗為勝"}]
sneak	verb	verb	to move or do something quietly and secretly, in order to avoid being noticed	偷偷地做；悄悄行動	常見 sneak out/in，強調刻意不被人發現的隱密行動。	The children snuck out of the house after their parents fell asleep.	父母睡著後，孩子們偷偷溜出了家門。	[{"text":"sneak out of the house","meaningZh":"偷偷溜出屋子"}]
sneer	verb	verb	to smile or speak in a way that shows contempt or mockery	冷笑；嘲笑	常見 sneer at，形容帶著輕蔑、看不起他人的表情或言語。	He sneered at her attempt to fix the engine herself.	他對她試圖自己修引擎的舉動嗤之以鼻。	[{"text":"sneer at someone's efforts","meaningZh":"嘲笑某人的努力"}]
sniff	verb	verb	to breathe in through the nose in short breaths, especially to smell something	嗅；聞	常見 sniff the air、sniff out（察覺出），強調透過鼻子吸氣以感知氣味或線索。	The dog sniffed the ground, following the scent.	這隻狗嗅著地面，跟著氣味前進。	[{"text":"sniff at a flower","meaningZh":"嗅一朵花"}]
snip	verb	verb	to cut something with quick, small strokes using scissors	剪；修剪	常見 snip off a thread，強調用剪刀快速、俐落地剪去一小部分。	She snipped the loose threads off the sweater.	她把毛衣上鬆脫的線頭剪掉了。	[{"text":"snip off the ends","meaningZh":"剪掉末端"}]
snuggle	verb	verb	to settle into a warm, comfortable position, often close to another person	依偎；蜷縮	常見 snuggle up to someone/under a blanket，形容因舒適或親近感而緊靠、蜷縮。	The child snuggled up to her mother on the couch.	這個孩子在沙發上依偎著媽媽。	[{"text":"snuggle up to someone","meaningZh":"依偎在某人身邊"}]
soak	verb	verb	to leave something in liquid for a period of time, or to become thoroughly wet	浸泡；浸溼	常見 soak beans overnight、get soaked（被淋濕），強調長時間浸泡或大量吸水。	She soaked the beans in water overnight before cooking.	她把豆子在水中浸泡了一整晚才煮。	[{"text":"soak in warm water","meaningZh":"浸泡在溫水中"}]
soar	verb	verb	to rise quickly and smoothly into the air, or to increase rapidly in amount or level	翱翔；急遽上升	字面指鳥類、飛機等高飛；比喻指價格、數量等大幅攀升，如 prices soar。	Eagles soared high above the canyon.	老鷹在峽谷上空高高翱翔。	[{"text":"prices soar","meaningZh":"價格飆升"}]
sociable	adjective	adjective	friendly and enjoying the company of others	好交際的；友善的	常修飾 person，形容喜歡與人相處、樂於交際的個性，與 shy、reserved 相對。	She is very sociable and makes friends easily wherever she goes.	她非常好交際，無論到哪裡都能輕易交到朋友。	[{"text":"a sociable person","meaningZh":"好交際的人"},{"text":"a sociable atmosphere","meaningZh":"友善熱絡的氣氛"}]
sociology	noun	noun	the scientific study of human society, social relationships, and institutions	社會學	學術領域名稱，常見 study sociology at university，探討社會結構、行為與制度。	He earned a doctorate in sociology from a top university.	他在一所頂尖大學取得了社會學博士學位。	[{"text":"study sociology","meaningZh":"研讀社會學"},{"text":"the sociology of education","meaningZh":"教育社會學"}]
sock	noun	noun	a piece of clothing worn on the foot, usually inside a shoe	襪子	日常用語，常見 a pair of socks；片語 knock someone's socks off 指令人驚豔。	He put on a clean pair of socks before leaving the house.	他出門前換上了一雙乾淨的襪子。	[{"text":"a pair of socks","meaningZh":"一雙襪子"},{"text":"ankle socks","meaningZh":"短襪"}]
sodium	noun	noun	a soft, silvery metallic chemical element that is essential for the body but harmful in excess	鈉	化學元素，常見於 sodium chloride（氯化鈉，即食鹽），醫學語境也常提及攝取過量鈉的健康風險。	Too much sodium in your diet can raise blood pressure.	飲食中攝取過多的鈉會使血壓升高。	[{"text":"sodium chloride","meaningZh":"氯化鈉"},{"text":"sodium intake","meaningZh":"鈉攝取量"}]
soggy	adjective	adjective	extremely wet and soft, often in an unpleasant way	濕透的；濕軟的	常修飾 ground、bread，形容因浸水或潮濕而變得軟爛、不理想的狀態。	The bread became soggy after sitting in the soup too long.	麵包泡在湯裡太久，變得濕軟糊爛。	[{"text":"soggy bread","meaningZh":"濕軟的麵包"},{"text":"soggy ground","meaningZh":"濕透的地面"}]
soil	noun	noun	the top layer of earth in which plants grow	土壤	常見 fertile soil、soil erosion，農業、園藝語境的基本詞彙，指供植物生長的土地表層。	The farmer tested the soil before planting new crops.	農夫在種植新作物前先檢測了土壤。	[{"text":"fertile soil","meaningZh":"肥沃的土壤"},{"text":"soil erosion","meaningZh":"土壤侵蝕"}]
solar	adjective	adjective	relating to or powered by energy from the sun	太陽的；太陽能的	常見 solar panel、solar energy，指與太陽有關或利用太陽能的事物。	They installed solar panels on the roof to reduce energy costs.	他們在屋頂裝設太陽能板以降低能源成本。	[{"text":"solar energy","meaningZh":"太陽能"},{"text":"a solar panel","meaningZh":"太陽能板"}]
sole	noun	noun	the bottom surface of a shoe or foot	鞋底；腳底	常見 the sole of a shoe/foot，指鞋子或腳部接觸地面的那一面。	The sole of his shoe was worn thin from years of walking.	他鞋底因多年行走而磨得很薄。	[{"text":"the sole of the foot","meaningZh":"腳底"},{"text":"rubber soles","meaningZh":"橡膠鞋底"}]
solely	adverb	adverb	only, and involving nothing or no one else	僅僅；單獨地	常見 solely responsible for，強調完全排除其他因素或人的參與。	The decision was made solely by the board of directors.	這項決定完全是由董事會做出的。	[{"text":"solely responsible for","meaningZh":"獨自負責"},{"text":"based solely on","meaningZh":"完全根據"}]
solemn	adjective	adjective	very serious and formal in manner or expression	嚴肅的；莊重的	常修飾 occasion、promise、expression，形容態度或場合莊嚴、不帶輕浮。	The funeral was a solemn occasion attended by hundreds of mourners.	這場葬禮是個莊嚴肅穆的場合，數百名哀悼者出席。	[{"text":"a solemn promise","meaningZh":"莊嚴的承諾"},{"text":"a solemn occasion","meaningZh":"莊重的場合"}]
solicitor	noun	noun	a lawyer who advises clients and prepares legal documents, especially in British legal systems	律師（尤指英國事務律師）	英式用語，solicitor 負責法律諮詢與文件準備，與出庭辯護的 barrister 不同。	She consulted a solicitor before signing the property contract.	她在簽署房產合約前先諮詢了一位律師。	[{"text":"consult a solicitor","meaningZh":"諮詢事務律師"},{"text":"a firm of solicitors","meaningZh":"律師事務所"}]
solicitous	adjective	adjective	showing great care and concern for someone's wellbeing	關切的；殷勤的	正式用語，常見 solicitous about/for，形容對他人福祉表現出關心與體貼。	The nurse was solicitous about her patient's comfort.	這位護理師對病人的舒適十分關切。	[{"text":"solicitous about someone's health","meaningZh":"關切某人的健康"},{"text":"solicitous care","meaningZh":"殷切的照料"}]
solidarity	noun	noun	unity and mutual support among a group of people, especially based on shared interests or goals	團結	常見 show solidarity with，強調基於共同目標或處境而產生的凝聚力與支持。	Workers across the country expressed solidarity with the striking miners.	全國各地的工人都對這些罷工礦工表達了團結支持。	[{"text":"in solidarity with","meaningZh":"聲援；與某人團結一致"},{"text":"show solidarity","meaningZh":"展現團結"}]
solitary	adjective	adjective	done or existing alone, without other people	單獨的；孤獨的	常修飾 confinement、life，形容缺乏陪伴或獨自一人的狀態，如 solitary confinement（單獨監禁）。	He led a solitary life in a small cabin in the woods.	他在森林中的小木屋裡過著孤獨的生活。	[{"text":"a solitary figure","meaningZh":"孤單的身影"},{"text":"solitary confinement","meaningZh":"單獨監禁"}]
solo	noun	noun	a performance done by one person alone, especially in music	獨奏；獨唱	常見 guitar solo、a solo flight，指單獨一人完成的表演或行動。	The violinist performed a beautiful solo during the concert.	這位小提琴家在音樂會中演奏了一段優美的獨奏。	[{"text":"a piano solo","meaningZh":"鋼琴獨奏"},{"text":"perform a solo","meaningZh":"演出獨奏或獨唱"}]
soluble	adjective	adjective	able to be dissolved, especially in a liquid such as water	可溶解的	化學用語，常見 water-soluble，也可比喻指問題可被解決（較少見）。	Sugar is soluble in water but oil is not.	糖可溶於水，但油不行。	[{"text":"soluble in water","meaningZh":"可溶於水的"},{"text":"soluble fiber","meaningZh":"水溶性纖維"}]
solve	verb	verb	to find a way to deal with or answer a problem or question	解決	常見 solve a problem/mystery，強調找到有效方法處理困難或謎題。	It took the engineers weeks to solve the technical issue.	工程師們花了好幾週才解決這個技術問題。	[{"text":"solve a problem","meaningZh":"解決問題"},{"text":"solve a mystery","meaningZh":"解開謎團"}]
solvent	adjective	adjective	having enough money to pay all one's debts	有償付能力的	財務用語，常見 remain solvent，指企業或個人有足夠資金履行債務，與 insolvent 相對。	The company managed to stay solvent despite the economic downturn.	儘管經濟不景氣，這家公司仍設法維持償債能力。	[{"text":"remain solvent","meaningZh":"維持償債能力"},{"text":"a solvent company","meaningZh":"有償債能力的公司"}]
somatic	adjective	adjective	relating to the body, as opposed to the mind	身體的；軀體的	醫學用語，常見 somatic symptoms（身體症狀），與 psychological（心理的）相對。	The doctor ruled out somatic causes for her chronic fatigue.	醫生排除了她慢性疲勞的身體性病因。	[{"text":"somatic symptoms","meaningZh":"身體症狀"},{"text":"somatic cells","meaningZh":"體細胞"}]
somber	adjective	adjective	dark, dull, or serious in a way that suggests sadness	陰鬱的；嚴肅的	常修飾 mood、tone、colors，形容氣氛低沉、缺乏歡樂，或色調暗淡。	The news left everyone in a somber mood.	這則消息讓每個人的心情都變得陰鬱。	[{"text":"a somber mood","meaningZh":"沉重的心情"},{"text":"a somber expression","meaningZh":"嚴肅的神情"}]
somewhat	adverb	adverb	to a moderate degree; slightly	有點；稍微	常修飾形容詞或動詞，如 somewhat surprised，強調程度不高但確實存在。	I was somewhat surprised by his sudden resignation.	他突然辭職讓我有點驚訝。	[{"text":"somewhat different","meaningZh":"有些不同"},{"text":"somewhat surprised","meaningZh":"有點驚訝"}]
soot	verb	verb	to cover something with a black powdery substance produced by burning	使沾滿煤煙	較少見的動詞用法，多用於被動語態，形容表面因燃燒而覆蓋上黑色粉末。	Years of use had sooted the fireplace's brick walls black.	多年使用讓壁爐的磚牆熏得漆黑。	[{"text":"soot up a chimney","meaningZh":"使煙囪積滿煤煙"}]
soothe	verb	verb	to make someone feel calmer or less upset, or to relieve pain	安撫；緩解	常接 pain、nerves、baby 等受詞，強調使身心不適的狀態獲得舒緩。	The warm bath helped soothe her sore muscles.	溫暖的泡澡幫助舒緩了她痠痛的肌肉。	[{"text":"soothe a crying baby","meaningZh":"安撫哭泣的嬰兒"},{"text":"soothe a sore throat","meaningZh":"舒緩喉嚨痛"}]
sophistication	noun	noun	the quality of having refined knowledge, taste, or experience in worldly matters	世故；老練；精密	常見 technological sophistication（技術的精密程度），也可指人的見識與品味成熟老練。	The design shows a level of sophistication rarely seen in budget products。	這項設計展現出平價產品中罕見的精緻與成熟度。	[{"text":"an air of sophistication","meaningZh":"老練高雅的氣質"},{"text":"cultural sophistication","meaningZh":"文化素養與品味"}]
sordid	adjective	adjective	involving immoral or dishonest behavior, and unpleasant to think about	骯髒的；卑劣的	常修飾 affair、details，形容涉及不道德或令人反感的情事，語氣強烈負面。	The tabloid revealed sordid details about the politician's past.	這份小報揭露了這位政治人物過去不堪的醜事。	[{"text":"a sordid affair","meaningZh":"卑劣的事件"},{"text":"sordid details","meaningZh":"不堪的細節"}]
sore	noun	noun	a painful, often infected area on the skin	瘡；痛處	常見 a sore on one's skin，也可作形容詞 sore（痠痛的），需依詞性判斷。	He developed a sore on his heel from the new shoes.	他因為穿新鞋，腳跟長出了一個痛處。	[{"text":"an open sore","meaningZh":"開放性傷口"},{"text":"a cold sore","meaningZh":"唇皰疹"}]
soul	noun	noun	the spiritual or immaterial part of a person, believed to continue after death	靈魂；心靈	常見 body and soul，也可比喻指某事物的核心精神，如 the soul of the city。	She believes the soul lives on after the body dies.	她相信靈魂在肉體死後依然存續。	[{"text":"the human soul","meaningZh":"人的靈魂"},{"text":"save someone's soul","meaningZh":"拯救某人的靈魂"}]
sovereignty	noun	noun	the authority of a country to govern itself without outside interference	主權	政治學用語，常見 national sovereignty，強調國家不受他國干涉的自主權力。	The treaty respected each nation's sovereignty over its own territory.	這項條約尊重每個國家對其領土的主權。	[{"text":"national sovereignty","meaningZh":"國家主權"},{"text":"exercise sovereignty over","meaningZh":"對某地行使主權"}]
