lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
faint	verb	verb	to lose consciousness briefly, usually due to heat, shock, or lack of blood flow to the brain	昏倒；暈厥	不及物動詞，常見 faint from heat/shock，指因熱、驚嚇或血液循環不足而突然失去意識。	She fainted from the heat during the parade.	她在遊行時因為天氣炎熱而昏倒。	[{"text":"faint from exhaustion","meaningZh":"因過度疲勞昏倒"}]
faint	noun	noun	an act or state of losing consciousness briefly	昏厥；暈倒（狀態）	較少見的名詞用法，常見 fall into a faint，日常對話中動詞用法（faint）更常見。	She fell into a faint after hearing the shocking news.	她聽到這個驚人的消息後便暈倒了。	[{"text":"in a dead faint","meaningZh":"完全昏厥"}]
faithful	adjective	adjective	loyal and consistent in one's support, allegiance, or duty, especially to a person or belief	忠實的；忠誠的	常見 a faithful friend/husband，也可指精確符合原意，如 a faithful translation（忠於原文的翻譯）。	He remained faithful to his wife throughout their long marriage.	在他們漫長的婚姻中，他始終對妻子忠誠。	[{"text":"remain faithful to","meaningZh":"保持對…的忠誠"}]
faithful	noun	noun	people who firmly believe in and follow a particular religion, usually used as "the faithful"	信徒（複數集合名詞，常用 the faithful）	常見 the faithful gathered，指某宗教的虔誠信眾整體，常用於宗教語境。	The faithful gathered at the temple for the annual festival.	信徒們聚集在寺廟參加一年一度的祭典。	[{"text":"the faithful","meaningZh":"信徒們"}]
fake	noun	noun	an object, person, or document that is not genuine but designed to appear so	贗品；冒牌貨；假貨	常見 spot a fake，指刻意仿造以假亂真的物品或人。	The art dealer realized the painting was a fake.	這位藝術經紀商發現這幅畫是贗品。	[{"text":"expose a fake","meaningZh":"揭穿贗品"}]
fake	adjective	adjective	not genuine; made to look like something real in order to deceive	假的；偽造的	常修飾 ID、smile、product，強調刻意模仿真品以達到欺騙目的。	She used a fake ID to get into the club.	她用假身分證進入這家夜店。	[{"text":"a fake passport","meaningZh":"偽造護照"}]
falsify	verb	verb	to alter or present information dishonestly in order to deceive	偽造；竄改	及物動詞，常見 falsify records/data，強調刻意扭曲事實以誤導他人，帶有明確負面意味。	The accountant was accused of falsifying the company's financial records.	這名會計師被指控竄改公司的財務紀錄。	[{"text":"falsify records","meaningZh":"竄改紀錄"}]
falter	verb	verb	to lose strength, confidence, or momentum; to become weak or hesitant	動搖；猶豫；衰退	常見 the economy falters、her voice faltered，強調原本穩定的狀態開始出現不穩或衰弱的跡象。	His voice faltered as he tried to hold back tears.	他強忍淚水時，聲音開始顫抖。	[{"text":"falter under pressure","meaningZh":"在壓力下動搖"}]
fame	noun	noun	the state of being well-known or famous, especially to the general public	名聲；名氣	不可數名詞，常見 rise to fame、achieve fame，指廣為人知的知名度，通常帶正面意味。	The band rose to fame after their first album went platinum.	這個樂團在首張專輯銷售突破白金唱片後聲名大噪。	[{"text":"rise to fame","meaningZh":"成名"}]
familiarity	noun	noun	close acquaintance with or detailed knowledge of something, or the quality of being well known	熟悉；熟識	常見 familiarity with a subject/language，也可用 familiarity breeds contempt 這句諺語表達過於熟悉可能導致輕慢。	Her familiarity with the software made the training session quick.	她對這套軟體的熟悉程度讓訓練課程進行得很快。	[{"text":"familiarity with the subject","meaningZh":"對該主題的熟悉程度"}]
fancy	noun	noun	a liking, desire, or whimsical idea, often not based on reason	喜好；幻想；一時興起的念頭	常見 take a fancy to（喜歡上）、a passing fancy（一時的興致），強調非理性、隨興的偏好或想法。	She took a sudden fancy to learning the violin.	她突然對學小提琴產生了興趣。	[{"text":"take a fancy to","meaningZh":"喜歡上"}]
fancy	adjective	adjective	elaborate, decorative, or expensive, especially in an ostentatious way	華麗的；花俏的；高級的	常修飾 restaurant、clothes、car，強調外表精美或價格昂貴，語氣中性偏口語。	They went to a fancy restaurant to celebrate the anniversary.	他們去了一家高級餐廳慶祝週年紀念。	[{"text":"a fancy restaurant","meaningZh":"高級餐廳"}]
fancy	verb	verb	to feel a desire or attraction for something or someone, or to imagine something	想要；喜歡上；想像	英式口語常見 fancy someone（喜歡某人）、fancy a coffee（想喝杯咖啡），美式英語較少這樣使用。	Do you fancy going for a walk this evening?	你今晚想去散步嗎？	[{"text":"fancy a drink","meaningZh":"想喝一杯"}]
fantasy	noun	noun	an imaginative or fanciful mental image, especially one not based on reality, or a genre involving magic and imaginary worlds	幻想；奇幻（文類）	常見 a fantasy novel/world，也可指個人不切實際的想像，如 a childhood fantasy。	The book belongs to the fantasy genre, complete with dragons and magic.	這本書屬於奇幻文類，充滿了龍與魔法。	[{"text":"a fantasy novel","meaningZh":"奇幻小說"},{"text":"indulge in fantasy","meaningZh":"沉浸於幻想"}]
fare	noun	noun	the money paid for a journey on public transportation, or the food served in a particular place	票價；車資；（某場所供應的）飲食	常見 a bus/taxi fare，也可用於較正式語境指食物，如 traditional fare（傳統菜餚）。	The bus fare has increased by ten percent this year.	今年公車票價調漲了百分之十。	[{"text":"bus fare","meaningZh":"公車票價"},{"text":"traditional fare","meaningZh":"傳統菜餚"}]
fascinate	verb	verb	to attract and hold someone's interest intensely	使著迷；深深吸引	及物動詞，常見被動 be fascinated by，強調對某事物產生濃厚且持久的興趣。	Ancient history has always fascinated her.	古代歷史一直讓她深深著迷。	[{"text":"be fascinated by history","meaningZh":"對歷史著迷"}]
fashion	noun	noun	a popular style or trend, especially in clothing, or a way of doing something	流行；時尚；方式	常見 the fashion industry、in a similar fashion（以類似的方式），涵蓋服飾潮流與泛指做事的方式。	She always follows the latest fashion trends.	她總是緊跟最新的流行趨勢。	[{"text":"in fashion","meaningZh":"流行的"},{"text":"out of fashion","meaningZh":"不流行的"}]
fashion	verb	verb	to make or shape something, especially skillfully and often by hand	製作；塑造（尤指以巧手）	及物動詞，常見 fashion something into/from，強調以技巧將材料塑造成特定形狀或用途。	The craftsman fashioned a bowl out of a single piece of wood.	這位工匠用一整塊木頭製作出一個碗。	[{"text":"fashion something out of wood","meaningZh":"用木頭製作某物"}]
fashionable	adjective	adjective	following the current popular style or trend	流行的；時髦的	常修飾 clothes、restaurant、neighborhood，強調符合當下潮流，語氣中性偏正面。	The café has become a fashionable spot for young professionals.	這家咖啡廳已成為年輕專業人士喜愛的時髦去處。	[{"text":"fashionable clothes","meaningZh":"時髦的衣服"}]
fastidious	adjective	adjective	very attentive to and concerned about accuracy and detail, sometimes to an excessive degree	一絲不苟的；挑剔的	常修飾 person、attention to detail，帶有輕微負面意味，暗示對細節要求過高、難以取悅。	He's fastidious about keeping his desk perfectly organized.	他對保持書桌整潔一絲不苟。	[{"text":"fastidious about cleanliness","meaningZh":"對清潔一絲不苟"}]
fatal	adjective	adjective	causing death, or having disastrous consequences	致命的；毀滅性的	常見 a fatal accident/error，強調結果導致死亡或造成無法挽回的嚴重後果。	The car crash proved fatal for the driver.	這場車禍對司機來說是致命的。	[{"text":"a fatal accident","meaningZh":"致命事故"},{"text":"a fatal mistake","meaningZh":"造成嚴重後果的錯誤"}]
fathom	noun	noun	a unit of length used to measure the depth of water, equal to six feet	噚（測量水深的單位，等於六英尺）	航海專有名詞，日常對話極少使用，多見於航海或釣魚語境描述水深。	The wreck lies at a depth of about twenty fathoms.	這艘沉船位於約二十噚深的海底。	[{"text":"at a depth of ten fathoms","meaningZh":"在十噚深處"}]
fathom	verb	verb	to understand something difficult or puzzling after much thought	理解；領悟（費解之事）	常見 cannot fathom，多用於否定句，強調對某事完全無法理解或想像。	I simply cannot fathom why he would say such a thing.	我實在無法理解他為什麼會說出這種話。	[{"text":"cannot fathom why","meaningZh":"無法理解為何"}]
fatigue	noun	noun	extreme tiredness resulting from mental or physical exertion	疲勞；疲憊	不可數名詞，常見 suffer from fatigue，也可用於材料科學，如 metal fatigue（金屬疲勞）。	Long hours at work left her suffering from chronic fatigue.	長時間工作讓她飽受慢性疲勞之苦。	[{"text":"mental fatigue","meaningZh":"精神疲勞"}]
fatten	verb	verb	to make an animal or person put on weight, especially in preparation for slaughter or eating	使增肥；養肥	及物動詞，常見 fatten cattle/pigs，多用於農業語境；比喻性地也可指讓某事物膨脹（fatten a budget）。	Farmers fatten the cattle before sending them to market.	農夫在送牛隻上市前先把牠們養肥。	[{"text":"fatten up livestock","meaningZh":"養肥牲畜"}]
fault	noun	noun	a mistake, defect, or responsibility for something wrong, or a break in the earth's crust	過錯；缺點；（地質）斷層	常見 it's my fault（是我的錯）、a character fault（性格缺陷），地質學則指 a geological fault（斷層）。	It wasn't your fault that the meeting was canceled.	會議取消不是你的錯。	[{"text":"at fault","meaningZh":"有過錯"},{"text":"find fault with","meaningZh":"挑…的毛病"}]
favorable	adjective	adjective	positive, advantageous, or expressing approval	有利的；順利的；好評的	常見 favorable conditions/reviews，強調對某目標或結果有利，或表示贊同的態度。	The weather conditions were favorable for the outdoor concert.	天氣狀況對這場戶外音樂會很有利。	[{"text":"favorable conditions","meaningZh":"有利條件"}]
feast	noun	noun	a large and elaborate meal, especially one prepared for a special occasion	盛宴；宴席	常見 a wedding/holiday feast，指為特殊場合準備的豐盛餐點。	The family prepared a huge feast for the wedding celebration.	這家人為婚禮慶典準備了一場豐盛的盛宴。	[{"text":"a wedding feast","meaningZh":"婚宴"}]
feast	verb	verb	to eat a large and elaborate meal, often as part of a celebration	盡情享用（大餐）；宴飲	常見 feast on，指盡興地享用豐盛美食，通常帶有慶祝意味。	The guests feasted on roast turkey and pumpkin pie.	賓客們盡情享用了烤火雞和南瓜派。	[{"text":"feast on seafood","meaningZh":"大啖海鮮"}]
feeble	adjective	adjective	lacking physical or mental strength, or (of an argument or excuse) unconvincing	虛弱的；無力的；（藉口）站不住腳的	常修飾 body、light、excuse，可指身體或光線微弱，也可比喻性地形容論點或藉口薄弱無力。	He offered a feeble excuse for being late.	他為遲到提出了一個站不住腳的藉口。	[{"text":"a feeble excuse","meaningZh":"站不住腳的藉口"}]
feedback	noun	noun	information or opinions about a person's performance or a product, given as a basis for improvement	回饋；意見反應	不可數名詞，常見 give/receive feedback，指對表現或產品提出的評價，作為改善的依據。	The teacher gave detailed feedback on each student's essay.	老師針對每位學生的作文給予了詳細的回饋意見。	[{"text":"constructive feedback","meaningZh":"建設性回饋"}]
feign	verb	verb	to pretend to feel or have a particular emotion, illness, or quality	假裝；佯裝	及物動詞，常見 feign surprise/illness，語氣正式，強調刻意做出虛假的表現以欺騙他人。	She feigned interest in his long, boring story.	她假裝對他冗長乏味的故事感興趣。	[{"text":"feign ignorance","meaningZh":"裝作不知道"},{"text":"feign illness","meaningZh":"裝病"}]
fellowship	noun	noun	a friendly and supportive relationship among people who share interests or experiences, or a grant awarded to support academic research	情誼；團契；（學術）獎助金	常見 Christian fellowship（教會團契）、a research fellowship（研究獎助金），兩義差異大，需依上下文判斷。	She received a fellowship to conduct research at a prestigious university.	她獲得一項獎助金，得以在一所知名大學進行研究。	[{"text":"a sense of fellowship","meaningZh":"情誼感"},{"text":"a research fellowship","meaningZh":"研究獎助金"}]
feminist	noun	noun	a person who supports feminism, the belief in social, political, and economic equality of the sexes	女性主義者	常見 an outspoken feminist，指支持性別平等理念並積極倡議的人。	She has identified as a feminist since college.	她從大學時期就自認是女性主義者。	[{"text":"a feminist writer","meaningZh":"女性主義作家"}]
ferret	noun	noun	a small, domesticated mammal related to the weasel, often kept as a pet or used for hunting rabbits	雪貂	動物名詞，常作寵物飼養，也用於獵捕兔子等小動物。	He keeps two ferrets as pets in his apartment.	他在公寓裡養了兩隻雪貂當寵物。	[{"text":"a pet ferret","meaningZh":"寵物雪貂"}]
ferret	verb	verb	to search persistently for something, especially information that is hidden	搜尋；查出（隱藏的事物）	常見片語 ferret out，指鍥而不捨地找出隱藏的資訊或真相。	The journalist ferreted out the truth behind the scandal.	這位記者鍥而不捨地查出了這起醜聞背後的真相。	[{"text":"ferret out information","meaningZh":"查出隱藏的資訊"}]
ferry	noun	noun	a boat or ship that regularly transports people and vehicles across a body of water	渡輪；渡船	常見 take a ferry，指定期往返兩地載運乘客與車輛的船隻。	We took the ferry across the harbor to visit the island.	我們搭渡輪穿越港灣去參觀那座島嶼。	[{"text":"take a ferry","meaningZh":"搭渡輪"}]
fertilize	verb	verb	to add nutrients to soil to help plants grow, or to cause an egg cell to develop by combining it with sperm or pollen	施肥；使受精	常見 fertilize the soil/crops（農業語境），也可用於生物學語境，如 fertilize an egg（使卵子受精）。	Farmers fertilize the fields every spring before planting.	農夫每年春天播種前都會為田地施肥。	[{"text":"fertilize the soil","meaningZh":"為土壤施肥"},{"text":"fertilize an egg","meaningZh":"使卵子受精"}]
fervent	adjective	adjective	having or displaying passionate intensity, especially regarding a belief or cause	熱切的；熱烈的	常修飾 belief、supporter、hope，強調情感或信念上的強烈與熱誠，語氣正式。	She is a fervent believer in equal rights for all.	她是人人平等權利的熱切擁護者。	[{"text":"a fervent supporter","meaningZh":"熱切的支持者"}]
fiber	noun	noun	a thread-like strand, especially of a natural or synthetic material, or dietary roughage that aids digestion	纖維；（飲食）纖維質	常見 dietary fiber（膳食纖維）、synthetic fiber（合成纖維），涵蓋材料與營養兩種常見語境。	Whole grains are an excellent source of dietary fiber.	全穀類是膳食纖維的絕佳來源。	[{"text":"dietary fiber","meaningZh":"膳食纖維"},{"text":"synthetic fibers","meaningZh":"合成纖維"}]
fickle	adjective	adjective	changing frequently, especially regarding loyalties, opinions, or affections	善變的；反覆無常的	常修飾 weather、public opinion、a person's affections，帶有負面意味，強調缺乏穩定性或忠誠度。	The weather here is notoriously fickle in spring.	這裡的春季天氣以善變聞名。	[{"text":"fickle public opinion","meaningZh":"反覆無常的輿論"}]
fiction	noun	noun	literature about imaginary events and people, or something invented that is not true	小說；虛構作品；虛構之事	常見 works of fiction，也可指非文學語境中捏造的事，如 the story is pure fiction（純屬虛構）。	She writes historical fiction set in ancient Rome.	她創作以古羅馬為背景的歷史小說。	[{"text":"science fiction","meaningZh":"科幻小說"},{"text":"fact and fiction","meaningZh":"事實與虛構"}]
fictional	adjective	adjective	invented by the imagination, as in a story; not real	虛構的（小說中的）	常修飾 character、story，特指文學作品中虛構的人物或情節，語氣中性。	The novel's fictional characters are based loosely on real historical figures.	這部小說中的虛構人物大致取材自真實歷史人物。	[{"text":"a fictional character","meaningZh":"虛構人物"}]
fictitious	adjective	adjective	not real or true; invented, especially in order to deceive	捏造的；虛假的（帶欺騙意圖）	常見 a fictitious name/address，強調故意捏造以掩飾真實身分或事實，語氣比 fictional 更負面。	He used a fictitious name to open the bank account.	他用一個虛構的姓名開設了這個銀行帳戶。	[{"text":"a fictitious name","meaningZh":"假名"}]
fidget	verb	verb	to make small, restless movements, especially out of nervousness or impatience	坐立不安；煩躁地動來動去	不及物動詞，常見 fidget with a pen/in one's seat，強調因緊張或無聊而不自覺地小動作。	The children fidgeted in their seats during the long lecture.	孩子們在冗長的演講中在座位上坐立不安。	[{"text":"fidget with a pen","meaningZh":"不安地擺弄筆"}]
fidget	noun	noun	a person who fidgets, or a restless movement	坐立不安的人；煩躁的動作	較少見的名詞用法，常見於形容孩童好動不安，如 a real fidget。	Her son has always been a bit of a fidget in class.	她兒子在課堂上一直有點坐不住。	[{"text":"a terrible fidget","meaningZh":"非常坐不住的人"}]
fierce	adjective	adjective	showing strong, aggressive, or intense feeling or behavior	凶猛的；激烈的；強烈的	常修飾 animal、competition、loyalty，可指實際的兇猛（fierce dog），也可比喻性地形容激烈的競爭或強烈的情感。	The two companies are engaged in fierce competition for market share.	這兩家公司正為爭奪市場占有率展開激烈的競爭。	[{"text":"fierce competition","meaningZh":"激烈競爭"}]
figurative	adjective	adjective	based on or using figures of speech rather than the literal meaning of words	比喻的；引申義的	常見於語言學語境，如 a figurative meaning/sense，與 literal（字面意義）相對，指詞語的引申或象徵性用法。	"Break the ice" is used in a figurative sense, not literally.	「打破僵局」是比喻用法，並非字面意義。	[{"text":"figurative language","meaningZh":"比喻性語言"}]
filament	noun	noun	a thin thread or wire, especially one that produces light in an incandescent lamp	細絲；燈絲	常見 a light bulb's filament，也可指植物構造中的細絲（花絲）等專有名詞用法。	The old light bulb's filament finally burned out.	這顆老舊燈泡的燈絲終於燒斷了。	[{"text":"a tungsten filament","meaningZh":"鎢絲"}]
filibuster	noun	noun	a tactic used to delay or prevent a decision in a legislature by speaking for an extended period of time	冗長辯論；阻撓議事（拖延戰術）	美國政治專有名詞，常見於參議院程序，指以冗長發言拖延表決。	Senators used a filibuster to delay the vote on the bill.	參議員們以冗長辯論拖延這項法案的表決。	[{"text":"stage a filibuster","meaningZh":"進行阻撓議事的冗長辯論"}]
filibuster	verb	verb	to use extended speech or delaying tactics to obstruct legislative action	以拖延戰術阻撓（議事）	及物或不及物動詞，常見 filibuster a bill，指議員刻意拖長發言以阻止議案通過。	The opposition party filibustered for over twelve hours.	反對黨以冗長辯論拖延了超過十二個小時。	[{"text":"filibuster a bill","meaningZh":"以冗長辯論阻撓法案"}]
fillet	noun	noun	a piece of boneless meat or fish	（去骨的）魚片、肉片	常見 a fillet of salmon/beef，指經過去骨處理的肉類或魚類部位。	The chef prepared a fillet of salmon with lemon butter sauce.	主廚準備了一份佐檸檬奶油醬的鮭魚片。	[{"text":"a salmon fillet","meaningZh":"去骨鮭魚片"}]
fillet	verb	verb	to remove the bones from a piece of meat or fish	去骨（處理魚或肉）	及物動詞，常見 fillet a fish，指烹飪前將魚或肉的骨頭去除。	The fishmonger filleted the fish before wrapping it up.	魚販在包裝之前先把魚去骨處理好。	[{"text":"fillet a fish","meaningZh":"將魚去骨切片"}]
filter	noun	noun	a device or substance used to remove impurities or unwanted elements from a liquid, gas, or light	濾器；濾網；濾鏡	常見 a water/air filter，也可指攝影或社群媒體的濾鏡效果（a photo filter）。	Remember to change the water filter every three months.	記得每三個月更換一次濾水器。	[{"text":"an air filter","meaningZh":"空氣濾清器"}]
filter	verb	verb	to pass a liquid or gas through a device to remove impurities, or to gradually pass through or spread	過濾；（訊息、光線）逐漸滲透	及物或不及物動詞，如 filter the water，也可比喻性地指資訊逐漸流傳，如 news filtered through。	The company uses charcoal to filter the drinking water.	這家公司使用活性碳來過濾飲用水。	[{"text":"filter out impurities","meaningZh":"濾除雜質"}]
finance	noun	noun	the management of money, especially by governments, organizations, or individuals, or the money itself	財務；金融；資金	常見 personal/corporate finance，指與金錢管理相關的領域或活動。	She studied finance in college and now works at a bank.	她大學主修財務，現在在一家銀行工作。	[{"text":"public finance","meaningZh":"公共財政"}]
finance	verb	verb	to provide the funds needed for a project, purchase, or activity	資助；為……提供資金	及物動詞，常見 finance a project/purchase，指提供必要的資金支持某項計畫或購買行為。	The government agreed to finance the construction of a new bridge.	政府同意資助興建一座新橋。	[{"text":"finance a project","meaningZh":"資助計畫"}]
finite	adjective	adjective	having a limited size, extent, or duration; not infinite	有限的	常見 finite resources/time，與 infinite（無限的）相對，強調數量或範圍有明確界限。	The Earth has only finite natural resources.	地球的天然資源是有限的。	[{"text":"finite resources","meaningZh":"有限的資源"}]
fiscal	adjective	adjective	relating to government revenue, especially taxes and public spending, or to financial matters in general	財政的；會計的	常見 fiscal year/policy，多用於政府或企業的財務管理語境。	The company's fiscal year ends in March.	這家公司的會計年度於三月結束。	[{"text":"the fiscal year","meaningZh":"會計年度"},{"text":"fiscal policy","meaningZh":"財政政策"}]
fishery	noun	noun	an area or industry concerned with catching fish or farming fish and shellfish	漁業；漁場	常見 a commercial fishery、overfishing threatens fisheries，指捕魚或養殖相關的產業或區域。	Overfishing has severely depleted the region's fisheries.	過度捕撈已嚴重耗竭該地區的漁業資源。	[{"text":"a commercial fishery","meaningZh":"商業漁場"}]
fissure	noun	noun	a long, narrow crack or opening, especially in rock or the earth's surface	裂縫；裂隙	常見於地質學語境，如 a fissure in the rock，也可比喻性地指人際或觀點上的裂痕。	Lava flowed out from a fissure in the volcano's side.	熔岩從火山側面的一道裂縫中流出。	[{"text":"a fissure in the rock","meaningZh":"岩石中的裂縫"}]
fissure	verb	verb	to crack or split apart, forming a long narrow opening	使產生裂縫；裂開	不及物或及物動詞，常見於地質或材料描述，如 the rock fissured under pressure。	The dry earth fissured after months without rain.	乾燥的土地在數月未降雨後裂開了。	[{"text":"fissured rock","meaningZh":"裂開的岩石"}]
fist	noun	noun	a hand with the fingers tightly curled into the palm, especially as used for hitting	拳頭	常見 clench one's fist、a fist fight，指緊握的手，常與憤怒或打鬥相關。	He clenched his fist in anger but said nothing.	他氣得緊握拳頭，但什麼也沒說。	[{"text":"clench one's fist","meaningZh":"握緊拳頭"}]
fitness	noun	noun	the condition of being physically healthy and strong, or suitability for a particular purpose	體適能；健康狀態；適合性	常見 physical fitness、fitness for the job，涵蓋身體健康與能力適任兩種常見用法。	Regular exercise is essential for maintaining good fitness.	規律運動對維持良好的體適能十分重要。	[{"text":"physical fitness","meaningZh":"體適能"},{"text":"fitness for purpose","meaningZh":"適合預定用途"}]
fixate	verb	verb	to focus one's attention on something excessively or obsessively	過度專注於；執著於	常見 fixate on，帶有負面意味，強調過度或不健康地將注意力集中在單一事物上。	He tends to fixate on small mistakes instead of the bigger picture.	他往往過度執著於小錯誤，而忽略了大局。	[{"text":"fixate on a problem","meaningZh":"過度執著於一個問題"}]
fixture	noun	noun	a piece of equipment permanently attached to a building, or a scheduled sporting event	固定裝置；（比喻）固定不變的人事物；（體育）賽程	常見 a light fixture（燈具）、a football fixture（足球賽程），也可比喻性地指長期固定於某處的人或事物。	The old chandelier is a fixture that came with the house.	這盞老式吊燈是這棟房子原有的固定裝置。	[{"text":"lighting fixtures","meaningZh":"照明裝置"},{"text":"a league fixture","meaningZh":"聯賽賽事"}]
flagrant	adjective	adjective	conspicuously and shockingly bad, especially referring to a violation or wrongdoing	明目張膽的；公然的（違法或不當行為）	常見 a flagrant violation/disregard，強調公然、毫不掩飾地做出明顯錯誤的行為，語氣帶強烈負面。	The referee called a flagrant foul on the player.	裁判判定該球員犯下明顯的惡意犯規。	[{"text":"a flagrant violation","meaningZh":"公然的違規行為"}]
flail	noun	noun	a farming tool with a swinging bar used to thresh grain	連枷（打穀用農具）	傳統農具名詞，現代較少見，多見於歷史或農業相關描述。	Farmers once used a flail to separate grain from the chaff by hand.	農夫過去曾用連枷徒手把穀粒與穀殼分開。	[{"text":"a threshing flail","meaningZh":"打穀用連枷"}]
flail	verb	verb	to move or swing the arms or legs about wildly and without control	揮舞；亂動（手腳）	不及物動詞，常見 flail one's arms，強調失控且雜亂地擺動肢體，通常因驚慌或掙扎。	The swimmer flailed his arms, struggling to stay afloat.	這名泳者拚命揮動雙臂，掙扎著讓自己浮在水面上。	[{"text":"flail one's arms","meaningZh":"亂揮手臂"}]
flamboyant	adjective	adjective	confident and stylish in a very noticeable or elaborate way	浮誇的；引人注目的；華麗招搖的	常修飾 personality、outfit、gesture，強調外顯、誇張且吸引目光的風格。	The flamboyant performer wore a sequined jacket on stage.	這位風格浮誇的表演者在台上穿著亮片外套。	[{"text":"a flamboyant personality","meaningZh":"張揚的個性"}]
flame	verb	verb	to burn brightly with flames, or (informally) to post an angry or insulting message online	燃燒；（網路）發表激烈攻擊性言論	不及物動詞，字面義指燃燒發出火焰；口語新義指在網路論壇上發表挑釁性留言（flame someone）。	The campfire flamed brightly as more wood was added.	添加更多木柴後，營火燒得更旺了。	[{"text":"flame up","meaningZh":"突然燃起"},{"text":"flame someone online","meaningZh":"在網路上惡言攻擊某人"}]
flash	noun	noun	a sudden brief burst of light, or a very short period of time	閃光；瞬間	常見 a flash of lightning、in a flash（一瞬間），強調瞬間出現又消失的光或時間。	A flash of lightning lit up the entire sky.	一道閃電照亮了整片天空。	[{"text":"a flash of lightning","meaningZh":"一道閃電"},{"text":"in a flash","meaningZh":"轉眼間"}]
flaunt	noun	noun	an act of displaying something ostentatiously (rare; used mainly in the fixed phrase "if you've got it, flaunt it")	炫耀（此用法極少見，多用於固定片語）	此名詞用法極為罕見，此詞語幾乎總是作動詞使用（見 flaunt verb 義項）；此列僅反映語料庫登記之詞性。	Some see her style as nothing more than a flaunt of wealth.	有些人認為她的穿著風格不過是在炫耀財富。	[]
flaunt	verb	verb	to display something proudly in order to attract attention or admiration, especially in an excessive way	炫耀；賣弄	及物動詞，常見 flaunt wealth/success，帶有輕微負面意味，強調過度張揚以引人注目。	He loves to flaunt his new sports car around town.	他喜歡開著新跑車在城裡到處炫耀。	[{"text":"flaunt one's wealth","meaningZh":"炫耀財富"}]
flavor	noun	noun	the distinctive taste of a food or drink, or a distinctive quality or character	味道；風味；特色	常見 a fruity flavor，也可比喻性地指某事物獨特的氣質或風格，如 a local flavor（當地特色）。	The soup has a rich, savory flavor.	這道湯有濃郁鮮美的味道。	[{"text":"a rich flavor","meaningZh":"濃郁的風味"},{"text":"a local flavor","meaningZh":"地方特色"}]
flaw	noun	noun	a mark, fault, or imperfection that spoils something's appearance or reduces its value	瑕疵；缺陷	常見 a fatal/design flaw，指使事物不完美或有問題的缺點，可指實體瑕疵或抽象缺陷。	The diamond had a small flaw visible only under magnification.	這顆鑽石有個小瑕疵，只有在放大鏡下才看得見。	[{"text":"a fatal flaw","meaningZh":"致命缺陷"}]
fleck	noun	noun	a small mark, spot, or particle	斑點；小碎片	常見 flecks of paint/dust，指散布的細小斑點或碎屑，常用複數形式。	Her jacket was covered in flecks of white paint.	她的外套上沾滿了白色油漆的斑點。	[{"text":"flecks of paint","meaningZh":"油漆碎屑"}]
fleck	verb	verb	to mark or cover something with small spots or particles	使布滿斑點	常見被動 be flecked with，指表面散布著細小的斑點或雜色。	Her hair was flecked with gray.	她的頭髮夾雜著點點灰白。	[{"text":"flecked with gold","meaningZh":"點綴著金色斑點"}]
flee	verb	verb	to run away from a place or situation, especially out of danger or fear	逃離；逃跑	常見 flee the country/danger，強調因害怕或危險而迅速離開。	Thousands of refugees fled the war-torn country.	數千名難民逃離了這個飽受戰爭蹂躪的國家。	[{"text":"flee from danger","meaningZh":"逃離危險"}]
fleece	noun	noun	the woolly coat of a sheep, or a soft warm fabric made to resemble it	羊毛；羊毛絨布料	常見 a sheep's fleece（羊毛），也可指仿羊毛材質的保暖衣物，如 a fleece jacket。	The sheep's fleece is sheared once a year.	這隻羊的羊毛每年剪一次。	[{"text":"a fleece jacket","meaningZh":"羊毛絨外套"}]
fleece	verb	verb	to swindle or overcharge someone, especially by deceiving them	詐騙；敲竹槓	及物動詞，口語用法，常見 fleece customers/tourists，強調以不誠實手段騙取金錢。	The tour company was accused of fleecing tourists with hidden fees.	這家旅行社被指控以隱藏費用敲觀光客竹槓。	[{"text":"fleece someone out of money","meaningZh":"騙取某人的錢"}]
fleet	noun	noun	a group of ships, vehicles, or aircraft operated together, especially under one owner	船隊；車隊；機隊	常見 a fishing fleet、a fleet of taxis，指同屬一個組織或所有者管理的一批交通工具。	The company operates a fleet of over two hundred delivery trucks.	這家公司經營著一支超過兩百輛貨車的車隊。	[{"text":"a fleet of ships","meaningZh":"一支船隊"}]
flexibility	noun	noun	the quality of being able to bend or adapt easily without breaking	靈活性；彈性	常見 physical flexibility（身體柔軟度）、flexibility in scheduling（時間安排上的彈性），涵蓋身體與抽象兩種常見語境。	The job offers a lot of flexibility in working hours.	這份工作在工作時間上提供了很大的彈性。	[{"text":"flexibility in working hours","meaningZh":"工時上的彈性"}]
flexible	adjective	adjective	able to bend or adapt easily without breaking	靈活的；有彈性的	常修飾 material、schedule、person，可指物理上的柔軟，也可指抽象層面的適應力或彈性安排。	Yoga can help make your muscles more flexible.	瑜伽有助於讓你的肌肉更柔軟。	[{"text":"flexible working hours","meaningZh":"彈性工時"}]
flick	noun	noun	a quick, light movement, especially of the wrist or fingers, or an informal term for a movie	輕彈（動作）；（口語）電影	常見 a flick of the wrist，口語中也可指電影（go see a flick）。	With a flick of her wrist, she turned off the lamp.	她手腕輕輕一甩，就把燈關掉了。	[{"text":"a flick of the wrist","meaningZh":"手腕輕輕一甩"}]
