lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
predator	noun	noun	an animal that hunts other animals for food	掠食者；捕食動物	生物學用語，與 prey（獵物）相對，指以捕食其他動物維生的動物。	Lions are apex predators in the African savanna.	獅子是非洲草原上的頂級掠食者。	[{"text":"apex predator","meaningZh":"頂級掠食者"},{"text":"natural predator","meaningZh":"天敵"}]
predecessor	noun	noun	a person who held a job or position before the current holder	前任；前輩	常見 his predecessor（他的前任），指在職位或職務上先於當前人選的人。	The new CEO praised her predecessor's achievements.	新任執行長讚揚了她前任的成就。	[{"text":"immediate predecessor","meaningZh":"上一任"},{"text":"follow in a predecessor's footsteps","meaningZh":"追隨前任的腳步"}]
predicament	noun	noun	a difficult or unpleasant situation	困境；窘境	常見 be in a predicament（陷入困境），強調處境棘手、難以解決，語氣較 problem 更強烈。	He found himself in an awkward predicament after losing his wallet.	他弄丟錢包後陷入了尷尬的困境。	[{"text":"in a predicament","meaningZh":"陷入困境"},{"text":"get out of a predicament","meaningZh":"擺脫困境"}]
predict	verb	verb	to say that something will happen in the future, based on evidence or reasoning	預測；預言	常接 that 子句或具體事件，如 predict the outcome（預測結果），強調依據證據或推理做出的判斷。	Experts predict that sales will increase next year.	專家預測明年銷售額將會成長。	[{"text":"predict the outcome","meaningZh":"預測結果"},{"text":"predict the weather","meaningZh":"預測天氣"}]
predictable	adjective	adjective	able to be predicted, or behaving in a way that is expected and lacks surprise	可預測的；一成不變的	常修飾 outcome、behavior，可為中性的「可預測」，也可帶貶意指缺乏新意、了無新意。	The movie's ending was disappointingly predictable.	這部電影的結局令人失望地一成不變。	[{"text":"predictable outcome","meaningZh":"可預期的結果"},{"text":"highly predictable","meaningZh":"非常容易預料的"}]
prediction	noun	noun	a statement about what will happen in the future	預測；預言	常接 make a prediction（做出預測），指基於證據或直覺對未來事件的陳述。	Her prediction about the election results turned out to be accurate.	她對選舉結果的預測後來證實是準確的。	[{"text":"make a prediction","meaningZh":"作出預測"},{"text":"accurate prediction","meaningZh":"準確的預測"}]
predilection	noun	noun	a strong preference for something	偏好；癖好	正式用語，常接 for，如 a predilection for sweets（偏愛甜食），語氣較 preference 更文雅。	He has a predilection for classical music.	他偏愛古典音樂。	[{"text":"a predilection for","meaningZh":"對……的偏好"},{"text":"show a predilection for","meaningZh":"顯出對……的偏愛"}]
predisposition	noun	noun	a tendency to behave or react in a particular way, often due to genetic or environmental factors	傾向；（遺傳）易感性	常見於醫學或心理學語境，如 a genetic predisposition to disease（罹病的遺傳傾向）。	Some people have a genetic predisposition to heart disease.	有些人在遺傳上就有較高的心臟病罹患傾向。	[{"text":"genetic predisposition","meaningZh":"遺傳易感性"},{"text":"a predisposition to disease","meaningZh":"罹病傾向"}]
predominantly	adverb	adverb	mostly or mainly	主要地；大多數地	常修飾整句或形容詞，如 predominantly rural（主要為鄉村地區），強調占絕大多數的情況。	The population in this area is predominantly elderly.	這個地區的人口以老年人居多。	[{"text":"predominantly rural","meaningZh":"以鄉村為主的"},{"text":"predominantly female","meaningZh":"以女性為主的"}]
preempt	verb	verb	to take action in order to prevent something from happening, or to take precedence over something	搶先採取行動（以阻止某事）；取代	常接具體行動為受詞，如 preempt criticism（搶先化解批評），強調先發制人以防止不利情況發生。	The company preempted the lawsuit by settling out of court.	這家公司透過庭外和解搶先化解了這起訴訟。	[{"text":"preempt criticism","meaningZh":"預先化解批評"},{"text":"preempt a scheduled broadcast","meaningZh":"取代原定播出節目"}]
preface	noun	noun	an introductory statement at the beginning of a book, or an event that precedes another	序言；前言	常見 write a preface（撰寫序言），指書籍開頭的引言部分，也可比喻某事件先於另一事件發生。	The author explained her motivations in the preface of the book.	作者在書的序言中說明了她的創作動機。	[{"text":"write a preface","meaningZh":"撰寫序言"},{"text":"in the preface","meaningZh":"在序言中"}]
pregnant	adjective	adjective	(of a woman) carrying a developing fetus, or (of a situation) full of meaning or significance	懷孕的；（情境）意味深長的	常見 pregnant woman（孕婦），比喻用法如 a pregnant pause（意味深長的停頓），需依語境判斷。	There was a pregnant pause before she finally answered.	她終於回答之前，出現了一段意味深長的停頓。	[{"text":"pregnant with twins","meaningZh":"懷有雙胞胎"},{"text":"a pregnant pause","meaningZh":"意味深長的停頓"}]
prejudice	verb	verb	to cause someone to have a biased opinion, or to damage or harm someone's rights or interests	使產生偏見；損害（權益）	常接具體受詞，如 prejudice the case（損害案件公正性），也可指使人形成不公正的看法。	The negative media coverage may prejudice the jury against him.	負面的媒體報導可能使陪審團對他產生偏見。	[{"text":"prejudice someone against","meaningZh":"使某人對……產生偏見"},{"text":"prejudice a fair trial","meaningZh":"妨礙公平審判"}]
premium	noun	noun	an amount paid regularly to an insurance company, or an amount above the normal price for extra value	保費；額外費用；溢價	常見 insurance premium（保費）、pay a premium for（為……多付溢價），依上下文判斷具體所指。	Customers are willing to pay a premium for eco-friendly products.	顧客願意為環保產品多付一些溢價。	[{"text":"insurance premium","meaningZh":"保險費"},{"text":"pay a premium","meaningZh":"支付較高價格"}]
preposterous	adjective	adjective	completely contrary to reason or common sense; absurd	荒謬的；不合理的	常修飾 idea、claim，語氣強烈，形容荒唐到令人難以置信的程度。	It's preposterous to think we could finish this project in a day.	認為我們能在一天內完成這個專案簡直是荒謬。	[{"text":"preposterous claim","meaningZh":"荒謬的主張"},{"text":"utterly preposterous","meaningZh":"完全荒謬的"}]
prescribe	verb	verb	(of a doctor) to recommend and authorize a medicine or treatment, or to state officially that something should be done	開立（藥物、治療）；規定	常接 medication、treatment 為受詞，也可指法律或規範上明文規定的事項，如 prescribed procedures。	The doctor prescribed antibiotics for the infection.	醫生開了抗生素來治療這次感染。	[{"text":"prescribe antibiotics","meaningZh":"開立抗生素"},{"text":"as prescribed by law","meaningZh":"依法律規定"}]
prescription	noun	noun	a written instruction from a doctor for the preparation and use of a medicine	處方；藥方	常見 write a prescription（開處方）、fill a prescription（領藥），指醫生開立的正式醫療文件。	She took the prescription to the pharmacy to get her medicine.	她拿著處方箋去藥局領藥。	[{"text":"fill a prescription","meaningZh":"按處方配藥"},{"text":"prescription medicine","meaningZh":"處方藥"}]
presentation	noun	noun	a talk or lecture given to an audience, or the way something is presented or displayed	簡報；報告；呈現方式	常見 give a presentation（做簡報）、a formal presentation，也可指物品的展示或陳列方式。	She gave a compelling presentation on the company's new strategy.	她針對公司的新策略做了一場很有說服力的簡報。	[{"text":"give a presentation","meaningZh":"做簡報"},{"text":"visual presentation","meaningZh":"視覺呈現"}]
preservation	noun	noun	the act of keeping something in its original or existing state, especially to prevent decay	保存；維護	常見 wildlife preservation（野生動物保育）、food preservation，強調防止腐壞或消失的維護行動。	The organization is dedicated to the preservation of historic buildings.	這個組織致力於保存歷史建築。	[{"text":"food preservation","meaningZh":"食品保存"},{"text":"preservation of historic buildings","meaningZh":"古蹟建築保存"}]
preserve	verb	verb	to maintain something in its original state, or to prepare food to prevent it from decaying	保存；維護；（食物）醃製、保鮮	常接具體事物，如 preserve traditions（保存傳統）、preserve fruit（醃漬水果保存），依語境判斷。	The recipe uses vinegar to preserve the vegetables for months.	這份食譜使用醋來醃漬蔬菜以延長保存期限。	[{"text":"preserve tradition","meaningZh":"保存傳統"},{"text":"preserve food","meaningZh":"保存食物"}]
presidency	noun	noun	the office or term of office of a president	總統職位；總統任期	常見 during his presidency（在他的總統任期內），指擔任總統這一職務或其任職期間。	The country saw major economic reforms during his presidency.	該國在他的總統任期內經歷了重大的經濟改革。	[{"text":"run for the presidency","meaningZh":"競選總統"},{"text":"during her presidency","meaningZh":"在她的總統任期內"}]
prestige	noun	noun	widespread respect and admiration felt for someone or something based on their reputation or achievements	聲望；威望	常見 gain prestige（贏得聲望）、a job with prestige，指因成就或地位而獲得的尊崇與敬重。	Working for that firm carries a lot of prestige.	在那家公司工作能帶來相當高的聲望。	[{"text":"international prestige","meaningZh":"國際聲望"},{"text":"gain prestige","meaningZh":"獲得聲望"}]
prestigious	adjective	adjective	inspiring respect and admiration; having high status	有聲望的；著名的	常修飾 award、university，形容因地位崇高或成就卓越而受人推崇的事物。	She was accepted into a prestigious university.	她被一所頗負盛名的大學錄取了。	[{"text":"prestigious university","meaningZh":"知名大學"},{"text":"prestigious award","meaningZh":"享有盛譽的獎項"}]
presumably	adverb	adverb	used to indicate that something is likely to be true, though not confirmed	據推測；大概	常置於句首或修飾整句，表達說話者根據常理或線索所做的合理推測。	Presumably, he forgot about the meeting since he didn't show up.	他大概是忘了這場會議，因為他沒有出現。	[{"text":"presumably because","meaningZh":"大概是因為……"},{"text":"presumably true","meaningZh":"推測為真的"}]
presume	verb	verb	to suppose that something is the case based on probability, without proof	推測；假定	常接 that 子句，如 presume that，也可用於禮貌用語 I presume（我猜想），強調在缺乏確切證據下的合理推斷。	I presume you've already read the report.	我猜想你已經看過那份報告了。	[{"text":"presume that","meaningZh":"推測……"},{"text":"presume someone innocent","meaningZh":"推定某人無罪"}]
presumption	noun	noun	an idea that is assumed to be true based on likelihood, without proof	推測；假定	常見 the presumption of innocence（無罪推定），指基於合理性而未經證實所做的假設。	The legal system is based on the presumption of innocence until proven guilty.	司法制度是建立在無罪推定的基礎上，直到證明有罪為止。	[{"text":"presumption of innocence","meaningZh":"無罪推定"},{"text":"on the presumption that","meaningZh":"基於……的假定"}]
presupposition	noun	noun	something that is assumed to be true as a basis for an argument, without being explicitly stated	預設；前提假設	正式或學術用語，指論證中未明言但已被視為理所當然的基礎假設。	The argument rests on the presupposition that all people act rationally.	這個論點是建立在「所有人都會理性行事」這一預設之上。	[{"text":"underlying presupposition","meaningZh":"隱含的預設"},{"text":"challenge a presupposition","meaningZh":"質疑預設前提"}]
pretend	verb	verb	to act as if something is true when it is not, in order to deceive or for play	假裝；佯裝	常接 to do something 或 that 子句，如 pretend to be asleep（假裝睡著），也用於兒童遊戲中的想像扮演。	The children pretended to be pirates searching for treasure.	孩子們假裝是尋找寶藏的海盜。	[{"text":"pretend to be asleep","meaningZh":"假裝睡著"},{"text":"pretend that nothing happened","meaningZh":"假裝什麼也沒發生"}]
pretentious	adjective	adjective	attempting to impress by affecting greater importance, talent, or knowledge than is actually possessed	自命不凡的；矯揉造作的	常修飾 person、writing、style，帶明顯貶意，形容故作高深或裝腔作勢的態度。	Critics found his writing style overly pretentious.	評論家認為他的寫作風格過於矯揉造作。	[{"text":"pretentious language","meaningZh":"矯揉造作的語言"},{"text":"pretentious behavior","meaningZh":"自命不凡的舉止"}]
prevail	verb	verb	to prove more powerful than opposing forces, or to be widespread or predominant	戰勝；佔優勢；盛行	常接 over，如 prevail over adversity（戰勝逆境），也可指某種情況或看法普遍存在。	Justice eventually prevailed in the trial.	正義最終在這場審判中獲勝。	[{"text":"prevail over opposition","meaningZh":"戰勝反對力量"},{"text":"common sense prevails","meaningZh":"常識終於占上風"}]
prevention	noun	noun	the act of stopping something from happening or arising	預防；防止	常見 crime prevention（犯罪預防）、disease prevention，強調事先阻止不良事件發生的行動。	Prevention is better than cure when it comes to health issues.	在健康議題上，預防勝於治療。	[{"text":"disease prevention","meaningZh":"疾病預防"},{"text":"crime prevention","meaningZh":"犯罪預防"}]
prey	noun	noun	an animal that is hunted and killed by another for food	獵物；捕食對象	常見 fall prey to（淪為……的獵物；比喻遭受某事所害），生物學上指被掠食者捕食的動物。	The lion stalked its prey silently through the grass.	那頭獅子悄悄地在草叢中跟蹤獵物。	[{"text":"birds of prey","meaningZh":"猛禽"}]
prey	verb	verb	to hunt and kill for food, or to take advantage of someone weaker or vulnerable	捕食；（比喻）欺騙、剝削（弱勢者）	常接 on/upon，如 prey on the elderly（欺騙老年人），可指生物捕食行為或比喻剝削弱勢群體。	Scammers often prey on elderly people who live alone.	詐騙者經常鎖定獨居的老年人下手。	[{"text":"prey on small animals","meaningZh":"捕食小動物"},{"text":"prey on the vulnerable","meaningZh":"剝削弱勢者"}]
prick	noun	noun	a small puncture wound made by a sharp point	刺；扎痕	常見 a prick of a needle（針扎），指尖銳物造成的細小傷口或刺痛感。	She felt a slight prick when the nurse drew her blood.	護士抽血時她感到輕微的刺痛。	[{"text":"a pin prick","meaningZh":"針刺的小傷口"}]
prick	verb	verb	to make a small hole in something with a sharp point	刺；戳	常接具體物體，如 prick a balloon（刺破氣球），強調用尖物造成細小穿孔。	He pricked his finger while sewing the button.	他縫鈕扣時刺到了手指。	[{"text":"prick your finger","meaningZh":"刺傷手指"},{"text":"prick holes in","meaningZh":"在……上刺小孔"}]
primitive	adjective	adjective	relating to an early stage of development; simple or basic	原始的；簡陋的	常修飾 society、tool、conditions，形容發展階段早期、技術簡單或設備簡陋的事物。	They lived in primitive conditions with no electricity or running water.	他們生活在沒有電力和自來水的簡陋環境中。	[{"text":"primitive tools","meaningZh":"原始工具"},{"text":"primitive technology","meaningZh":"原始技術"}]
principal	noun	noun	the head of a school, or the original sum of money invested or lent	校長；本金	常見 the school principal（校長）、pay off the principal（償還本金），依上下文判斷具體所指。	She has served as the school's principal for ten years.	她擔任這所學校的校長已有十年。	[{"text":"school principal","meaningZh":"學校校長"},{"text":"repay the principal","meaningZh":"償還本金"}]
prior	noun	noun	a previous criminal conviction, or the head of a religious house ranking below an abbot	前科；（修道院）副院長	常見於法律用語 have a prior（有前科紀錄），較特殊用法，需留意與形容詞 prior（先前的）區分。	The defendant's prior was mentioned during the sentencing hearing.	被告的前科紀錄在量刑聽證會中被提及。	[{"text":"a defendant with priors","meaningZh":"有前科的被告"},{"text":"the prior of the monastery","meaningZh":"修道院副院長"}]
pristine	adjective	adjective	in its original condition; unspoiled and clean	原始未受破壞的；純淨的	常修飾 condition、beach、forest，形容未經污染或破壞、保持完好如初的狀態。	The beach was pristine, without a single piece of trash.	那片海灘保持得非常乾淨，連一片垃圾都沒有。	[{"text":"pristine condition","meaningZh":"完好如初的狀態"},{"text":"pristine wilderness","meaningZh":"未受破壞的荒野"}]
privilege	noun	noun	a special right, advantage, or immunity granted to a particular person or group	特權；優惠	常見 abuse a privilege（濫用特權）、a privilege to do something，指僅特定人或群體享有的權利或好處。	Education should be a right, not a privilege.	教育應該是一種權利，而不是特權。	[{"text":"special privilege","meaningZh":"特殊待遇"},{"text":"executive privilege","meaningZh":"行政特權"}]
probe	noun	noun	a thorough investigation, or a small instrument used to explore or examine something	調查；探測器	常見 a criminal probe（刑事調查）、a space probe（太空探測器），依上下文判斷具體所指。	The government launched a probe into the company's financial practices.	政府對這家公司的財務作業展開了調查。	[{"text":"launch a probe","meaningZh":"展開調查"},{"text":"space probe","meaningZh":"太空探測器"}]
proceed	verb	verb	to continue with a course of action, or to move forward or onward	繼續進行；前進	常接 with，如 proceed with the plan（繼續執行計畫），也可指身體上的前進移動。	After the break, the meeting proceeded as scheduled.	休息之後，會議按計畫繼續進行。	[{"text":"proceed with the plan","meaningZh":"繼續執行計畫"},{"text":"proceed to the next step","meaningZh":"進行下一步"}]
procession	noun	noun	a group of people or vehicles moving forward in an orderly formation, especially as part of a ceremony	遊行；隊伍	常見 a funeral procession（送葬隊伍）、a wedding procession，指有秩序地列隊前進的群體，常帶儀式性質。	The wedding procession moved slowly down the aisle.	婚禮隊伍緩緩沿著走道前進。	[{"text":"funeral procession","meaningZh":"送葬隊伍"},{"text":"in procession","meaningZh":"列隊行進"}]
proclaim	verb	verb	to announce something officially or publicly	宣告；公開宣布	常接 that 子句或具體事項，如 proclaim independence（宣布獨立），語氣正式、具官方色彩。	The country proclaimed its independence in 1965.	該國於1965年宣布獨立。	[{"text":"proclaim independence","meaningZh":"宣布獨立"},{"text":"proclaim someone king","meaningZh":"宣布某人為國王"}]
proclamation	noun	noun	an official public announcement dealing with a matter of great importance	公告；宣言	常見 issue a proclamation（發布公告），指涉及重大事務的正式官方聲明。	The president issued a proclamation declaring a national holiday.	總統發布公告宣布全國放假一天。	[{"text":"issue a proclamation","meaningZh":"發布公告"},{"text":"royal proclamation","meaningZh":"王室公告"}]
procure	verb	verb	to obtain something, especially with care or effort	取得；獲得（尤指費力）	正式用語，常見於商業或法律情境，如 procure supplies（採購物資），強調透過努力或程序取得。	The company procured new equipment for the factory.	這家公司為工廠採購了新設備。	[{"text":"procure supplies","meaningZh":"取得物資"},{"text":"procure funding","meaningZh":"取得資金"}]
procurement	noun	noun	the action of obtaining or acquiring something, especially through a formal process	採購；獲得	常見 a procurement process（採購流程）、public procurement，多用於企業或政府的物資採購情境。	The department is responsible for the procurement of office supplies.	該部門負責辦公用品的採購。	[{"text":"public procurement","meaningZh":"政府採購"},{"text":"procurement process","meaningZh":"採購流程"}]
prod	verb	verb	to poke someone or something with a finger or pointed object, or to urge someone into action	戳；督促（某人行動）	常接具體受詞，如 prod someone into action（催促某人採取行動），字面或比喻義皆常見。	She had to prod her brother to finish his homework.	她得催促弟弟把功課寫完。	[{"text":"prod someone into action","meaningZh":"督促某人採取行動"},{"text":"prod with a stick","meaningZh":"用棍子戳"}]
prodigal	adjective	adjective	spending money or resources freely and recklessly; wastefully extravagant	揮霍的；浪費的	常見 the prodigal son（浪子），源自聖經典故，形容揮金如土、不知節制的行為。	He was known for his prodigal spending on luxury cars.	他以在名車上揮霍無度而聞名。	[{"text":"prodigal spending","meaningZh":"揮霍性支出"},{"text":"prodigal use of resources","meaningZh":"資源的浪費使用"}]
prodigious	adjective	adjective	remarkably great in extent, size, or degree	驚人的；巨大的	常修飾 talent、amount，形容程度或規模超乎尋常地大，語氣正面且強烈。	She has a prodigious talent for playing the piano.	她擁有驚人的鋼琴天賦。	[{"text":"prodigious talent","meaningZh":"驚人的才華"},{"text":"prodigious amount","meaningZh":"龐大的數量"}]
productive	adjective	adjective	producing a large amount of goods, results, or work efficiently	多產的；有生產力的	常見 a productive meeting（有成效的會議）、productive land（肥沃的土地），強調產出效率高或成果豐碩。	The team had a productive week and finished the project early.	這個團隊這週效率很高，提前完成了專案。	[{"text":"productive meeting","meaningZh":"富有成效的會議"},{"text":"highly productive","meaningZh":"生產力很高的"}]
