lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
alike	adverb	adverb	in the same or a similar way	同樣地；相似地	常見 think alike；接在兩類人事物後，如 children and adults alike，表示兩者都包括。	The exhibition appeals to children and adults alike.	這場展覽同樣吸引孩子與成人。
allay	verb	verb	to reduce fear, worry, or suspicion	減輕恐懼、擔憂或疑慮	常接 fears、concerns 或 suspicions；不是消除所有問題，而是使不安緩和。	The explanation did little to allay their fears.	這項說明幾乎沒有減輕他們的恐懼。
allegation	noun	noun	a claim that someone has done something wrong, before it has been proved	尚未證實的指控	可數名詞，常見 an allegation of fraud；不可把 allegation 本身當成已證實的事實。	The company denied the allegations of fraud.	公司否認了詐欺指控。
allege	verb	verb	to claim that someone has done something wrong without yet proving it	提出尚待證實的指控	常用 allege that 加子句，或 be alleged to have done something；新聞中的 allegedly 表示據稱。	Prosecutors allege that the records were falsified.	檢方指控這些紀錄遭到偽造。
allegiance	noun	noun	loyalty to a country, group, person, or cause	效忠；忠誠	常用 allegiance to 或 pledge allegiance to，to 引出效忠對象。	The soldiers pledged allegiance to the constitution.	士兵宣誓效忠憲法。
allergic	adjective	adjective	having an allergy or caused by an allergy	過敏的；由過敏引起的	用 allergic to 加過敏原；an allergic reaction 指過敏反應，不等於所有食物不耐症。	She is allergic to peanuts.	她對花生過敏。
allergic	adjective_dislike	adjective	having a strong dislike of something	非常反感的	口語比喻用法，常用 allergic to hard work；不表示實際的免疫反應。	He jokes that he is allergic to paperwork.	他開玩笑說自己對文書工作「過敏」。
alley	noun	noun	a narrow passage or street between buildings	巷弄；狹窄通道	可數名詞，常見 a narrow alley 或 a back alley；不要與 ally「盟友」混淆。	The café is hidden in an alley behind the station.	咖啡館藏在車站後方的一條巷子裡。
alliance	noun	noun	an agreement or association formed for mutual support	聯盟；同盟關係	常用 form an alliance with 或 an alliance between；可指國家、政黨或企業之間的合作。	The two organizations formed an alliance to protect the wetlands.	這兩個組織結盟保護濕地。
allowance	noun	noun	a regular sum of money provided for personal needs or expenses	津貼；零用錢	可數名詞，常見 a travel allowance 或 a weekly allowance；通常是定期或依特定用途發給。	Employees receive a monthly transport allowance.	員工每月領取交通津貼。
allowance	noun_limit	noun	an amount that is permitted or allocated	允許的額度；配額	常見 baggage allowance 或 daily allowance；數值通常與規則或標準有關。	Your ticket includes a baggage allowance of twenty kilograms.	你的機票包含二十公斤的行李額度。
allowance	noun_adjustment	noun	an adjustment made to take particular circumstances into account	考量特定情況所作的調整或寬容	常用 make allowances for；可指金額上的折讓，也可指理解他人的困難。	We should make allowances for her lack of experience.	我們應該體諒她經驗不足。
allude	verb	verb	to refer to something indirectly	間接提及；暗指	必須用 allude to，不能直接接受詞；與直接詳述不同。	The speaker alluded to the recent dispute without naming anyone.	講者間接提及最近的爭議，但沒有點名任何人。
ally	noun	noun	a person, group, or country that gives support or cooperates with another	盟友；同盟國；支持者	可數名詞，常見 a close ally 或 an ally in a campaign；不限軍事結盟。	Local teachers became valuable allies in the campaign.	當地教師成為這場倡議活動的重要盟友。
ally	verb	verb	to join or cooperate with another person or group	結盟；聯合	常用 ally oneself with 或 be allied with；過去式 allied，動詞末尾不發 /i/。	The small parties allied themselves with the opposition.	幾個小黨與反對陣營結盟。
aloof	adjective	adjective	emotionally distant and unwilling to become involved	冷淡疏離的；不願介入的	常用 remain aloof 或 aloof from；可能給人不友善或自視甚高的印象。	He remained aloof from the office disputes.	他對辦公室裡的爭執始終保持距離。
aloof	adverb	adverb	at a distance or apart from involvement	保持距離地；置身事外地	較文學性的副詞用法，常見 stand aloof；通常不會用 aloofly 取代固定搭配。	She stood aloof while the others argued.	其他人爭論時，她站在一旁，不予介入。
alphabetical	adjective	adjective	arranged according to the order of letters in an alphabet	依字母順序排列的	固定搭配 in alphabetical order；副詞 alphabetically 可修飾 sort 或 arrange。	The names are listed in alphabetical order.	姓名依字母順序列出。
alphabetical	adjective_system	adjective	relating to an alphabet or using letters to represent language	字母的；使用字母的	描述書寫系統時也常用 alphabetic；與表意或音節書寫系統區分。	The course compares alphabetical and syllabic writing systems.	這門課比較字母書寫系統與音節書寫系統。
alter	verb	verb	to change something or become different	改變；修改	可及物或不及物，常接 plans、clothes 或 appearance；不要與 altar「祭壇」混淆。	The new evidence altered our understanding of the event.	新證據改變了我們對這起事件的理解。
alter	verb_animal	verb	to sterilize an animal surgically	為動物施行絕育手術	主要見於美式獸醫或動物收容語境；日常更常用 neuter 或依手術類型用 spay。	The shelter requires adopted pets to be altered.	收容所要求被領養的寵物接受絕育手術。
alteration	noun	noun	a change made to something	改動；修改	可數或不可數；衣物修改常用複數 alterations，如 a shop offering alterations。	The contract cannot be changed without written approval of the alteration.	修改內容未獲書面核准，就不能更動合約。
alternative	adjective	adjective	available as another choice	可供替代選擇的	常見 an alternative route 或 an alternative solution；選項不必只有兩個。	We need an alternative route because the bridge is closed.	橋梁封閉了，我們需要另一條路線。
alternative	adjective_unconventional	adjective	different from the usual or conventional form	非傳統的；另類的	常見 alternative music 或 alternative medicine；後者指主流醫療以外的方法，不代表已證實有效。	The festival features alternative music from local bands.	這個音樂節以本地樂團的另類音樂為主。
alternative	noun	noun	another option that can be chosen instead	替代選項；其他選擇	可數名詞，用 an alternative to something；to 後接名詞或動名詞。	Cycling is a practical alternative to driving.	騎自行車是開車之外的一項實用選擇。
altitude	noun	noun	height above sea level or another reference level	海拔；高度	常見 at an altitude of 加高度；航空語境需留意高度的參考基準。	The village lies at an altitude of two thousand metres.	這座村莊位於海拔兩千公尺處。
altitude	noun_geometry	noun	the perpendicular distance from a vertex to the opposite side or base	幾何圖形頂點到底邊或底面的垂直高度	幾何用語，三角形的 altitude 可指高或高線，不是斜邊長度。	Draw an altitude from the top vertex to the base.	從上方頂點向底邊畫一條高線。
altruism	noun	noun	selfless concern for the welfare of others	利他精神；無私地關心他人福祉	不可數名詞，常與 self-interest「自身利益」對比；不必然指完全沒有任何個人感受。	Her decision was motivated by altruism rather than personal gain.	她的決定出於利他精神，而非個人利益。
altruistic	adjective	adjective	showing selfless concern for other people's welfare	利他的；無私關懷他人的	常修飾 motives、behavior 或 acts；名詞是 altruism。	The researchers studied altruistic behavior among volunteers.	研究人員研究了志工的利他行為。
aluminium	noun	noun	a light, silvery metal with the chemical symbol Al	鋁，化學符號為 Al	不可數名詞，這是常見英式拼法；美式拼法為 aluminum。	The frame is made of lightweight aluminium.	框架由輕質鋁材製成。
aluminum	noun	noun	a light, silvery metal with the chemical symbol Al	鋁，化學符號為 Al	不可數名詞，這是常見美式拼法；英式拼法為 aluminium，兩者指同一元素。	Aluminum cans can be recycled repeatedly.	鋁罐可以反覆回收再利用。
amass	verb	verb	to gather a large quantity of something over time	大量積聚；累積	及物動詞，常接 wealth、evidence 或 a collection；通常強調數量可觀。	The team amassed enough evidence to support the claim.	團隊累積了足夠證據來支持這項主張。
amateur	noun	noun	a person who pursues an activity for enjoyment rather than as a paid profession	業餘愛好者；業餘參與者	可數名詞，與 professional 相對；業餘身分不表示能力一定不足。	The orchestra welcomes talented amateurs.	這個樂團歡迎有才華的業餘演奏者加入。
amateur	noun_inexperienced	noun	a person who lacks skill or professional competence	外行；缺乏專業能力的人	批評性用法，須依語境與單純的業餘身分區分。	The careless repair made him look like an amateur.	粗心的修理方式讓他看起來像個外行。
ambassador	noun	noun	a senior diplomat representing one country in another	大使	可數名詞，常用 ambassador to 加駐在國，ambassador for 或 of 加代表的國家。	The ambassador met officials from the host country.	大使會見了駐在國的官員。
ambassador	noun_representative	noun	a person who represents and promotes an organization, activity, or cause	形象代表；推廣大使	常見 brand ambassador 或 goodwill ambassador；此義不一定具有外交官身分。	The athlete became an ambassador for the children's charity.	這位運動員成為兒童慈善機構的推廣大使。
ambience	noun	noun	the atmosphere or mood of a place	場所的氛圍；氣氛	常描述餐廳、旅館或活動空間；也可拼作 ambiance。	Soft lighting gives the restaurant a relaxed ambience.	柔和的燈光讓餐廳呈現輕鬆的氛圍。
ambiguity	noun	noun	the quality of having more than one possible meaning or interpretation	歧義；可有多種解讀的含糊性	泛指性質時不可數；具體不明確之處可數，如 ambiguities in a contract。	The revised wording removes the ambiguity in the original sentence.	修訂後的措辭消除了原句的歧義。
ambition	noun	noun	a strong desire to achieve a particular goal	志向；想達成的目標	具體目標可數，常用 an ambition to do something；不一定帶「野心」的負面意味。	Her ambition is to become a marine biologist.	她的志向是成為海洋生物學家。
ambition	noun_drive	noun	the determination to achieve success or power	企圖心；追求成功或權力的強烈動力	此義通常不可數，常見 personal ambition；語氣可正可負，依行動與動機判斷。	He has talent but lacks the ambition to seek promotion.	他有才華，卻缺少爭取升遷的企圖心。
ambitious	adjective	adjective	determined to achieve success or a difficult goal	有抱負的；有企圖心的	可用 ambitious for someone，表示對某人的前途寄予厚望；不一定含貶義。	The ambitious student applied for several competitive scholarships.	這位有抱負的學生申請了幾項競爭激烈的獎學金。
ambitious	adjective_plan	adjective	requiring considerable effort or resources to achieve	目標遠大且難度高的	常修飾 plan、project 或 target，重點是實現目標所需的努力與資源。	The city announced an ambitious plan to cut emissions.	市政府宣布了一項目標遠大的減排計畫。
ambivalence	noun	noun	the presence of conflicting feelings about the same person or thing	對同一人事物並存的矛盾感受	不可數名詞，常接 about 或 toward；不同於 ambiguity「語意不明確」。	She felt ambivalence about leaving a secure job.	對於離開一份穩定的工作，她心情矛盾。
ambivalent	adjective	adjective	having mixed or conflicting feelings about something	心情矛盾的；同時有相反感受的	常用 ambivalent about 或 toward；不等於 indifferent「漠不關心的」。	I am ambivalent about moving to a larger city.	對於搬到更大的城市，我有矛盾的感受。
amble	noun	noun	a slow, relaxed walk	悠閒的散步	可數名詞，常用 go for an amble；速度比 brisk walk「快步走」慢。	We went for an amble through the village.	我們在村裡悠閒地散步。
amble	verb	verb	to walk slowly and in a relaxed way	從容漫步	不及物動詞，常接 along、through 或 toward，說明行走路線。	They ambled along the river after lunch.	午餐後，他們沿著河邊悠閒漫步。
amble	noun_gait	noun	a smooth four-beat gait used by some horses	某些馬匹平穩的四拍步態	馬術中的專門用法；一般日常語境多指人的悠閒步行。	The horse moved at a comfortable amble.	那匹馬以舒適平穩的四拍步態前行。
ambulance	noun	noun	a vehicle equipped to transport sick or injured people for medical care	救護車	可數名詞，常用 call an ambulance 或 by ambulance；不泛指所有接送病人的一般車輛。	An ambulance arrived within minutes of the call.	報案後幾分鐘內，救護車就抵達了。
ameliorate	verb	verb	to make an unpleasant or difficult situation better	改善不良或困難的情況	正式用語，常接 conditions、effects 或 a problem；未必表示完全解決。	The new drainage system should ameliorate the flooding problem.	新的排水系統應能改善淹水問題。
amend	verb	verb	to change a document or proposal to correct or improve it	修訂文件或提案	常接 law、contract 或 proposal；議事語境中的 amend 指提出或作出具體修正。	The committee amended the proposal before approving it.	委員會先修訂提案，再予以通過。
amend	verb_conduct	verb	to improve or correct one's behavior	改正行為	常見 amend one's ways；名詞片語 make amends 表示彌補過失，結構不同。	He promised to amend his ways after the warning.	受到警告後，他承諾改正自己的行為。
amendment	noun	noun	a change made to a document, law, or proposal	文件、法律或提案的修正	可數名詞，常用 an amendment to；正式提出修改可說 propose an amendment。	The amendment to the law takes effect in January.	這項法律修正案將於一月生效。
amicable	adjective	adjective	friendly and free from serious disagreement	友善和睦的	常描述 agreement、settlement 或 relations；比起人的性情，更常形容協商或關係。	The dispute ended with an amicable settlement.	這場爭議以和解收場。
amiss	adjective	adjective	wrong or not as it should be	不對勁的；出差錯的	通常放在 be、seem 等動詞後，常用 something is amiss，不常直接修飾名詞。	She sensed that something was amiss.	她感覺到有些不對勁。
amiss	adverb	adverb	in a wrong or inappropriate way	不妥地；錯誤地	常見 take something amiss「因某事感到受冒犯」；not go amiss 表示會有幫助或正合需要。	I hope you will not take my suggestion amiss.	希望你不會因我的建議而感到冒犯。
amnesty	noun	noun	an official pardon for a group of offenders	對一群違法者的赦免；大赦	可數或不可數，常用 grant amnesty to；通常是針對特定群體或事件。	The government granted amnesty to several political prisoners.	政府赦免了幾名政治犯。
amnesty	noun_period	noun	a period during which people can disclose an offense or surrender prohibited items without certain penalties	可申報違規或繳交違禁物而免受特定處罰的期間	常見 tax amnesty 或 weapons amnesty；具體免罰範圍依方案而定。	The city announced a one-month amnesty for returning illegal weapons.	市政府宣布一個月的違法武器繳交免罰期。
amorphous	adjective	adjective	without a clear shape, form, or organization	無明確形狀的；缺乏組織的	可描述物體或抽象事物，常見 an amorphous mass 或 amorphous ideas。	The proposal was still an amorphous collection of ideas.	這份提案仍只是一堆缺乏組織的想法。
amorphous	adjective_material	adjective	lacking a regular long-range crystalline structure	非晶質的	材料科學用語，與 crystalline「結晶的」相對；不表示材料必定是液體。	Glass is usually an amorphous solid.	玻璃通常是一種非晶質固體。
ample	adjective	adjective	more than enough in quantity, size, or capacity	充足有餘的；寬大的	常見 ample time、ample evidence 或 ample space；通常表示足夠且有餘裕。	There is ample time to review the report before Friday.	星期五之前有充足時間審閱報告。
amplify	verb	verb	to make a sound or signal stronger	放大聲音或訊號	常接 sound、signal 或 voltage；設備 amplifier 指放大器。	The microphone system amplifies the speaker's voice.	麥克風系統會放大講者的聲音。
amplify	verb_effect	verb	to increase the strength or impact of something	增強作用；擴大影響	常接 effect、risk 或 a message；不一定涉及實際音量。	Social media amplified the impact of the announcement.	社群媒體擴大了這項公告的影響。
amplify	verb_explain	verb	to explain something in more detail	詳加說明	正式用法，可直接接 a point，也可用 amplify on a statement，表示補充細節。	Could you amplify on your earlier remarks?	你能進一步說明剛才的發言嗎？
amuse	verb	verb	to make someone laugh or smile	逗樂；使發笑	人作受詞，常用 be amused by；amusing 形容有趣的事物，amused 形容感到好笑的人。	The child's unexpected answer amused everyone.	孩子出人意料的回答逗樂了大家。
amuse	verb_entertain	verb	to keep someone pleasantly occupied	使愉快地消磨時間	常用 amuse oneself with something，或 amuse oneself by doing something。	The children amused themselves with a board game.	孩子們玩桌遊自娛。
analogous	adjective	adjective	similar in a way that allows a useful comparison	可類比的；在某方面相似的	通常接 to，如 analogous to a familiar process；有可比性不表示完全相同。	The role of a conductor is analogous to that of a team leader.	指揮家的角色可類比為團隊領導者的角色。
analogous	adjective_biology	adjective	similar in function but different in evolutionary origin	功能相似但演化起源不同的	生物學用語，與 homologous「同源的」區分；常見 analogous structures。	Bird wings and insect wings are analogous structures.	鳥翼與昆蟲翅膀是功能相似但演化起源不同的構造。
analogy	noun	noun	a comparison used to explain something through a relevant similarity	類比；藉相似之處所作的比較	常用 an analogy between A and B，或 draw an analogy with；類比有助理解，但不是完整證明。	The teacher used an analogy to explain electrical resistance.	老師用類比來解釋電阻。
analysis	noun	noun	a detailed examination of something and its parts to understand it	分析；對整體及組成部分的詳細研究	單數 analysis，複數 analyses；常用 an analysis of data 或 carry out an analysis。	The analysis revealed a consistent pattern in the data.	分析顯示資料中有一致的模式。
analytical	adjective	adjective	relating to detailed examination or showing skill in it	分析的；善於分析的	常見 analytical skills、analytical thinking 或 analytical methods。	The role requires strong analytical skills.	這個職位需要良好的分析能力。
analytical	adjective_philosophy	adjective	true by virtue of the meanings of its terms rather than empirical observation	依詞義即可成立的；分析性的	哲學用語，也常寫作 analytic；與 synthetic「綜合性的」區分。	The philosopher used "All bachelors are unmarried" as an analytical statement.	哲學家以「所有單身漢都未婚」作為分析性陳述的例子。
analyze	verb	verb	to examine something carefully by considering its parts or details	分析；仔細研究	美式拼法為 analyze，英式常用 analyse；及物動詞，直接接 data、results 或 a problem。	The researchers analyzed samples from three sites.	研究人員分析了三個地點的樣本。
anatomical	adjective	adjective	relating to the structure of a body or the study of that structure	身體構造的；解剖學的	常見 anatomical features 或 anatomical diagrams；不只指實際進行解剖的動作。	The textbook includes detailed anatomical drawings.	這本教科書包含詳細的解剖構造圖。
ancestor	noun	noun	a person or organism from which another is descended	祖先；祖先物種	可數名詞；談人類家系或生物演化都可使用，descendant 則指後代。	These birds share a common ancestor.	這些鳥類具有共同祖先。
ancestor	noun_precursor	noun	an earlier form from which a later thing developed	後來事物的前身	比喻用法，常用 an ancestor of modern technology；表示發展上的前身。	The device was an ancestor of the modern computer.	這項裝置是現代電腦的前身。
anchor	noun	noun	a heavy device used to keep a boat in place	錨	可數名詞，常見 drop anchor「下錨」或 at anchor「下錨停泊中」。	The crew lowered the anchor near the shore.	船員在岸邊附近下錨。
anchor	noun_support	noun	a source of stability or support	穩定的依靠；支柱	比喻用法，常指人、制度或信念；不一定是實體固定裝置。	Her family was an anchor during the difficult months.	在那幾個艱難的月份裡，家人是她穩定的依靠。
anchor	noun_presenter	noun	a person who presents a television or radio news program	新聞主播	常見 news anchor；在此義中指節目主持播報者，不是所有新聞採訪記者。	The anchor introduced a live report from the scene.	主播介紹了來自現場的即時報導。
anchor	verb	verb	to secure something in place, especially a boat with an anchor	固定；使船下錨停泊	可及物或不及物；anchor something to something 表示將物體固定在某處。	The cables anchor the platform to the seabed.	纜繩將平台固定在海床上。
ancillary	adjective	adjective	providing additional support for a main activity	輔助的；附屬的	常見 ancillary services 或 ancillary equipment；不是主要業務，但可能仍不可或缺。	The hospital provides transport and other ancillary services.	醫院提供接送及其他輔助服務。
angle	noun	noun	the amount of turn between two intersecting lines or surfaces	角；角度	可數名詞，通常以 degrees「度」或 radians「弧度」測量；at an angle 表示傾斜。	The two beams meet at a right angle.	這兩根樑以直角相交。
angle	noun_perspective	noun	a particular way of viewing or approaching a subject	觀點；切入角度	常用 from another angle 或 a different angle on a story；不是幾何上的角。	Let's examine the problem from another angle.	我們換個角度檢視這個問題吧。
angle	verb	verb	to position or move something at a slant	使傾斜；斜向移動	可用 angle something toward something，說明朝向；常見於燈光、攝影或位置調整。	She angled the lamp toward the page.	她把燈斜向書頁。
angle	verb_fish	verb	to fish with a line and hook	用釣線與魚鉤釣魚	不及物動詞，常見 angle for trout；釣客可稱 angler。	They angled for trout in the river.	他們在河裡釣鱒魚。
angle	verb_seek	verb	to try indirectly to obtain something	拐彎抹角地謀求	用 angle for，常接 a promotion、an invitation 或 compliments；帶刻意試探的意味。	He was clearly angling for an invitation.	他顯然在拐彎抹角地想獲得邀請。
animate	verb	verb	to give energy, interest, or liveliness to something	使有活力；使生動	常接 discussion、scene 或 face；形容故事或討論因某事而活躍。	Her questions animated the discussion.	她的提問讓討論活躍起來。
animate	verb_film	verb	to make images appear to move in a film or digital sequence	製作動畫；使影像呈現動態	常接 characters 或 a sequence；此義指影像製作，不是讓真實物體獲得生命。	The team animated the character using motion-capture data.	團隊使用動作捕捉資料製作角色動畫。
animate	adjective	adjective	alive, or referring to living beings in grammatical classification	有生命的；文法上指有生事物的	與 inanimate「無生命的」相對；文法中的 animate nouns 通常指人或動物的名詞。	The language distinguishes animate from inanimate nouns.	這種語言區分有生名詞與無生名詞。
ankle	noun	noun	the joint connecting the foot to the lower leg	腳踝；踝關節	可數名詞，常見 sprain an ankle「扭傷腳踝」；不要與 wrist「手腕」混淆。	She sprained her ankle while running.	她跑步時扭傷了腳踝。
annexation	noun	noun	the incorporation of territory into another state or administrative area	領土併入；兼併	常用 the annexation of territory；可涉及武力或行政程序，是否合法需依具體情況判斷。	The annexation of the territory drew international criticism.	該領土遭兼併引發國際批評。
annihilate	verb	verb	to destroy something completely	徹底摧毀；殲滅	程度強烈，常接 a force、a population 或 an ecosystem；不用來指一般廢止規則。	The eruption annihilated the settlement.	火山爆發徹底摧毀了聚落。
annihilate	verb_defeat	verb	to defeat an opponent very decisively	徹底擊敗；大勝	運動或競賽中是誇張用法，不表示實際造成身體毀滅。	The champions annihilated their opponents in the final.	冠軍隊在決賽中大勝對手。
announcement	noun	noun	a public or formal statement giving information	公告；正式宣布	可數名詞，常用 make an announcement 或 an announcement about something。	The school made an announcement about the revised timetable.	學校公布了修訂後的課表。
annually	adverb	adverb	every year or once a year	每年；一年一次	常修飾 review、publish 或 hold；與 biannually「一年兩次」不同。	The safety procedures are reviewed annually.	安全程序每年檢討一次。
anomalous	adjective	adjective	different from what is usual or expected	異常的；不符合預期的	正式用語，常見 anomalous results 或 anomalous behavior；異常結果可能需要調查，不能直接當成錯誤。	The team repeated the experiment to investigate the anomalous result.	團隊重做實驗，以查明異常結果的原因。
anonymous	adjective	adjective	having an unknown or undisclosed identity	身分不明的；匿名的	常修飾 donor、source 或 survey；anonymous survey 通常指不揭露填答者身分。	An anonymous donor paid for the repairs.	一位匿名捐款人支付了修繕費用。
anonymous	adjective_unremarkable	adjective	lacking distinctive or recognizable features	缺乏特色的；難以辨識的	常形容建築、城市空間或外觀，並非指拒絕透露姓名。	They met in an anonymous office building near the station.	他們在車站附近一棟毫不起眼的辦公大樓見面。
anterior	adjective	adjective	located toward the front of the body or a structure	位於前方的；前側的	解剖學中與 posterior「後側的」相對；實際方向依所描述的構造與標準姿勢判斷。	The scan showed damage to the anterior part of the brain.	掃描顯示大腦前部受損。
anterior	adjective_time	adjective	earlier in time	時間上較早的；先前的	正式且較少見，常用 anterior to；一般日常表達多用 earlier than 或 before。	The documents refer to events anterior to the revolution.	這些文件提及革命之前的事件。
anthropologist	noun	noun	a researcher who studies humans, their societies, cultures, or biological development	人類學家	可數名詞；研究範圍可能包括文化、語言、考古或生物人類學。	The anthropologist spent a year studying local food traditions.	這位人類學家花了一年研究當地的飲食傳統。
anthropology	noun	noun	the study of humans, their societies, cultures, and biological development	人類學	學科名稱通常不可數；常見 cultural anthropology「文化人類學」，不只是研究古代人類。	She studies anthropology at university.	她在大學讀人類學。
antibiotic	noun	noun	a medicine that kills bacteria or inhibits their growth	抗生素；殺死細菌或抑制其生長的藥物	可數名詞，常用複數 antibiotics；抗生素不治療病毒感染本身。	The doctor prescribed an antibiotic for the bacterial infection.	醫師開立抗生素來治療這次細菌感染。
antibiotic	adjective	adjective	relating to medicines that kill bacteria or inhibit their growth	抗生素的；抗菌藥物的	常見 antibiotic treatment 或 antibiotic resistance「抗生素抗藥性」。	The study tracks antibiotic resistance in hospitals.	這項研究追蹤醫院中的抗生素抗藥性問題。
antibody	noun	noun	a protein produced by the immune system that binds to a particular antigen	抗體；由免疫系統產生、能與特定抗原結合的蛋白質	可數名詞，常見 antibody levels 或 antibodies against a virus；抗原則是 antigen。	The blood test measured antibodies against the virus.	血液檢查測量了針對該病毒的抗體。
antic	noun	noun	a silly, playful, or attention-seeking action	滑稽、嬉鬧或引人注意的動作	現代英語通常用複數 antics，常見 children's antics；也可帶批評意味。	The puppy's antics made everyone laugh.	小狗的滑稽動作逗得大家發笑。
antic	adjective	adjective	grotesquely or playfully odd	滑稽古怪的	較少見、偏文學性的用法，常修飾 gestures 或 humor；日常更常用 comical。	The actor's antic gestures enlivened the scene.	演員滑稽古怪的手勢讓這一幕活潑起來。
anticipation	noun	noun	the expectation of a future event, often with excitement	預期；期待	通常不可數，常用 in anticipation of；期待的事可能令人興奮，也可能令人擔心。	The children waited in eager anticipation of the trip.	孩子們熱切期待著這趟旅行。
anticipation	noun_preparation	noun	action taken in advance because something is expected	預先因應；事先準備	常用 in anticipation of，強調在預料的事件發生前採取行動。	Extra staff were hired in anticipation of higher demand.	預期需求會增加，因此增聘了人手。
antipathy	noun	noun	a strong feeling of dislike or hostility	強烈反感；厭惡	常用 antipathy toward 或 antipathy to；與 sympathy「同情、認同」不同。	He expressed deep antipathy toward the proposed restrictions.	他對擬議中的限制表達了強烈反感。
antique	noun	noun	an old object valued for its age, quality, or rarity	古董	可數名詞，常指家具、器物或收藏品；並不是所有舊東西都值得稱為 antique。	The dealer confirmed that the clock was a genuine antique.	古董商確認這座鐘是真正的古董。
antique	adjective	adjective	old and valued because of its age or historical character	古董的；具有年代價值的	常見 antique furniture 或 an antique vase；一般陳舊物品則可用 old。	They restored an antique wooden desk.	他們修復了一張古董木書桌。
antiquity	noun	noun	the ancient past, especially the civilizations before the Middle Ages	古代，尤指中世紀以前的古文明時期	不可數名詞，常見 in antiquity 或 classical antiquity「古典時代」。	The practice was already known in antiquity.	這種做法在古代就已為人所知。
antiquity	noun_age	noun	the state of being very old	年代久遠；古老性	常用 the antiquity of a building 或 of a tradition，著重年代久遠這項性質。	The antiquity of the temple attracts historians.	這座寺廟歷史悠久，吸引了歷史學者。
antiquity	noun_object	noun	an object surviving from ancient times	古代遺物；文物	此義可數，通常用複數 antiquities，常見於博物館與文物保存語境。	The museum returned several antiquities to their country of origin.	博物館將幾件古代文物歸還給原屬國。
antithesis	noun	noun	the exact opposite of something	完全相反的事物；對立面	通常用 the antithesis of；比 difference 更強，強調根本相反。	His cautious approach is the antithesis of her impulsive style.	他謹慎的做法與她衝動的作風截然相反。
antithesis	noun_rhetoric	noun	the placement of contrasting ideas in a balanced verbal structure	以平衡句式並列相反概念的對比修辭	修辭術語；包含意義上的對比，不是所有中文對偶句都屬於 antithesis。	"Many are called, but few are chosen" is an example of antithesis.	「被召喚的人多，被選上的人少」是一個對比修辭的例子。
anxiety	noun	noun	a feeling of worry, nervousness, or unease about what may happen	焦慮；對未來可能發生之事的憂慮	通常不可數；anxiety about 指擔心的事情。一般焦慮感不等於已被診斷為焦慮症。	Waiting for the results caused considerable anxiety.	等待結果讓人十分焦慮。
anxiety	noun_concern	noun	a particular worry or concern	一項憂慮；掛心的事	此義可數，常用複數 anxieties，如 financial anxieties「財務上的憂慮」。	She shared her anxieties about the new role with a friend.	她向朋友訴說自己對新職位的種種憂慮。
anxious	adjective	adjective	worried or uneasy about something	焦慮的；擔心的	常用 anxious about a problem 或 anxious for someone's safety；不要與 eager「熱切的」完全混用。	He felt anxious about the upcoming interview.	他對即將到來的面試感到焦慮。
anxious	adjective_eager	adjective	strongly wishing to do something or for something to happen	渴望的；急切希望的	常用 anxious to do something；若要避免帶出焦慮意味，可依語境選 eager。	The volunteers were anxious to begin helping.	志工們急切希望開始提供協助。
apologize	verb	verb	to express regret for causing harm, trouble, or offense	道歉	用 apologize to someone for something 或 for doing something；英式也常拼作 apologise。	I apologized to her for arriving late.	我為遲到向她道歉。
apology	noun	noun	a statement expressing regret for causing harm or offense	道歉；歉意的表達	可數名詞，常用 offer an apology 或 an apology for；複數 my apologies 常用來致歉。	He offered a sincere apology for the mistake.	他為這個錯誤誠懇道歉。
apology	noun_defense	noun	a formal argument defending a belief or position	對信念或立場的正式辯護	較少見的正式用法，常用 an apology for；此義不是承認做錯事。	The essay is an apology for the author's political beliefs.	這篇文章是作者對自身政治信念的辯護。
apology	noun_poor	noun	a very poor example of something	某事物的拙劣版本	固定用法 an apology for a something，帶強烈貶義；不是為該事物道歉。	The tiny room was a poor apology for an office.	那個狹小房間實在稱不上像樣的辦公室。
appall	verb	verb	to shock someone deeply through something unpleasant or wrong	使震驚；使驚駭	常用 be appalled by 或 be appalled at；英式通常拼作 appal，過去式皆為 appalled。	The conditions in the shelter appalled the inspectors.	收容所的狀況讓檢查人員震驚。
apparatus	noun	noun	a set of equipment used for a particular purpose	一組專用設備；裝置	通常泛指整套器材，如 laboratory apparatus；可用 a piece of apparatus 指一件設備。	The laboratory installed new apparatus for measuring pressure.	實驗室安裝了測量壓力的新設備。
apparatus	noun_body	noun	a group of body structures working together for a function	共同執行某項功能的器官或構造組合	解剖學用語，如 respiratory apparatus「呼吸器官系統」；不是任意單一器官。	The diagram shows the structures of the vocal apparatus.	圖中顯示了發聲器官系統的構造。
apparatus	noun_organization	noun	the organizations and systems used to carry out a complex activity	執行事務的組織體系；機構	常見 state apparatus 或 security apparatus，指行政或權力運作的體系。	The reform changed the state's administrative apparatus.	改革改變了國家的行政體系。
apparition	noun	noun	a ghostlike figure or unexpected supernatural appearance	幽靈般的身影；幻影	可數名詞，多見於故事或超自然描述；描述見到的形象，不等於證實幽靈存在。	The story describes an apparition in the abandoned house.	故事描寫了廢棄屋內出現的幽靈般身影。
