lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
consternation	noun	noun	a feeling of anxiety or dismay, often caused by something unexpected	驚愕；驚慌	不可數名詞，常見 to someone's consternation，語氣正式，強調因意外事件而感到震驚或不安。	To the consternation of the staff, the manager resigned without notice.	員工們感到十分驚愕，經理竟毫無預警地辭職了。
constituent	noun	noun	a voter represented by a particular elected official, or a component part of something	選民；（構成的）成分	政治上指選區內的選民，也可指組成整體的部分（chemical constituent）。	The senator met with several constituents to discuss local issues.	這位參議員與幾位選民會面討論地方議題。
constituent	adjective	adjective	being a part of a whole	構成的；組成的	常見 constituent parts，強調某事物是整體不可或缺的組成部分。	Oxygen is a constituent element of water.	氧是水的組成元素之一。
constitute	verb	verb	to be a part of, or to legally establish something	構成；組成；成立	常見 constitute a majority（構成多數），也可用於正式語境表示依法設立（constitute a committee）。	Women constitute nearly half of the workforce.	女性佔了勞動力的近一半。
constitution	noun	noun	the fundamental laws governing a nation or organization, or a person's physical/mental makeup	憲法；（人的）體質、性情	政治上指國家根本大法，也可指個人天生的身體或心理素質（a strong constitution）。	The country adopted a new constitution after the revolution.	這個國家在革命後採用了一部新憲法。
constitutional	adjective	adjective	in accordance with a constitution, or relating to a person's physical or mental makeup	符合憲法的；憲法上的	常見 constitutional rights，指依憲法賦予或規範的權利，與 unconstitutional 相對。	Freedom of speech is a constitutional right.	言論自由是一項憲法賦予的權利。
consult	verb	verb	to seek information or advice from someone or something	諮詢；請教	及物動詞，常見 consult a doctor／expert，也可指查閱資料（consult a dictionary）。	You should consult a doctor if the symptoms persist.	如果症狀持續，你應該去看醫生。
consultant	noun	noun	a person who provides expert advice professionally	顧問	常見 management consultant，指以專業知識提供諮詢服務的專業人士，通常按案計酬。	The company hired a consultant to improve efficiency.	這間公司聘請了一位顧問來提升效率。
consume	verb	verb	to eat, drink, or use up a resource	消耗；食用；使用	及物動詞，可指食物飲料的攝取，也可指資源的使用，如 consume energy。	The factory consumes a large amount of electricity daily.	這家工廠每天消耗大量電力。
consummate	verb	verb	to make a marriage or relationship complete by having sex, or to complete a transaction	（透過性行為）圓房；完成、達成	法律或正式用語，常見 consummate a marriage，也可指正式完成交易或協議。	The couple consummated their marriage on their wedding night.	這對夫妻在新婚之夜圓房。
consummate	adjective	adjective	showing a high degree of skill and flawless quality	技藝精湛的；完美的	語氣正式，常修飾專業人士，如 a consummate professional，強調表現無可挑剔。	She is a consummate professional who never misses a deadline.	她是位技藝精湛的專業人士，從不錯過截止期限。
consumption	noun	noun	the act of using up a resource, or eating and drinking	消耗；消費；食用	常見 energy consumption、alcohol consumption，指資源、食物或飲料的使用或攝取量。	The country's oil consumption has risen sharply.	這個國家的石油消耗量已大幅上升。
container	noun	noun	an object used to hold or transport goods	容器；貨櫃	可指日常存放物品的器皿，也可指大型貨運用的貨櫃（shipping container）。	The goods were shipped in a large metal container.	這些貨物是用大型金屬貨櫃運送的。
containment	noun	noun	the action of keeping something harmful under control or within limits	圍堵；控制（局勢、疫情）	常見 containment of the disease，指防止有害事物擴散或蔓延，語氣正式，多見於政治或醫學語境。	The government's strategy focused on containment of the outbreak.	政府的策略著重於控制疫情的擴散。
contemplate	verb	verb	to think about something carefully for a long time	仔細思考；沉思	及物動詞，常接 doing something 或名詞，如 contemplate a decision，強調深思熟慮的過程。	She sat by the window, contemplating her next move.	她坐在窗邊，仔細思考著下一步該怎麼做。
contemporary	noun	noun	a person living or existing at the same time as another	同時代的人；同輩	常見 a contemporary of，指與某人同一時期存在或活動的人物。	Einstein was a contemporary of several other great scientists.	愛因斯坦與其他幾位偉大科學家是同一時代的人。
contemporary	adjective	adjective	belonging to the present time, or existing at the same time as something else	當代的；同時代的	常見 contemporary art（當代藝術），也可指與另一事物同一時期存在，如 contemporary with。	The museum features contemporary art from local artists.	這間博物館展出本地藝術家的當代藝術作品。
contempt	noun	noun	a feeling that someone or something is worthless or deserving of scorn	輕蔑；蔑視	不可數名詞，常見 treat with contempt，語氣強烈負面，也見於法律用語 contempt of court（藐視法庭）。	He looked at the proposal with obvious contempt.	他用明顯的輕蔑眼神看著這項提案。
contemptuous	adjective	adjective	showing contempt; scornful	輕蔑的；鄙視的	常接 of，如 contemptuous of，形容態度或言語中帶有明顯的鄙視意味。	She gave a contemptuous laugh at his excuse.	她對他的藉口報以輕蔑的笑聲。
contend	verb	verb	to assert something as true, or to struggle to deal with a difficulty	主張；聲稱；應付、對抗	常接 that 子句表示主張某事，也可接 with，如 contend with challenges，表示努力應付困難。	The lawyer contended that the evidence was insufficient.	律師主張證據不足。
contention	noun	noun	a claim or argument put forward, or a state of disagreement	主張；論點；爭論	可指提出的觀點（his main contention），也可指爭執或衝突的狀態（a bone of contention）。	Her main contention is that the policy is unfair.	她的主要論點是這項政策不公平。
contentious	adjective	adjective	likely to cause disagreement or controversy	有爭議的；引起爭論的	常修飾議題或決定，如 a contentious issue，強調容易引發不同意見或激烈辯論。	Immigration remains a highly contentious political issue.	移民議題仍然是政治上極具爭議的議題。
