lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
ultimate	adjective	adjective	being the final or most extreme point; fundamental or basic	最終的；根本的；終極的	常見搭配 the ultimate goal/decision；強調層級或順序上的最後、最根本。	Her ultimate goal is to become a doctor.	她的終極目標是成為一名醫生。	[{"text":"the ultimate goal","meaningZh":"最終目標"}]
unaffected	adjective	adjective	not influenced or changed by something; behaving naturally, without pretense	不受影響的；未被波及的；不做作的	常見搭配 unaffected by the changes、an unaffected manner（自然不做作的態度），依語境判斷語意。	Some rural areas remained largely unaffected by the economic crisis.	一些鄉村地區基本上未受到這場經濟危機的影響。	[{"text":"unaffected by the crisis","meaningZh":"未受危機影響的"},{"text":"an unaffected manner","meaningZh":"自然不做作的態度"}]
unanimous	adjective	adjective	fully in agreement; sharing the same opinion	一致同意的；全體一致的	常見搭配 a unanimous decision/vote；強調所有相關人員意見完全一致，無人反對。	The board reached a unanimous decision to approve the merger.	董事會一致同意通過這項合併案。	[{"text":"a unanimous decision","meaningZh":"一致通過的決定"}]
unassuming	adjective	adjective	not pretentious or arrogant; modest	謙遜的；不張揚的	常帶有正面評價語氣，形容人低調謙虛、不炫耀自己的成就或地位。	Despite his fame, he remained a quiet and unassuming person.	儘管他名氣很大，他仍是個安靜謙遜的人。	[{"text":"an unassuming manner","meaningZh":"謙遜的態度"}]
uncomfortable	adjective	adjective	causing or feeling physical discomfort; causing or feeling unease or embarrassment	不舒服的；不自在的；令人尷尬的	常見搭配 an uncomfortable chair/situation；可指身體或心理上的不適，依上下文判斷。	There was an uncomfortable silence after his comment.	他發表評論後出現了一陣令人不自在的沉默。	[{"text":"feel uncomfortable","meaningZh":"感到不舒服"},{"text":"an uncomfortable silence","meaningZh":"令人尷尬的沉默"}]
unconscious	adjective	adjective	not conscious; lacking awareness and the capacity for sensory perception; not done deliberately	失去意識的；無意識的；非故意的	常見搭配 knocked unconscious（被打昏）、unconscious bias（無意識偏見），兩義項需依上下文判斷。	He was knocked unconscious during the accident.	他在這場意外中被撞昏了過去。	[{"text":"knock someone unconscious","meaningZh":"把某人打昏"},{"text":"unconscious bias","meaningZh":"無意識偏見"}]
uncover	verb	verb	to discover or reveal something that was hidden or secret	揭露；發現（隱藏之事）	常見搭配 uncover the truth/a scandal/evidence；強調透過調查或努力找出原本不為人知的資訊。	The investigation uncovered evidence of widespread fraud.	這次調查揭露了大規模詐欺的證據。	[{"text":"uncover the truth","meaningZh":"揭露真相"}]
underestimate	verb	verb	to estimate something to be smaller or less important than it actually is	低估	常見搭配 underestimate the risk/cost/difficulty；片語 never underestimate 常用來強調某事的重要性。	Never underestimate the power of a good first impression.	絕對不要低估良好第一印象的力量。	[{"text":"underestimate the cost","meaningZh":"低估費用"}]
underestimate	noun	noun	an estimate that is too low	低估的估計值	常見搭配 a gross underestimate（嚴重低估），名詞用法多用於陳述某個數字或評估遠低於實際情況。	The initial cost projection turned out to be a gross underestimate.	最初的成本預估結果證明是嚴重低估了。	[{"text":"a serious underestimate","meaningZh":"嚴重偏低的估計"}]
undergo	verb	verb	to experience or be subjected to something, especially a change or difficult process	經歷；經受（變化或考驗）	常見搭配 undergo surgery/treatment/change；語氣正式，強調被動地經歷某個過程。	She had to undergo surgery to repair her knee.	她必須接受手術來修復膝蓋。	[{"text":"undergo surgery","meaningZh":"接受手術"},{"text":"undergo a change","meaningZh":"經歷變化"}]
undergraduate	noun	noun	a university student who has not yet earned a first degree	大學部學生；大學生（尚未取得學位）	常與 graduate student（研究生）相對，指正在攻讀學士學位的在學學生。	As an undergraduate, she majored in economics.	她讀大學部時主修經濟學。	[{"text":"an undergraduate student","meaningZh":"大學部學生"}]
underlie	verb	verb	to be the cause or basis of something	構成…的基礎；是…的根本原因	常見搭配 the reasons/factors that underlie something；書面正式用語，強調表面現象背後的根本原因。	Economic anxiety underlies much of the public's frustration.	經濟焦慮是民眾大部分不滿情緒的根本原因。	[{"text":"underlie the problem","meaningZh":"構成問題的根本原因"}]
underline	verb	verb	to draw a line under a word or phrase; to emphasize the importance of something	在…下方畫線；強調	常見搭配 underline a word（畫底線）、underline the importance of something（強調某事的重要性）。	The report underlines the need for urgent action on climate change。	這份報告強調了針對氣候變遷採取緊急行動的必要性。	[{"text":"underline a word","meaningZh":"在一個字下畫線"},{"text":"underline the importance of","meaningZh":"強調……的重要性"}]
underneath	adverb	adverb	under or below something else	在…下面；下方	常作副詞單獨使用，指位置上位於某物之下，也可作介系詞；口語與書面皆常見。	The cat was hiding underneath, out of sight.	這隻貓躲在下面，看不見蹤影。	[{"text":"underneath the table","meaningZh":"在桌子下面"}]
underscore	verb	verb	to emphasize or highlight the importance of something	強調；突顯	常見搭配 underscore the importance/need for something，語意與 underline 的比喻用法相近。	The report underscores the urgent need for reform.	這份報告強調了改革的迫切需要。	[{"text":"underscore the need for change","meaningZh":"強調改變的必要性"}]
underscore	noun	noun	the underscore character ( _ ), often used in computing and writing	底線符號（＿）	常見於電腦程式設計、電子郵件帳號或使用者名稱中，作為分隔字元使用。	Use an underscore instead of a space in the file name.	檔案名稱中請使用底線而非空格。	[{"text":"an underscore character","meaningZh":"底線字元"}]
understate	verb	verb	to describe something as being smaller, less important, or less serious than it actually is	輕描淡寫；低調陳述（少於實際情況）	常見片語 it would be an understatement to say...；與 exaggerate（誇大）相對。	He tends to understate his own accomplishments.	他傾向於輕描淡寫自己的成就。	[{"text":"understate the problem","meaningZh":"淡化問題"}]
understatement	noun	noun	a statement that describes something as less important or serious than it really is	輕描淡寫的說法；保守的陳述	常見片語 that's an understatement（那真是輕描淡寫了），用來強調實際情況比所述更嚴重。	To say the trip was difficult would be an understatement.	說這趟旅程「困難」實在是太輕描淡寫了。	[{"text":"a gross understatement","meaningZh":"極其保守的說法"}]
undertake	verb	verb	to commit oneself to and begin a task or responsibility; to promise or guarantee to do something	著手進行；承擔（任務）；承諾	常見搭配 undertake a project/task/responsibility；語氣正式，強調正式承接某項工作或義務。	The government has undertaken a major infrastructure project.	政府已著手進行一項重大的基礎建設計畫。	[{"text":"undertake a task","meaningZh":"承擔任務"}]
underwrite	verb	verb	to accept financial responsibility for something, guaranteeing payment in case of loss; to sponsor or finance	承保；擔保；資助	常見於金融、保險語境，如 underwrite a loan/insurance policy，指承擔財務風險或提供資金支持。	The bank agreed to underwrite the company's new bond issue.	這家銀行同意為公司的新債券發行提供承保。	[{"text":"underwrite an insurance policy","meaningZh":"承保保單"}]
undo	verb	verb	to reverse or cancel an action, especially a recent one; to unfasten something	撤銷；復原；解開（扣子、繩結等）	常見搭配 undo a mistake（Ctrl+Z 常用於電腦軟體）、undo a button（解開鈕扣），依語境判斷。	She quickly pressed Ctrl+Z to undo her last change.	她迅速按下 Ctrl+Z 復原了最後一次修改。	[{"text":"undo a knot","meaningZh":"解開繩結"}]
undoubtedly	adverb	adverb	beyond question or dispute, as anyone would have to accept	無疑地；肯定地	常置於句首或句中，用來加強語氣，表達說話者對某件事極為確信。	He is undoubtedly one of the best players in the league.	他無疑是聯盟中最優秀的球員之一。	[{"text":"undoubtedly true","meaningZh":"毫無疑問是真的"}]
uneasy	adjective	adjective	feeling or causing anxiety or discomfort; not settled or secure	不安的；焦慮的；不穩定的	常見搭配 an uneasy feeling/silence/truce；強調心理層面隱約的擔憂或局勢的不穩定。	There was an uneasy silence in the room after the announcement.	公告發布後，房間裡陷入一陣令人不安的沉默。	[{"text":"uneasy about the future","meaningZh":"對未來感到不安"}]
unemployed	adjective	adjective	not having a paid job but able to work	失業的；無業的	常見搭配 unemployed workers、the unemployed（失業者，作集合名詞用）；為勞動市場常用詞彙。	Thousands of workers became unemployed after the factory closed.	工廠關閉後，數千名工人失業了。	[{"text":"the long-term unemployed","meaningZh":"長期失業者"}]
unfair	adjective	adjective	not based on or behaving according to the principles of equality and justice	不公平的；不公正的	常見搭配 an unfair advantage/decision；與 fair 相對，強調違反公平正義原則。	It's unfair to blame him for something he didn't do.	把他沒做過的事怪罪在他身上是不公平的。	[{"text":"unfair treatment","meaningZh":"不公平的待遇"}]
unfold	verb	verb	to open out something that was folded; (of a story or situation) to gradually develop or become known	展開；（故事或情況）逐漸展現、發展	常見搭配 unfold a map（展開地圖）、events unfold（事件逐漸展開），依語境判斷字面義或比喻義。	The plot slowly unfolds over the course of the novel.	劇情在小說的過程中慢慢展開。	[{"text":"unfold a map","meaningZh":"攤開地圖"}]
unfounded	adjective	adjective	not based on fact; having no foundation	沒有根據的；無憑無據的	常見搭配 unfounded rumors/claims/fears；強調某項說法或擔憂缺乏事實依據。	The rumors about the company's bankruptcy turned out to be unfounded.	關於這家公司破產的謠言最後證實是沒有根據的。	[{"text":"unfounded allegations","meaningZh":"無根據的指控"}]
uniform	noun	noun	a distinctive set of clothing worn by members of a particular group, such as an organization or school	制服	常見搭配 school/military uniform、wear a uniform；指特定團體成員統一穿著的服裝。	All students are required to wear a uniform at this school.	這所學校要求所有學生都要穿制服。	[{"text":"a school uniform","meaningZh":"學校制服"}]
uniform	adjective	adjective	not changing in form or character; the same throughout	一致的；統一的；不變的	常見搭配 uniform standards/temperature；強調各部分或各時間點皆保持相同、無差異。	The company enforces uniform pricing across all its stores.	這家公司在所有分店都實施統一的定價。	[{"text":"uniform standards","meaningZh":"統一標準"}]
unilateral	adjective	adjective	done by or affecting only one country, group, or person, without the agreement of others involved	單方面的	常見搭配 unilateral action/decision，多用於政治、外交語境，強調未經其他相關方同意即採取行動。	The country took unilateral action without consulting its allies.	這個國家未與盟友協商便採取了單方面行動。	[{"text":"unilateral action","meaningZh":"單方面行動"}]
unique	adjective	adjective	being the only one of its kind; unlike anything else	獨特的；唯一的	常見搭配 a unique opportunity/style；嚴格來說 unique 為絕對形容詞，理論上不可加程度副詞修飾（如 very unique），但口語中常見此用法。	Every snowflake has a unique pattern.	每片雪花都有獨特的圖案。	[{"text":"unique to the region","meaningZh":"該地區獨有的"}]
unity	noun	noun	the state of being united or joined as a whole; agreement of purpose or feeling	團結；統一；一致性	常見搭配 national unity、a sense of unity；強調群體之間的凝聚力或共同目標。	The crisis brought a new sense of unity to the community.	這場危機為社區帶來了一種新的團結感。	[{"text":"national unity","meaningZh":"國家團結"}]
universal	adjective	adjective	relating to or done by all people or things in the world or in a particular group; applicable to all cases	普遍的；全體的；通用的	常見搭配 a universal truth/language；強調適用於所有人、事、時間，不受限於特定範圍。	Access to clean water should be a universal right.	取得乾淨水源應該是普世的權利。	[{"text":"universal access","meaningZh":"人人都能使用"}]
universal	noun	noun	a general concept or term that applies to all members of a class	普遍性事物；共通的原則	名詞用法較少見，多見於哲學語境，指適用於所有事例的抽象概念。	Philosophers have long debated whether moral universals exist.	哲學家長期以來一直在辯論道德上是否存在普遍原則。	[{"text":"a linguistic universal","meaningZh":"語言共性"}]
universe	noun	noun	all existing matter and space considered as a whole; the cosmos	宇宙	常見搭配 the vastness of the universe、the origin of the universe；為天文學及日常用語中常見的核心詞彙。	Scientists are still trying to understand the origins of the universe.	科學家仍在試圖了解宇宙的起源。	[{"text":"the observable universe","meaningZh":"可觀測宇宙"}]
unlikely	adjective	adjective	not likely to happen or be true; improbable	不太可能的；不像會發生的	常見搭配 it is unlikely that...；也可用於片語 an unlikely hero/friendship，指出乎意料的組合。	It is unlikely to rain tomorrow according to the forecast.	根據預報，明天不太可能下雨。	[{"text":"unlikely to happen","meaningZh":"不太可能發生"}]
unmoved	adjective	adjective	not affected emotionally by something; remaining in the same physical position	不為所動的；無動於衷的；未被移動的	常見搭配 remain unmoved by something，強調對他人的懇求或悲劇無動於衷，語氣可帶批評意味。	The judge remained unmoved by the defendant's tearful apology.	法官對被告含淚的道歉無動於衷。	[{"text":"remain unmoved by appeals","meaningZh":"對懇求仍無動於衷"}]
unproductive	adjective	adjective	not producing much or any result; not achieving intended results	無生產力的；徒勞無功的	常見搭配 an unproductive meeting/day；與 productive 相對，強調缺乏實質成果或效益。	The meeting was long and unproductive, with no decisions made.	這場會議冗長又徒勞無功，沒有做出任何決定。	[{"text":"an unproductive meeting","meaningZh":"毫無成效的會議"}]
unqualified	adjective	adjective	not having the necessary qualifications or skills for a task; complete and absolute	不合格的；不夠資格的；（表達上）毫無保留的	常見搭配 unqualified for the job（缺乏資格）、an unqualified success（毫無保留的成功），兩義項需依上下文判斷。	He was unqualified for the position due to a lack of experience.	他因缺乏經驗而不符合這個職位的資格。	[{"text":"unqualified for the job","meaningZh":"不具備這份工作的資格"}]
unravel	verb	verb	to undo or separate the threads of something woven or knitted; to investigate and solve a mystery or explain something complicated	解開（線團、謎團）；解決；使鬆散	常見搭配 unravel a mystery/plot（解開謎團）、a sweater begins to unravel（毛衣開始鬆脫）。	Detectives worked for months to unravel the mystery behind the murders.	偵探們花了數月時間解開這幾起謀殺案背後的謎團。	[{"text":"unravel a mystery","meaningZh":"解開謎團"}]
unregulated	adjective	adjective	not controlled or governed by rules or regulations	未受規範的；不受管制的	常見搭配 an unregulated market/industry，多用於經濟、金融語境，指缺乏政府或機構的監督管理。	Cryptocurrency remains a largely unregulated market in many countries.	在許多國家，加密貨幣市場在很大程度上仍不受監管。	[{"text":"an unregulated market","meaningZh":"未受管制的市場"}]
unrest	noun	noun	a state of dissatisfaction, disturbance, and agitation among a group of people, often leading to protest	動盪；不安；騷亂	常見搭配 social/political/civil unrest；為不可數名詞，強調集體性的不滿與騷動，常見於新聞報導。	The country has experienced widespread civil unrest in recent months.	這個國家近幾個月來經歷了大規模的社會動盪。	[{"text":"civil unrest","meaningZh":"社會動盪"}]
unscrupulous	adjective	adjective	having or showing no moral principles; not honest or fair	不擇手段的；肆無忌憚的；不講道德的	常見搭配 an unscrupulous businessman/lender；強調為達目的不惜違反道德或法律規範。	Unscrupulous lenders often target vulnerable, low-income families.	不擇手段的放款人經常鎖定弱勢的低收入家庭下手。	[{"text":"unscrupulous traders","meaningZh":"不擇手段的商人"}]
