lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
ignorance	noun	noun	lack of knowledge or information	無知；不知情	常見 out of ignorance（出於無知）、ignorance of the law（不懂法律）；不帶惡意時是中性描述。	Her mistake was due to ignorance rather than carelessness.	她的錯誤是出於無知，而非粗心大意。
illegal	adjective	adjective	not authorized by law; contrary to or forbidden by law	非法的；違法的	常見 illegal activity（非法活動）；與 illicit 相似但 illegal 更強調觸犯明文法律。	Parking here without a permit is illegal.	沒有許可證在這裡停車是違法的。
illegitimate	adjective	adjective	not authorized by law or established rules; (of a child) born to parents not married to each other	不合法的；不正當的；（子女）非婚生的	常見 illegitimate power（不正當的權力）；歷史語境中指非婚生子女，現代較少使用此義以避免污名化。	The coup was widely condemned as an illegitimate seizure of power.	這場政變被普遍譴責為不正當的奪權行為。
illicit	adjective	adjective	forbidden by law, rules, or custom	違禁的；不正當的	常見 illicit drugs（違禁藥物）、an illicit affair（不正當的關係），語氣正式。	The police seized a large quantity of illicit drugs.	警方查獲了大量違禁藥物。
illiterate	adjective	adjective	unable to read or write	不識字的；文盲的	常見 functionally illiterate（功能性文盲）；比喻用法如 computer illiterate（電腦文盲）。	Many children in the region remain illiterate due to lack of schooling.	該地區許多孩子因缺乏教育機會而仍是文盲。
illiterate	noun	noun	a person who is unable to read or write	文盲（者）	名詞用法較少見，多見於統計或社會學語境，如 the number of illiterates。	The census aimed to identify the number of illiterates in rural areas.	這次人口普查旨在確認農村地區文盲的人數。
illuminate	verb	verb	to light up something, or to make something clear or easier to understand	照亮；闡明（使清楚易懂）	常見 illuminate a room（照亮房間）；比喻用法如 illuminate the truth（闡明真相）。	The new evidence helped illuminate the cause of the accident.	這項新證據有助於闡明事故的原因。
illusion	noun	noun	a false belief or impression, or something that appears to be real but is not	錯覺；幻覺；假象	常見 under the illusion that...（誤以為……），也指視覺上的錯覺，如 an optical illusion。	He was under the illusion that he could finish the project alone.	他誤以為自己能獨力完成這個專案。
illusory	adjective	adjective	based on illusion; not real	虛幻的；幻覺般的	常見 illusory hope（虛幻的希望），語氣書面正式，強調表面看似真實實則不然。	The sense of security she felt was entirely illusory.	她所感受到的安全感其實完全是虛幻的。
illustrate	verb	verb	to explain or make something clear by using examples, pictures, or diagrams	說明；舉例闡明；為……繪製插圖	常接 with examples，如 illustrate a point；也可指為書籍繪製插圖。	The teacher used a diagram to illustrate how the process works.	老師用一張圖表來說明這個過程如何運作。
illustration	noun	noun	a picture used to explain or decorate a text, or an example used to clarify a point	插圖；例證	常見於書籍脈絡，如 a book full of illustrations；也可指用來說明論點的實例。	The article includes several illustrations to help explain the concept.	這篇文章附有幾張插圖以幫助說明概念。
illustrious	adjective	adjective	well known, respected, and admired for past achievements	卓越著名的；輝煌的	常修飾人物或生涯，如 an illustrious career（輝煌的職涯），語氣正式且帶敬意。	She had an illustrious career as a diplomat.	她擁有輝煌的外交官生涯。
imagery	noun	noun	visually descriptive or figurative language, especially in literature	（文學中的）意象；形象化語言	常見於詩詞或文學分析，如 vivid imagery（生動的意象）。	The poem is rich in imagery describing the changing seasons.	這首詩充滿了描繪季節變換的豐富意象。
imaginative	adjective	adjective	having or showing creativity or a strong imagination	富有想像力的；創意十足的	常見 an imaginative solution（有創意的解決方案），語氣正面，強調非傳統或富創造力的思維。	The children came up with an imaginative story about a dragon.	孩子們編出了一個關於龍的富有想像力的故事。
imbue	verb	verb	to inspire or permeate someone or something with a feeling or quality	使充滿（某種感情或特質）；灌輸	常用被動語態 be imbued with，如 imbued with hope，語氣書面正式。	Her speech was imbued with a sense of hope and determination.	她的演講充滿了希望與決心。
imitate	verb	verb	to copy the behavior, appearance, or actions of someone or something	模仿；仿效	常接人或風格作受詞，如 imitate a famous singer；也可指仿造物品。	Young children often imitate their parents' behavior.	幼童經常模仿父母的行為。
immaculate	adjective	adjective	perfectly clean, neat, or without any flaws	一塵不染的；完美無瑕的	常修飾 condition、appearance，如 immaculate condition（狀況完美），語氣正面且強調極致的整潔。	The car was in immaculate condition despite being ten years old.	儘管這輛車已經十年了，狀況卻依然完美如新。
immediate	adjective	adjective	happening or done at once; occurring next in time or space	立即的；直接的；最接近的	常見 immediate action（立即行動）、immediate family（直系親屬），依語境有不同引申義。	The doctor recommended immediate treatment for the infection.	醫生建議立即對這起感染進行治療。
immense	adjective	adjective	extremely large or great in size, degree, or amount	巨大的；廣大的	常修飾 size、pressure、pride 等抽象或具體事物，如 immense pressure（巨大的壓力）。	The project required an immense amount of time and resources.	這項專案需要投入巨大的時間與資源。
immerse	verb	verb	to involve oneself deeply in an activity, or to submerge something in liquid	使沉浸（於某活動）；浸入（液體）	常見 immerse oneself in（沉浸於……之中），比喻用法比字面「浸泡」更常見。	She immersed herself in studying the local language before her trip.	她在旅行前全心投入學習當地語言。
immigrant	noun	noun	a person who comes to live permanently in a country that is not their own	移民（者）	常見 an illegal immigrant（非法移民）、immigrant community（移民社群），與 emigrant（移出者）視角相反。	The city has a large immigrant population from various countries.	這座城市有大量來自不同國家的移民人口。
immigration	noun	noun	the process of coming to live permanently in a foreign country, or the government department handling this	移民（現象或程序）；入境檢查	常見 immigration policy（移民政策）、pass through immigration（通過入境檢查）。	The government announced new immigration policies last month.	政府上個月宣布了新的移民政策。
imminent	adjective	adjective	about to happen very soon	即將發生的；迫在眉睫的	常見 imminent danger（迫在眉睫的危險），語氣正式，強調事情近在眼前、無法避免。	Forecasters warned that a major storm was imminent.	氣象預報員警告一場大風暴即將來襲。
immune	adjective	adjective	protected against a particular disease or influence, or not affected by something	免疫的；有免疫力的；不受影響的	常見 immune to criticism（不受批評影響），醫學脈絡指 immune to a disease（對疾病免疫）。	No one is completely immune to stress.	沒有人完全不受壓力影響。
immune	noun	noun	a substance or organism that provides immunity（較少見的名詞用法，多指免疫相關物質）	免疫物質（較少見用法）	此詞多作形容詞使用，作名詞極為罕見，一般以 immune system（免疫系統）等複合詞表達相關概念。	Researchers studied various immunes to understand disease resistance.	研究人員研究了各種免疫物質，以了解疾病抵抗力。
impart	verb	verb	to communicate information or knowledge, or to give a particular quality to something	傳授（知識）；賦予（某種特質）	常見 impart knowledge（傳授知識）、impart a flavor（賦予風味），語氣正式書面。	The mentor imparted valuable wisdom to her students.	這位導師向學生傳授了寶貴的智慧。
impassioned	adjective	adjective	filled with or showing great emotion or enthusiasm	慷慨激昂的；充滿熱情的	常修飾 speech、plea 等，如 an impassioned speech（慷慨激昂的演講），語氣強烈正面。	He gave an impassioned speech about the importance of education.	他發表了一場關於教育重要性的慷慨激昂的演講。
impassive	adjective	adjective	not feeling or showing emotion; expressionless	不動聲色的；冷漠的	常修飾 face、expression，如 an impassive expression，強調刻意壓抑情緒不表露。	Her impassive face gave no hint of what she was thinking.	她面無表情，讓人無法看出她在想什麼。
impeach	verb	verb	to formally charge a public official with misconduct, potentially leading to removal from office	彈劾（公職人員）	政治或法律用語，常見 impeach the president（彈劾總統），程序正式且具法律效力。	Congress voted to impeach the official for abuse of power.	國會投票通過彈劾這名官員濫用職權。
impede	verb	verb	to delay or prevent someone or something by obstructing them	阻礙；妨礙	常接抽象名詞，如 impede progress（阻礙進展），語氣正式書面，與 hamper 相似。	Heavy traffic impeded their journey to the airport.	嚴重的交通阻礙了他們前往機場的行程。
impenetrable	adjective	adjective	impossible to enter or pass through, or impossible to understand	無法穿透的；難以理解的	常見 an impenetrable forest（無法穿越的森林）；比喻用法如 impenetrable jargon（難懂的術語）。	The legal document was full of impenetrable jargon.	這份法律文件充滿了難以理解的術語。
imperative	adjective	adjective	extremely important or urgent; essential	極其重要的；必須的；迫切的	常見 it is imperative that...（……是必要的），語氣正式強烈，強調不可忽視的急迫性。	It is imperative that we address this issue immediately.	我們必須立即處理這個問題。
imperative	noun	noun	an essential or urgent need or duty	當務之急；必要之事	常見 a moral imperative（道德義務）、a business imperative（企業當務之急）。	Reducing carbon emissions has become a global imperative.	減少碳排放已成為全球的當務之急。
imperial	adjective	adjective	relating to an empire or emperor, or (informally) majestic or grand	帝國的；皇帝的；（口語）雄偉壯麗的	常見 imperial power（帝國勢力）、the imperial palace（皇宮），歷史或政治語境常用。	The museum houses artifacts from the imperial era.	這間博物館收藏了帝國時代的文物。
imperial	noun	noun	a unit of measurement in the British imperial system（較少見，多指度量單位或帝國相關概念）	（英制度量衡的）帝國單位（較少見用法）	此詞多作形容詞使用，名詞用法較罕見，常見於描述英制度量系統 imperial system 相關語境。	The recipe still uses imperial measurements like pints and ounces.	這份食譜仍使用品脫、盎司等英制度量單位。
impervious	adjective	adjective	not allowing something to pass through, or not affected by something	不可滲透的；不受影響的	常接 to，如 impervious to criticism（不受批評影響），比喻用法非常常見。	He seemed impervious to the harsh criticism from reporters.	他似乎完全不受記者嚴厲批評的影響。
impinge	verb	verb	to have a negative effect on something, or to encroach on someone's rights or territory	對……造成不良影響；侵犯（權利）	常接 on/upon，如 impinge on someone's rights，語氣正式書面。	The new regulations impinge on individual freedoms.	這項新法規侵犯了個人自由。
implausible	adjective	adjective	not seeming reasonable or probable; hard to believe	難以置信的；不合情理的	常修飾 story、excuse 等，如 an implausible excuse，與 plausible（合理可信的）相對。	His explanation for being late seemed highly implausible.	他遲到的理由聽起來非常難以置信。
implication	noun	noun	a conclusion that can be drawn from something, though not explicitly stated, or a possible effect	含意；言外之意；（可能的）影響	常見 the implications of a decision（決定所帶來的影響），常用複數形。	The policy change has serious implications for small businesses.	這項政策變動對小型企業有嚴重的影響。
implore	verb	verb	to beg someone earnestly or desperately to do something	懇求；哀求	常接 to do something，如 implore someone to stay，語氣比 ask 強烈許多，帶有絕望懇切的情感。	She implored him not to leave without saying goodbye.	她懇求他別不告而別。
impose	verb	verb	to force something to be accepted or put in place, especially a rule, tax, or opinion	強加；施加（規則、稅賦或意見）	常接 on，如 impose a tax on，也可用 impose oneself on someone（強行打擾某人）。	The government decided to impose a new tax on imported goods.	政府決定對進口商品課徵新稅。
impression	noun	noun	an idea or feeling about someone or something, based on how they appear	印象；感覺	常見 make a good impression（留下好印象）、under the impression that...（誤以為）。	She made a great first impression during the interview.	她在面試中留下了絕佳的第一印象。
impressive	adjective	adjective	evoking admiration through size, quality, or skill	令人印象深刻的；出色的	常修飾成就、表演或能力，如 an impressive performance，語氣正面。	His fluency in five languages is truly impressive.	他能流利地說五種語言，實在令人印象深刻。
imprisonment	noun	noun	the state of being kept in prison as a punishment	監禁；入獄	法律用語，常見 life imprisonment（終身監禁）、a sentence of imprisonment。	He was sentenced to five years' imprisonment for fraud.	他因詐欺罪被判處五年監禁。
improvise	verb	verb	to create or perform something spontaneously, without preparation	即興創作；臨場發揮	常見 improvise a solution（臨場想出解決辦法）；音樂或戲劇領域常指即興演出。	When the power went out, the band improvised an acoustic set.	停電時，樂團臨時即興演出了一場原音演唱。
impulse	noun	noun	a sudden strong desire or urge to act, often without thinking	衝動；一時的念頭	常見 act on impulse（憑一時衝動行事）、buy something on impulse（衝動購物）。	She bought the dress on impulse and later regretted it.	她一時衝動買了那件洋裝，後來很後悔。
impulsive	adjective	adjective	acting or done suddenly without careful thought	衝動的；不加思索的	常修飾人的性格或行為，如 an impulsive decision（衝動的決定），語氣中性偏負面。	His impulsive spending habits often got him into financial trouble.	他衝動的消費習慣經常讓他陷入財務困境。
impunity	noun	noun	freedom from punishment or unpleasant consequences of an action	不受懲罰；免受制裁	常見 with impunity（不受懲罰地），常用於描述有權勢者做壞事卻不受追究的情況。	Corrupt officials often acted with impunity for years.	貪腐官員往往多年不受懲罰地為所欲為。
inability	noun	noun	the lack of ability or capacity to do something	無能力；做不到	常見 inability to do something，如 his inability to communicate clearly（他無法清楚溝通的問題）。	Her inability to speak the language made the trip difficult.	她無法說當地語言，讓這趟旅行變得困難重重。
inadequate	adjective	adjective	not sufficient or good enough for a particular purpose	不充分的；不足的；不勝任的	常見 inadequate funding（資金不足）；也可形容人感到自己能力不足，如 feel inadequate。	The old equipment proved inadequate for the new project.	舊設備證明不足以應付這項新專案的需求。
inanimate	adjective	adjective	not alive, especially not in the way people, animals, and plants are	無生命的；非生物的	常見 an inanimate object（無生命的物體），與 animate（有生命的）相對，多用於哲學或語言學語境。	The room was full of inanimate objects like furniture and boxes.	房間裡擺滿了像家具和箱子這樣的無生命物體。
inappropriate	adjective	adjective	not suitable or proper in the circumstances	不恰當的；不合適的	常見 inappropriate behavior（不當行為），語氣正式，常見於職場或禮儀相關語境。	Wearing casual clothes to the funeral would be inappropriate.	穿便服參加葬禮是不恰當的。
inaugural	adjective	adjective	marking the beginning of an organization, activity, or period of office	就職的；創始的；首次的	常見 inaugural speech（就職演說）、inaugural meeting（首次會議），語氣正式莊重。	The mayor delivered her inaugural address to a large crowd.	市長向大批群眾發表了她的就職演說。
incarcerate	verb	verb	to imprison or confine someone	監禁；關押	比 imprison 更正式，常見於法律或新聞報導，如 be incarcerated for a crime。	He was incarcerated for three years following his conviction.	他被判刑後遭監禁了三年。
incentive	noun	noun	something that motivates or encourages someone to do something	誘因；獎勵；激勵措施	常見 tax incentive（稅務優惠）、financial incentive（經濟誘因），商業與政策語境常用。	The company offers financial incentives to employees who exceed their goals.	這家公司為達成目標以上的員工提供經濟獎勵。
inception	noun	noun	the beginning or establishment of an organization or activity	開始；創立；起始	常見 since its inception（自成立以來），語氣正式，常見於機構或計畫的歷史敘述。	The company has grown significantly since its inception in 2005.	這家公司自 2005 年成立以來已大幅成長。
incessant	adjective	adjective	continuing without pause or interruption	不斷的；不停的	常修飾令人厭煩的持續事物，如 incessant noise（不停的噪音），語氣帶輕微負面。	The incessant rain made the roads impossible to travel.	不停的降雨讓道路根本無法通行。
inchoate	adjective	adjective	just begun and not yet fully formed or developed	初步的；未成形的	語氣書面正式，常修飾 idea、plan 等尚在雛形階段的事物，日常口語極少使用。	Her idea for the novel was still inchoate and needed more development.	她這部小說的構想還只是雛形，需要進一步發展。
incidence	noun	noun	the frequency or rate of occurrence of something, especially something undesirable	發生率；發生次數	常見 the incidence of a disease（疾病的發生率），常用於統計或醫學語境。	The incidence of the disease has decreased significantly with vaccination.	接種疫苗後，這種疾病的發生率已顯著下降。
incident	noun	noun	an event, especially one that is unusual, unpleasant, or noteworthy	事件；事故	常見 a minor incident（一起小事故）；也用於外交或安全語境，如 a diplomatic incident。	Police were called to investigate the incident at the parking lot.	警方被叫去調查停車場的這起事件。
incident	adjective	adjective	naturally accompanying or related to something else, especially as a secondary effect	附帶發生的；伴隨而來的	較少見用法，常見固定片語 incident to，強調某事作為另一事件自然伴隨的結果，多見於正式或法律文本。	The risks incident to travel should not be underestimated.	旅行所伴隨而來的風險不應被低估。
incidentally	adverb	adverb	used to introduce a related but less important point, or by chance	順帶一提；附帶地	常置句首作插入語，如 Incidentally, I forgot to mention...，用於引出補充資訊。	Incidentally, the meeting has been moved to Thursday.	順帶一提，會議已改到週四舉行。
incipient	adjective	adjective	in an initial stage; beginning to happen or develop	初期的；剛萌芽的	常修飾抽象事物，如 an incipient crisis（初現端倪的危機），語氣正式書面。	Doctors detected signs of an incipient infection.	醫生偵測到初期感染的跡象。
incision	noun	noun	a cut made into tissue or an organ, especially during surgery	（外科手術的）切口	醫學用語，常見 make an incision（開刀切口），語氣正式且技術性。	The surgeon made a small incision to remove the appendix.	外科醫生開了一個小切口以摘除闌尾。
inclusive	adjective	adjective	including everyone or everything, especially without discrimination	包容的；涵蓋在內的	常見 an inclusive environment（包容的環境）；也可指價格已含所有費用，如 all-inclusive。	The school aims to create an inclusive environment for all students.	這所學校致力於為所有學生創造一個包容的環境。
incoming	adjective	adjective	arriving or about to arrive, or about to begin a term of office	即將到來的；來電（來訊）的；即將上任的	常見 incoming call（來電）、incoming president（即將上任的總統）。	She screened the incoming calls before answering.	她先篩選來電，再決定要不要接聽。
incompetent	adjective	adjective	lacking the necessary skills or ability to do something properly	無能的；不勝任的	常修飾人或表現，如 an incompetent employee，語氣帶負面評價。	The new manager was widely seen as incompetent.	新任經理普遍被認為能力不足。
incompetent	noun	noun	a person who lacks the necessary skills or ability	無能的人	名詞用法帶強烈負面意味，語氣直接，使用時需留意場合。	He was fired for being an incompetent who couldn't meet deadlines.	他因為是個無法準時完成工作的無能之人而被解雇。
incongruous	adjective	adjective	not in harmony or agreement with the surroundings or situation; out of place	不協調的；不相稱的	常修飾與周遭格格不入的事物，如 an incongruous sight，語氣書面正式。	The modern skyscraper looked incongruous next to the old temple.	這棟現代摩天大樓與古老寺廟並列，顯得格格不入。
incorporate	verb	verb	to include something as part of a whole	納入；包含；使成為一部分	常接 into，如 incorporate feedback into the plan（將意見納入計畫），語氣中性正式。	The new design incorporates several suggestions from users.	這項新設計納入了使用者的幾項建議。
incorporate	adjective	adjective	formally established as a legal corporation	已依法組成法人的	法律用語，較不常見，多見於公司法相關正式文件。	The organization is incorporate under state law as a nonprofit.	該組織依州法登記為非營利法人組織。
incredible	adjective	adjective	impossible or very difficult to believe, or extraordinarily good	難以置信的；驚人的；極好的	口語常誇張使用，表示非常出色，如 an incredible performance，語氣正面。	She gave an incredible performance at the concert.	她在演唱會上有著驚人的演出。
incredulity	noun	noun	the state of being unwilling or unable to believe something	難以置信；懷疑	常見 with incredulity（帶著難以置信的態度），語氣正式書面。	He stared at the results with incredulity.	他難以置信地盯著結果看。
increment	noun	noun	a regular increase in a quantity or amount	增量；遞增	常見 salary increment（薪資調升）、in small increments（以小幅度遞增），多用於商業或數學語境。	Her salary increases in small increments each year.	她的薪水每年都以小幅度遞增。
incubation	noun	noun	the process of maintaining eggs at a suitable temperature for development, or the period before symptoms of a disease appear	孵化（過程）；（疾病的）潛伏期	常見 an incubation period（潛伏期），醫學語境常用；也指鳥類或昆蟲孵蛋的過程。	The incubation period for the virus is about five days.	這種病毒的潛伏期約為五天。
incur	verb	verb	to become subject to something unpleasant as a result of one's own actions	招致；遭受（不良後果，尤指費用或責任）	常接 costs、debt、penalty 等，如 incur a fine（招致罰款），語氣正式書面。	Late payments will incur an additional fee.	逾期付款將產生額外費用。
indebted	adjective	adjective	owing money, or feeling grateful for a favor received	負債的；感激的（因受人幫助）	常見 be indebted to someone for their help（感激某人的幫助），比喻用法多於字面欠債之意。	I am deeply indebted to my mentor for her guidance.	我對導師的指導深感感激。
indefatigable	adjective	adjective	persisting tirelessly, without ever giving up	不知疲倦的；堅持不懈的	語氣正式書面，常修飾人的毅力，如 an indefatigable worker，帶明顯正面評價。	She was an indefatigable advocate for children's education.	她是一位不知疲倦、始終如一地倡導兒童教育的人。
indelible	adjective	adjective	making marks that cannot be removed, or (of an impression or memory) permanent	不可磨滅的；擦不掉的	常見 an indelible mark（擦不掉的痕跡）；比喻用法如 leave an indelible impression（留下不可磨滅的印象）。	The experience left an indelible impression on her.	這段經歷在她心中留下了不可磨滅的印象。
indeterminate	adjective	adjective	not exactly known, established, or defined	不確定的；未確定的	常見 an indeterminate amount（不確定的數量），語氣正式，強調範圍或性質尚未明確。	The project will take an indeterminate amount of time to complete.	這項專案將花費不確定的時間才能完成。
indicative	adjective	adjective	serving as a sign or indication of something	表示……的；顯示……的	常接 of，如 indicative of a larger problem（顯示出更大的問題），語氣正式書面。	His nervous behavior was indicative of his guilt.	他緊張的舉止顯示出他心虛。
indicator	noun	noun	a sign, measure, or gauge that shows the state or level of something	指標；指示器	常見 an economic indicator（經濟指標）；也指車輛的方向燈（英式英語）。	Unemployment is a key indicator of economic health.	失業率是經濟健全與否的關鍵指標。
indictment	noun	noun	a formal charge or accusation of a serious crime, or something that reveals a serious problem	（刑事）起訴書；控訴；（反映問題的）證明	法律用語，常見 issue an indictment；比喻用法如 a damning indictment of the system（對這個體制的嚴厲控訴）。	The scandal is a damning indictment of the company's ethics.	這起醜聞嚴厲地揭露了這家公司缺乏道德的問題。
indigenous	adjective	adjective	originating naturally in a particular place; native	（動植物或人）本地的；原生的；原住民的	常見 indigenous peoples（原住民族）、indigenous species（原生物種），語氣中性且尊重原生性。	The plant is indigenous to South America.	這種植物原生於南美洲。
indignation	noun	noun	anger or annoyance provoked by something perceived as unjust or unfair	憤慨；義憤	常見 righteous indignation（義憤），強調因不公不義而產生的憤怒，語氣正式。	She expressed her indignation at the unfair treatment of the workers.	她對工人所受到的不公平待遇表示憤慨。
indignity	noun	noun	treatment or a situation that causes shame, embarrassment, or a loss of self-respect	屈辱；受辱的經歷	常見 suffer the indignity of，指經歷讓人失去尊嚴的情況，語氣正式書面。	He suffered the indignity of being fired in front of his colleagues.	他遭受了在同事面前被解雇的屈辱。
induce	verb	verb	to succeed in persuading someone to do something, or to bring about a state or condition	誘使；引起；導致	常接 to do something，如 induce someone to sign；醫學語境也指誘發，如 induce labor（催生）。	The offer of a bonus induced him to work overtime.	提供獎金誘使他願意加班工作。
induct	verb	verb	to formally admit someone to a role, position, or organization	使正式就任；接納入會	常接 into，如 induct someone into a hall of fame（將某人納入名人堂），語氣正式莊重。	The athlete was inducted into the sports hall of fame.	這位運動員被納入了體育名人堂。
indulge	verb	verb	to allow oneself to enjoy something, especially something pleasurable, or to satisfy someone's wishes	放縱；縱容；沉溺於（享受）	常見 indulge in something（沉溺於某事）、indulge a child（寵溺孩子）。	She decided to indulge in a slice of chocolate cake.	她決定放縱一下，吃一片巧克力蛋糕。
ineffectual	adjective	adjective	not producing the desired effect; incapable of performing efficiently	無效的；不中用的	常修飾人或措施，如 an ineffectual leader（無能的領導者），語氣帶負面評價。	The government's response to the crisis was widely seen as ineffectual.	政府對這場危機的應對被普遍認為是無效的。
ineligible	adjective	adjective	not qualified or entitled to do or receive something	不合資格的；沒有資格的	常見 ineligible for a benefit（不符合福利資格），常接 for，語氣正式。	He was ineligible for the scholarship due to his GPA.	他因為平均成績不符標準而沒有資格獲得獎學金。
inept	adjective	adjective	having or showing no skill; clumsy or incompetent	笨拙的；不擅長的	常修飾人的能力或表現，如 socially inept（不擅社交），語氣帶負面評價。	His inept handling of the situation only made things worse.	他笨拙地處理這個情況，只讓事情變得更糟。
inequity	noun	noun	unfairness or lack of justice, especially in the distribution of resources or opportunities	不公平；不平等	常見 income inequity（收入不平等），與 inequality 相近但更強調道德上的不公。	The report highlights the inequity in access to healthcare.	這份報告凸顯了醫療資源取得上的不公平。
inevitable	adjective	adjective	certain to happen; impossible to avoid	不可避免的；必然的	常見 an inevitable outcome（必然的結果），語氣正式，強調事情必定發生。	Given the circumstances, the company's closure seemed inevitable.	鑑於當時的情況，這家公司的倒閉似乎是不可避免的。
inevitably	adverb	adverb	in a way that is certain to happen; unavoidably	不可避免地；必然地	常置句首或修飾整個句子，如 Inevitably, prices rose.，語氣正式書面。	Inevitably, the news spread quickly through the small town.	不出所料，這個消息很快就在這座小鎮傳開了。
inexorable	adjective	adjective	impossible to stop or prevent; relentless	不可阻擋的；無法改變的	常修飾 progress、decline 等，如 the inexorable march of time，語氣書面正式且帶宿命感。	The inexorable rise in prices worried many consumers.	物價無法阻擋地上漲，讓許多消費者感到擔憂。
inexplicable	adjective	adjective	unable to be explained or accounted for	無法解釋的；難以理解的	常修飾 phenomenon、behavior，如 an inexplicable feeling，語氣正式，強調理性上無法解釋。	For some inexplicable reason, the machine suddenly stopped working.	不知為何，這台機器突然就停止運作了。
infant	noun	noun	a very young child or baby	嬰兒；幼兒	常見 infant care（嬰兒照護）；也可作形容詞用，如 infant mortality（嬰兒死亡率）。	The hospital has a special unit for premature infants.	這家醫院設有專門照護早產兒的病房。
infect	verb	verb	to contaminate with a disease-causing organism, or to spread a feeling or attitude to others	使感染（疾病）；感染（情緒等）	常見 infect a wound（傷口感染）；比喻用法如 her enthusiasm infected the whole team（她的熱情感染了整個團隊）。	The wound became infected due to poor hygiene.	由於衛生不佳，這個傷口感染了。
infection	noun	noun	the invasion and multiplication of disease-causing organisms in the body	感染；傳染病	醫學用語，常見 a bacterial infection（細菌感染）、an ear infection（耳部感染）。	She was prescribed antibiotics to treat the infection.	她被開了抗生素來治療這次感染。
inference	noun	noun	a conclusion reached on the basis of evidence and reasoning	推論；推斷	常見 draw an inference（做出推論），語氣正式，常見於學術或邏輯討論。	From the data, we can draw the inference that sales will continue to rise.	從這些數據中，我們可以推斷銷售額會持續成長。
inferior	adjective	adjective	lower in quality, status, or rank compared to another	較差的；次等的；地位較低的	常接 to，如 inferior to the original，語氣帶負面比較意味。	The knockoff product was clearly inferior to the original brand.	這個仿冒品明顯不如原廠品牌。
inferior	noun	noun	a person of lower rank or status than another	下屬；地位較低的人	常見於階級或組織脈絡，如 treat someone as an inferior（把某人當下屬對待），語氣帶負面意味。	He never treated his employees as inferiors.	他從不把員工當成下屬般看待。
infinite	adjective	adjective	limitless or endless in space, extent, or size; impossible to measure or calculate	無限的；無窮的	常見 infinite possibilities（無限的可能性），語氣正式，數學或哲學語境也常用。	The universe is often described as infinite in size.	宇宙的大小常被形容為無限。
infinity	noun	noun	the state or quality of being infinite; an infinitely great number or distance	無限；無窮	常見 to infinity（直到無窮），數學用語也常見於哲學討論。	The mathematician explained the concept of infinity to the class.	這位數學家向班上解釋了無限的概念。
inflame	verb	verb	to provoke or intensify strong feelings, especially anger, or to cause a part of the body to become red and swollen	煽動；激化（情緒）；使發炎	比喻用法常見 inflame tensions（激化緊張情勢）；醫學語境指身體部位發炎紅腫。	The politician's remarks only inflamed public anger.	這位政治人物的言論只是進一步激化了公眾的憤怒。
inflammation	noun	noun	a localized physical condition in which part of the body becomes red, swollen, and painful, or a state of intense emotion	（身體部位的）發炎；（情緒的）激化	醫學用語常見 chronic inflammation（慢性發炎）；比喻用法較少見。	The doctor prescribed medication to reduce the inflammation in his knee.	醫生開了藥物來減輕他膝蓋的發炎狀況。
inflate	verb	verb	to fill something with air or gas, causing it to expand, or to increase something artificially	使膨脹；為……充氣；誇大	常見 inflate a balloon（給氣球充氣）；比喻用法如 inflate prices（哄抬價格）、inflate one's ego（膨脹自我）。	The company was accused of inflating its sales figures.	這家公司被指控誇大了其銷售數字。
inflation	noun	noun	a general increase in prices and a fall in the purchasing value of money	通貨膨脹	經濟學用語，常見 rising inflation（通膨上升）、control inflation（控制通膨）。	Inflation has significantly increased the cost of living.	通貨膨脹已大幅提高了生活成本。
inflict	verb	verb	to cause someone or something to suffer something unpleasant	使遭受；施加（痛苦或損害）	常接 on，如 inflict pain on someone（讓某人遭受痛苦），語氣正式且帶負面意味。	The storm inflicted severe damage on the coastal town.	這場風暴對這座沿海小鎮造成了嚴重的損害。
influential	adjective	adjective	having great influence on someone or something	有影響力的	常見 an influential figure（有影響力的人物），語氣正面，強調其對他人或局勢的重大作用。	She is one of the most influential figures in the fashion industry.	她是時尚產業中最具影響力的人物之一。
informal	adjective	adjective	relaxed and friendly, or not following official or conventional rules	非正式的；隨意的	常見 an informal setting（輕鬆隨意的場合）、informal language（口語化的用語），與 formal 相對。	The meeting was held in an informal setting over coffee.	這場會議是在喝咖啡的輕鬆場合中舉行的。
infraction	noun	noun	a violation or breach of a law, rule, or agreement	違反（規定）；違規行為	法律或體育用語，常見 a minor infraction（輕微違規），語氣正式，程度通常輕於 crime。	He received a warning for a minor traffic infraction.	他因輕微的交通違規而收到警告。
infuriate	verb	verb	to make someone extremely angry	使大為光火；激怒	比 anger 語氣更強烈，常用被動語態 be infuriated by，如 be infuriated by the delay。	The unfair decision infuriated the entire team.	這項不公的決定讓整個團隊都大為光火。
infuse	verb	verb	to fill or permeate something with a quality or feeling, or to soak an ingredient in liquid to extract its flavor	使充滿（某種特質）；浸泡（萃取風味）	常見 infuse with energy（注入活力）；料理語境也指浸泡茶葉、香料等以萃取味道。	The chef infused the oil with fresh herbs.	主廚將新鮮香草浸泡到油中，讓油帶有香草風味。
