lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
dribble	noun	noun	a small trickle of liquid, or the act of moving a ball with light touches	滴落的少量液體；運球（動作）	常見於描述少量液體滴落，或運動中控球動作的名詞形式。	A dribble of paint ran down the side of the can.	一滴油漆順著罐子側邊流下。	[{"text":"a dribble of water","meaningZh":"一小股水流"}]
drift	noun	noun	a slow, gradual movement, or the general meaning of what someone is saying	漂流；（言語的）大意	常見 catch someone's drift（明白某人的意思，口語用法）、a snow drift（雪堆），依語境判斷詞義。	I don't understand every word, but I get the drift of the argument.	我不是每個字都懂，但大致明白這個論點的意思。	[{"text":"get the drift","meaningZh":"領會大意"}]
drill	noun	noun	a tool for boring holes, or a repeated exercise for training	鑽孔機；（軍事、消防等）演習	常見 a fire drill（消防演習）、a power drill（電鑽），涵蓋工具與訓練演練兩種常見用法。	The school conducted a fire drill to prepare students for emergencies.	學校進行了一次消防演習，讓學生為緊急狀況做好準備。	[{"text":"a fire drill","meaningZh":"消防演習"}]
drill	verb	verb	to make a hole using a drill, or to train someone through repeated exercises	鑽孔；反覆訓練	常接具體物體，如 drill a hole，也可用於教育語境，如 drill students on vocabulary（反覆訓練學生單字）。	The dentist drilled a small cavity in his tooth.	牙醫在他的牙齒上鑽了一個小蛀洞。	[{"text":"drill a hole","meaningZh":"鑽孔"}]
drip	noun	noun	a small falling drop of liquid, or the sound or process of dripping	滴（水）；滴落聲	常見 drip by drip（一滴一滴地）、an IV drip（點滴，醫療用語），指液體逐滴落下的現象或聲音。	She could hear the steady drip of water from the leaking faucet.	她能聽見漏水的水龍頭傳來規律的滴水聲。	[{"text":"a steady drip","meaningZh":"持續滴落"}]
drip	verb	verb	to fall or let fall in small drops	滴落	常接 from/with，如 drip from the ceiling、dripping with sweat，強調液體以小滴形式落下。	Water dripped steadily from the ceiling after the storm.	暴風雨過後，水一直從天花板滴落。	[{"text":"drip from the tap","meaningZh":"從水龍頭滴落"}]
drizzle	noun	noun	light rain falling in fine drops	毛毛雨；細雨	常見 a light drizzle，指比 rain 更輕、顆粒更細的降雨，天氣預報常用詞。	A fine drizzle covered the city all morning.	一整個早上，這座城市都籠罩在毛毛細雨中。	[{"text":"a light drizzle","meaningZh":"毛毛雨"}]
drizzle	verb	verb	to rain lightly in fine drops, or to pour a liquid lightly over food	下毛毛雨；（把液體）細細淋在食物上	天氣用法為不及物動詞；烹飪用法則常見 drizzle olive oil over the salad（在沙拉上淋橄欖油）。	Drizzle a little honey over the yogurt before serving.	上桌前在優格上淋一點蜂蜜。	[{"text":"drizzle oil over the salad","meaningZh":"把油細細淋在沙拉上"}]
drone	noun	noun	an unmanned aircraft controlled remotely, or a continuous low humming sound	無人機；持續低沉的嗡嗡聲	常見 a surveillance drone（監視用無人機），也可指單調持續的聲音，如 the drone of traffic，兩義項常見於不同語境。	The company uses drones to deliver packages in rural areas.	這家公司使用無人機在鄉村地區運送包裹。	[{"text":"the drone of an engine","meaningZh":"引擎持續的嗡嗡聲"}]
drone	verb	verb	to make a continuous low humming sound, or to talk in a monotonous tone	發出嗡嗡聲；用單調的語氣說話	常接 on，如 drone on about something（喋喋不休地講某事），帶輕微負面意味，指說話乏味冗長。	The professor droned on about tax law for over an hour.	這位教授用單調的語氣講了一個多小時的稅法。	[{"text":"drone on about something","meaningZh":"單調乏味地說個不停"}]
droop	verb	verb	to bend or hang down weakly, especially from tiredness or lack of support	垂下；（因疲累）耷拉	常形容眼皮、花朵或肩膀因疲勞或缺乏支撐而下垂，如 eyelids drooping，語氣中性偏消極。	The flowers began to droop after several days without water.	這些花好幾天沒澆水後開始枯萎下垂。	[{"text":"droop with exhaustion","meaningZh":"因筋疲力盡而垂下"}]
drought	noun	noun	a prolonged period of abnormally low rainfall	乾旱	常見 a severe drought、drought conditions，指長期降雨不足導致的缺水狀況，農業與氣候語境常用。	The region has suffered from a severe drought for the past two years.	這個地區過去兩年來一直遭受嚴重乾旱之苦。	[{"text":"a prolonged drought","meaningZh":"長期乾旱"}]
drown	verb	verb	to die or cause death from being unable to breathe underwater, or to overwhelm a sound	溺水（身亡）；淹沒（聲音）	字面指溺水，比喻用法如 drown out a sound（蓋過某聲音），強調某聲音被完全掩蓋。	The music was so loud it drowned out our conversation.	音樂太大聲，把我們的對話都蓋過去了。	[{"text":"drown out the noise","meaningZh":"蓋過噪音"}]
dual	adjective	adjective	consisting of two parts, elements, or aspects	雙重的；二元的	常見 dual citizenship（雙重國籍）、dual purpose（雙重目的），強調同時具備兩種性質或功能。	She holds dual citizenship in both the United States and Canada.	她同時擁有美國和加拿大的雙重國籍。	[{"text":"dual citizenship","meaningZh":"雙重國籍"}]
duel	noun	noun	a formal fight between two people with weapons, or an intense contest between two parties	決鬥；激烈的對決	字面指歷史上兩人以武器對決，比喻用法指激烈的競爭，如 a political duel。	The two knights settled their dispute with a sword duel.	這兩位騎士以劍術決鬥來解決他們的爭端。	[{"text":"a duel of wits","meaningZh":"鬥智"}]
duel	verb	verb	to fight in a formal duel, or to compete intensely with someone	決鬥；激烈競爭	字面用法較少見於現代，比喻用法常見於體育或政治語境，如 the two candidates dueled over the issue。	The two chess grandmasters dueled for nearly six hours.	這兩位西洋棋大師激烈對弈了將近六個小時。	[{"text":"duel with a rival","meaningZh":"與對手決鬥"}]
dull	verb	verb	to make something less sharp, intense, or interesting	使遲鈍；使減弱；使變無趣	常接 pain、senses 等，如 the medicine dulled the pain（藥物減輕了疼痛），也可指使人失去興趣或活力。	Years of routine work had dulled his enthusiasm for the job.	多年一成不變的工作已磨滅了他對這份工作的熱忱。	[{"text":"dull the pain","meaningZh":"減輕痛感"}]
duly	adverb	adverb	in a proper or expected manner; at the appropriate time	適當地；如期地；理所當然地	正式用語，常見 duly noted（已如實記錄）、duly elected（依法當選），強調依照正確程序或預期完成。	The contract was duly signed by both parties.	雙方已依規定正式簽署了這份合約。	[{"text":"duly noted","meaningZh":"已正式記下；已悉"}]
dumb	adjective	adjective	stupid or foolish, or (dated/offensive) unable to speak	愚蠢的；（過時用法，具冒犯性）啞的	口語中常指愚蠢，如 a dumb question；指「不能說話」的用法現已過時且可能冒犯，較少使用。	I felt dumb for forgetting such an obvious answer.	忘記這麼明顯的答案讓我覺得自己很蠢。	[{"text":"a dumb mistake","meaningZh":"愚蠢的錯誤"}]
dummy	noun	noun	an object made to resemble a real thing, especially for training or display, or (informally) a stupid person	假人；模型；（口語）笨蛋	常見 a crash test dummy（碰撞測試假人）、a dummy pacifier（安撫奶嘴，英式用法），口語中也可用來罵人愚蠢。	The store window displayed clothes on a plastic dummy.	店面櫥窗用塑膠假人展示衣服。	[{"text":"a crash-test dummy","meaningZh":"碰撞測試假人"}]
dummy	adjective	adjective	made to imitate or replace something real, used for testing or as a placeholder	假的；模擬用的	常見 a dummy account（測試用假帳號）、dummy data（測試用假資料），指非真實但用於模擬或測試的事物。	The developers used dummy data to test the new system.	開發人員使用假資料來測試這套新系統。	[{"text":"a dummy account","meaningZh":"測試用的假帳號"}]
dump	noun	noun	a site where waste is left, or (informally) an unpleasant, messy place	垃圾場；（口語）髒亂的地方	常見 a garbage dump（垃圾場），口語也可用來形容雜亂骯髒的住處，如 this apartment is a dump。	The old tires were taken to the local dump for disposal.	那些舊輪胎被送到當地的垃圾場處理。	[{"text":"a rubbish dump","meaningZh":"垃圾場"}]
dump	verb	verb	to get rid of something in a careless or hasty way, or to end a romantic relationship abruptly	傾倒（垃圾）；隨意丟棄；（口語）甩掉（情人）	常見 dump waste（傾倒廢棄物）；口語中也常用於分手情境，如 he dumped his girlfriend。	Factories were fined for illegally dumping chemicals into the river.	工廠因非法將化學物質傾倒入河中而被罰款。	[{"text":"dump toxic waste","meaningZh":"傾倒有毒廢棄物"}]
duration	noun	noun	the length of time something continues or lasts	持續時間；期間	常見 for the duration of，如 for the duration of the meeting（整場會議期間），強調事件延續的時長。	The flight's duration was approximately fourteen hours.	這趟航班的飛行時間大約是十四個小時。	[{"text":"for the duration of","meaningZh":"在……整段期間"}]
dwarf	noun	noun	a person, animal, or plant much smaller than usual, especially one with a genetic condition affecting growth	矮人；侏儒；矮小的生物	字面用法涉及生理特徵，需謹慎使用避免冒犯；也可指童話中的小矮人角色，如 Snow White and the Seven Dwarfs。	The fairy tale features seven dwarfs who live in the forest.	這則童話故事中有七個住在森林裡的小矮人。	[{"text":"a dwarf in a fairy tale","meaningZh":"童話中的矮人"}]
dwarf	verb	verb	to make something seem small by comparison; to greatly exceed in size	使相形見絀；遠遠超過	常見 be dwarfed by，如 the old building was dwarfed by the new skyscraper，強調在體積或規模上遠遠超越。	The new stadium dwarfs every other building in the city.	這座新體育場的規模遠遠超過城裡的其他建築。	[{"text":"dwarf the surrounding buildings","meaningZh":"比周圍建築大得多"}]
dynamic	adjective	adjective	characterized by constant change, activity, or energy	動態的；充滿活力的	常修飾 person、market、process，強調積極變化、不斷發展的特質，語氣正面，與 static 相對。	She has a dynamic personality that energizes the whole team.	她充滿活力的個性為整個團隊注入了能量。	[{"text":"a dynamic leader","meaningZh":"充滿活力的領導者"}]
dynamics	noun	noun	the forces or properties that stimulate change, growth, or activity within a system	動力學；（互動的）動態關係	常見 group dynamics（團體互動關係）、market dynamics（市場動態），指影響系統運作或變化的內在因素。	Understanding family dynamics can help therapists offer better support.	了解家庭的互動關係能幫助治療師提供更好的協助。	[{"text":"group dynamics","meaningZh":"群體互動關係"}]
dysfunctional	adjective	adjective	not operating normally or properly, especially in relation to social or family relationships	功能失調的；失能的	常見 a dysfunctional family（失能家庭）、a dysfunctional system，強調原本應正常運作的關係或系統出現嚴重問題。	He grew up in a dysfunctional household marked by constant conflict.	他在一個充滿衝突、功能失調的家庭中長大。	[{"text":"a dysfunctional family","meaningZh":"功能失調的家庭"}]
eager	adjective	adjective	strongly wanting to do or have something	渴望的；急切的	常接 to do something 或 for，如 eager to learn、eager for success，語氣積極正面，強調熱切的期待或意願。	She was eager to start her new job on Monday.	她很渴望星期一就開始她的新工作。	[{"text":"eager to learn","meaningZh":"渴望學習"}]
eagle	noun	noun	a large bird of prey known for its keen eyesight and powerful flight	老鷹；鵰	常見 a bald eagle（美國國鳥白頭海鵰）、eagle-eyed（比喻視力敏銳、觀察力強），也常作為國家或組織的象徵。	The bald eagle is a symbol of freedom in the United States.	白頭海鵰是美國自由的象徵。	[{"text":"a bald eagle","meaningZh":"白頭海鵰"}]
earthly	adjective	adjective	relating to life on earth or to worldly, rather than spiritual, matters	塵世的；世俗的	常見 earthly possessions（塵世財產）、no earthly reason（毫無道理，口語誇張用法），強調與精神、天堂相對的現世層面。	He gave up all his earthly possessions to join the monastery.	他放棄了所有的世俗財產，加入了修道院。	[{"text":"earthly possessions","meaningZh":"塵世的財物"}]
earthquake	noun	noun	a sudden violent shaking of the ground caused by movement in the earth's crust	地震	常見 a major earthquake、an earthquake struck，指地殼運動引發的地表震動，常伴隨災害描述。	The earthquake caused widespread damage to buildings in the city.	這場地震對城裡的建築物造成了大範圍的損害。	[{"text":"a major earthquake","meaningZh":"大地震"}]
earthy	adjective	adjective	resembling or suggestive of earth or soil, or direct and unrefined in a natural way	泥土味的；質樸直率的	常見 an earthy smell（泥土味）、an earthy sense of humor（粗獷直率的幽默），後者形容不做作、貼近自然的個性。	The wine had a rich, earthy flavor reminiscent of the vineyard's soil.	這款酒帶有濃郁的泥土風味，讓人想起葡萄園的土壤。	[{"text":"an earthy smell","meaningZh":"泥土氣味"}]
eavesdrop	verb	verb	to secretly listen to a private conversation	偷聽	常接 on，如 eavesdrop on a conversation，強調未經允許暗中竊聽他人談話，帶負面意味。	She accidentally overheard them because she couldn't help but eavesdrop.	她忍不住偷聽，結果無意間聽見了他們的對話。	[{"text":"eavesdrop on a conversation","meaningZh":"偷聽談話"}]
echo	noun	noun	a repetition of sound caused by reflection, or something that closely resembles or reminds one of another thing	回聲；（比喻）相似之處；回響	字面指聲音反射，比喻用法如 an echo of the past（過去的回響），強調某事讓人聯想起先前類似的事物。	Her speech was full of echoes of previous political movements.	她的演講充滿了過去政治運動的影子。	[{"text":"an echo of the past","meaningZh":"往昔的回響"}]
eclectic	noun	noun	a person who draws ideas, style, or content from a diverse range of sources	博採眾長者；兼容並蓄的人	名詞用法較少見，通常出現在描述某人綜合多元風格或思想的語境中。	As an eclectic, she blends jazz, folk, and classical influences in her music.	作為一位兼容並蓄的音樂人，她的作品融合了爵士、民謠與古典元素。	[]
eclectic	adjective	adjective	deriving ideas, style, or taste from a broad and diverse range of sources	兼容並蓄的；多元折衷的	常修飾 taste、style、collection，如 an eclectic mix of music，強調來源多樣、不侷限於單一風格。	The museum houses an eclectic collection of art from around the world.	這座博物館收藏了來自世界各地、風格多元的藝術品。	[{"text":"eclectic tastes","meaningZh":"多元的品味"}]
ecological	adjective	adjective	relating to the environment and the relationships between living organisms and their surroundings	生態的；生態學的	常見 ecological balance（生態平衡）、ecological damage（生態破壞），用於環境、保育相關語境。	The oil spill caused severe ecological damage to the coastline.	這起漏油事件對海岸線造成了嚴重的生態破壞。	[{"text":"ecological balance","meaningZh":"生態平衡"}]
ecology	noun	noun	the branch of biology dealing with the relationships between organisms and their environment	生態學	學術用語，常見 the ecology of，指研究生物與環境相互關係的科學領域。	She is studying the ecology of coral reefs for her thesis.	她的論文正在研究珊瑚礁的生態學。	[{"text":"marine ecology","meaningZh":"海洋生態學"}]
economical	adjective	adjective	giving good value or using limited resources efficiently; frugal	節約的；經濟實惠的	常修飾 car、method 等，如 an economical choice（划算的選擇），強調省錢或有效利用資源，注意與 economic（經濟的）不同。	This economical car model gets great mileage on a small tank of gas.	這款經濟實惠的車款只需一小箱油就能跑很長的里程。	[{"text":"economical with fuel","meaningZh":"省油的"}]
economics	noun	noun	the branch of social science concerned with the production, distribution, and consumption of goods and services	經濟學	學術學科名稱，常見 study economics、a degree in economics，作不可數名詞，動詞用單數。	He majored in economics at university before working in finance.	他大學主修經濟學，之後從事金融工作。	[{"text":"behavioral economics","meaningZh":"行為經濟學"}]
ecosystem	noun	noun	a community of living organisms interacting with their physical environment	生態系統	常見 a fragile ecosystem（脆弱的生態系統）、a marine ecosystem（海洋生態系統），生態學核心概念。	Deforestation threatens the delicate balance of the rainforest ecosystem.	森林砍伐威脅著雨林生態系統的脆弱平衡。	[{"text":"a marine ecosystem","meaningZh":"海洋生態系統"}]
ecstatic	adjective	adjective	feeling or expressing overwhelming happiness or joyful excitement	狂喜的；欣喜若狂的	常見 be ecstatic about，語氣比 happy 強烈許多，強調極度興奮愉悅的情緒。	She was ecstatic when she received her acceptance letter from the university.	收到大學的錄取信時，她欣喜若狂。	[{"text":"ecstatic about the news","meaningZh":"對消息欣喜若狂"}]
ecumenical	adjective	adjective	promoting unity among different Christian denominations, or broadly inclusive of different groups	（基督教）普世合一的；泛指包容多方的	主要用於宗教語境，指促進不同教派合作與共融，也可比喻用於跨群體合作的場合。	The ecumenical council brought together leaders from many Christian traditions.	這場普世教會會議集結了來自許多基督教傳統的領袖。	[{"text":"an ecumenical service","meaningZh":"跨教派聯合禮拜"}]
edit	verb	verb	to prepare written, film, or audio material for publication by correcting, condensing, or arranging it	編輯；剪輯	常接 a manuscript、a video 等，如 edit a document，強調對內容進行修改、刪減或整理以達到最終呈現效果。	She spent hours editing the video before uploading it online.	她花了好幾個小時剪輯這支影片才上傳到網路上。	[{"text":"edit out a scene","meaningZh":"剪掉一個場景"}]
editorial	adjective	adjective	relating to the process of editing or to an editor's opinion	編輯的；社論的	常見 editorial content（編輯內容）、editorial board（編輯委員會），也指報刊表達立場的社論性質。	The magazine's editorial team reviews every article before publication.	這本雜誌的編輯團隊會在刊登前審閱每篇文章。	[{"text":"editorial independence","meaningZh":"編輯自主權"}]
eerie	adjective	adjective	strange and frightening in a mysterious way	怪異陰森的；令人毛骨悚然的	常修飾 silence、feeling、place，如 an eerie silence（詭異的寂靜），強調帶有神祕、不安的氛圍。	An eerie silence fell over the abandoned house.	一股詭異的寂靜籠罩著這棟廢棄的房子。	[{"text":"an eerie silence","meaningZh":"令人毛骨悚然的寂靜"}]
effectiveness	noun	noun	the degree to which something produces the intended result	有效性；效果	常見 measure the effectiveness of，指某方法、政策或藥物達成預期成效的程度。	Researchers are studying the effectiveness of the new vaccine.	研究人員正在研究這款新疫苗的有效性。	[{"text":"assess the effectiveness of","meaningZh":"評估……的成效"}]
efficacy	noun	noun	the ability of something, especially a treatment or method, to produce the intended result	（藥物、方法的）功效；成效	正式用語，常見於醫學或科學語境，如 clinical efficacy，較 effectiveness 更專業書面。	Clinical trials confirmed the drug's efficacy in reducing symptoms.	臨床試驗證實了這種藥物在減輕症狀上的功效。	[{"text":"clinical efficacy","meaningZh":"臨床療效"}]
efficiency	noun	noun	the ability to accomplish something with minimum wasted time, effort, or resources	效率；效能	常見 improve efficiency、energy efficiency，強調以最少資源達成最大成果的能力。	The new software greatly improved the office's overall efficiency.	這套新軟體大幅提升了辦公室的整體效率。	[{"text":"energy efficiency","meaningZh":"能源效率"}]
efficient	adjective	adjective	achieving maximum productivity with minimum wasted effort or expense	有效率的；高效的	常修飾 system、worker、method，如 an efficient process，強調能快速有效地完成任務，資源浪費少。	She is known for being an efficient project manager who meets every deadline.	她以身為一位有效率、總能準時交件的專案經理而聞名。	[{"text":"an efficient use of resources","meaningZh":"有效利用資源"}]
effrontery	noun	noun	shameless boldness or disrespectful behavior	厚顏無恥；放肆無禮	正式書面用語，常見 have the effrontery to do something，強調做出令人吃驚的無禮或大膽舉動。	He had the effrontery to ask for a raise after missing every deadline.	他錯過了每一個截止期限，卻厚著臉皮要求加薪。	[{"text":"have the effrontery to","meaningZh":"竟厚顏無恥地做……"}]
egregious	adjective	adjective	outstandingly bad or shocking, especially in a way that is very obvious	極為惡劣的；令人震驚的	正式用語，常修飾 error、violation，如 an egregious mistake，強調程度嚴重到令人無法忽視。	The report revealed egregious violations of safety regulations at the factory.	這份報告揭露了該工廠對安全規範的嚴重違反。	[{"text":"an egregious error","meaningZh":"極為嚴重的錯誤"}]
elaboration	noun	noun	the addition of further detail or explanation to something	詳述；闡述	常見 without further elaboration（不再詳加說明）、an elaboration of，指為使內容更清楚而補充的細節。	The professor asked for further elaboration on the student's argument.	教授要求這位學生對論點做進一步的闡述。	[{"text":"further elaboration","meaningZh":"進一步闡述"}]
elbow	noun	noun	the joint between the upper arm and the forearm	手肘	常見 elbow room（比喻迴旋餘地）、elbow someone（用手肘推擠某人），為身體部位常用詞。	She leaned on the table with her elbow while reading.	她閱讀時用手肘撐在桌上。	[{"text":"a bent elbow","meaningZh":"彎曲的手肘"}]
electorate	noun	noun	all the people in a country or area who are entitled to vote	選民（全體）	集合名詞，常見 appeal to the electorate、the wider electorate，指整個具投票資格的群體，而非單一選民。	The candidate's policies appealed strongly to the electorate.	這位候選人的政見深深打動了選民。	[{"text":"appeal to the electorate","meaningZh":"爭取選民支持"}]
electron	noun	noun	a subatomic particle with a negative electric charge	電子	物理與化學專業用語，常見 electron microscope（電子顯微鏡），指原子中帶負電的基本粒子。	The electron orbits the nucleus of an atom.	電子繞著原子核運行。	[{"text":"an electron microscope","meaningZh":"電子顯微鏡"}]
electronics	noun	noun	the branch of technology dealing with electronic devices and systems, or such devices collectively	電子學；電子產品	常見 study electronics（研讀電子學）、consumer electronics（消費性電子產品），依語境指學科或產品類別。	He works in consumer electronics, designing new smartphone components.	他從事消費性電子產品的工作，設計新的智慧型手機零件。	[{"text":"consumer electronics","meaningZh":"消費性電子產品"}]
elegant	adjective	adjective	graceful and stylish in appearance or manner	優雅的；高雅的	常修飾 dress、design、solution，如 an elegant solution（比喻簡潔漂亮的解法），涵蓋外觀與抽象層面的美感。	She wore an elegant black gown to the gala.	她穿了一件優雅的黑色禮服出席晚宴。	[{"text":"an elegant design","meaningZh":"優雅的設計"}]
elegy	noun	noun	a poem or song of serious reflection, typically a lament for the dead	輓歌；哀歌	文學用語，常見 an elegy for，指悼念逝者、表達哀思的詩歌或樂曲。	The poet wrote an elegy in memory of his late father.	這位詩人寫了一首輓歌來紀念他已故的父親。	[{"text":"an elegy for the dead","meaningZh":"悼念亡者的輓歌"}]
elementary	adjective	adjective	relating to the basic elements of a subject; simple or introductory	基本的；初級的	常見 elementary school（小學，美式用法）、elementary mistakes（低級錯誤），強調簡單、入門程度。	The textbook covers only elementary concepts in chemistry.	這本教科書只涵蓋化學的基本概念。	[{"text":"elementary education","meaningZh":"初等教育"},{"text":"elementary knowledge","meaningZh":"基礎知識"}]
elevate	verb	verb	to raise something to a higher position, level, or status	提升；抬高	常接 to，如 elevate someone to a position，也可指實際抬高物體，語氣正式，較 raise 書面。	The award elevated her status within the scientific community.	這項獎項提升了她在科學界的地位。	[{"text":"elevate someone to a position","meaningZh":"提升某人至某職位"},{"text":"elevate blood pressure","meaningZh":"使血壓升高"}]
elevator	noun	noun	a platform or enclosure that moves people or goods between floors of a building	電梯	美式用語（英式為 lift），常見 take the elevator，日常生活常用詞。	We took the elevator to the tenth floor.	我們搭電梯到了十樓。	[{"text":"take the elevator","meaningZh":"搭電梯"},{"text":"service elevator","meaningZh":"貨用或服務電梯"}]
eligible	adjective	adjective	satisfying the appropriate conditions to do or receive something	符合資格的；有資格的	常接 for，如 eligible for a discount/loan，強調符合特定條件或標準而具備資格。	Students must maintain a certain GPA to remain eligible for the scholarship.	學生必須維持一定的平均成績才能符合獎學金資格。	[{"text":"eligible for benefits","meaningZh":"有資格領取福利"},{"text":"eligible to vote","meaningZh":"有投票資格"}]
elite	noun	noun	a select group considered to be the best or most privileged in a society	菁英；上流階層	常見 the political elite（政治菁英）、a small elite，指在能力、地位或財富上居於頂尖的群體。	The event was attended only by the country's political and business elite.	這場活動只有該國的政商菁英受邀出席。	[{"text":"political elite","meaningZh":"政治菁英"},{"text":"the ruling elite","meaningZh":"統治菁英"}]
elliptical	adjective	adjective	having the shape of an ellipse, or (of speech/writing) using very few words and omitting details	橢圓形的；（言語）省略的、簡潔含蓄的	字面指幾何形狀，比喻用法形容說話簡略、意在言外，如 an elliptical remark，需依上下文判斷。	The planet follows an elliptical orbit around the sun.	這顆行星繞著太陽以橢圓形軌道運行。	[{"text":"elliptical orbit","meaningZh":"橢圓軌道"},{"text":"elliptical remark","meaningZh":"省略含蓄的話語"}]
elude	verb	verb	to escape from or avoid someone or something skillfully, or to fail to be understood or remembered	逃脫；躲避；難以理解或想起	常見 elude capture（逃脫追捕）、the answer eludes me（我怎麼也想不起答案），後者強調某事難以掌握或回憶。	The suspect managed to elude police for several days.	這名嫌犯成功躲避了警方好幾天的追捕。	[{"text":"elude capture","meaningZh":"逃過追捕"},{"text":"the answer eludes me","meaningZh":"我想不出答案"}]
emanate	verb	verb	to come out from a source, especially in the form of a feeling, quality, or idea	散發；發出（源自某處）	常接 from，如 confidence emanates from her，強調某種特質、氣息或聲音自然地從來源散發出來。	A warm glow emanated from the fireplace.	壁爐散發出溫暖的光芒。	[{"text":"emanate from","meaningZh":"源自……；從……發出"}]
embankment	noun	noun	a wall or bank built to hold back water or to carry a road or railway	堤防；路堤	常見 a river embankment（河堤）、a railway embankment（鐵路路堤），指用於防洪或支撐道路鐵軌的土石結構。	The river embankment was reinforced after last year's flooding.	去年淹水後，這座河堤已被加固。	[{"text":"railway embankment","meaningZh":"鐵路路堤"},{"text":"river embankment","meaningZh":"河堤"}]
embargo	noun	noun	an official ban on trade or other commercial activity with a particular country	禁運；貿易禁令	常見 impose/lift an embargo，指政府對特定國家實施的貿易限制，常用於國際政治語境。	The United Nations imposed an arms embargo on the country.	聯合國對該國實施了武器禁運。	[{"text":"impose an embargo on","meaningZh":"對……實施禁運"}]
embargo	verb	verb	to officially forbid trade or commercial activity with a country	對…實施禁運	及物動詞，接國家或商品作受詞，強調正式下令禁止貿易往來。	Several nations embargoed the regime following the human rights violations.	在爆出侵犯人權事件後，數個國家對該政權實施了禁運。	[{"text":"embargo oil exports","meaningZh":"禁止石油出口"}]
embark	verb	verb	to begin a journey, especially by ship, or to start a new project or undertaking	上船（啟程）；著手進行（新計畫）	常接 on/upon，如 embark on a journey/project，強調正式展開某項活動或旅程。	After graduation, she embarked on a career in international law.	畢業後，她開始了國際法方面的職業生涯。	[{"text":"embark on a journey","meaningZh":"啟程旅行"},{"text":"embark on a career","meaningZh":"開始職業生涯"}]
embassy	noun	noun	the official residence or offices of an ambassador and staff representing their country abroad	大使館	常見 the American embassy，指一國派駐他國的官方外交機構。	He renewed his passport at the embassy before his trip.	他在旅行前到大使館更新了護照。	[{"text":"foreign embassy","meaningZh":"外國大使館"},{"text":"embassy staff","meaningZh":"大使館人員"}]
embed	verb	verb	to fix something firmly into a surrounding mass, or to incorporate as an integral part	嵌入；深植	常見 embed a video（嵌入影片）、embed values in a culture（將價值觀深植於文化中），常見被動語態 be embedded in。	The video was embedded directly into the company's website.	這支影片直接嵌入了該公司的網站。	[{"text":"embed a video","meaningZh":"嵌入影片"},{"text":"be deeply embedded in","meaningZh":"深植於……"}]
embellish	verb	verb	to make something more attractive by adding decorative details, or to add fictional details to a story	裝飾；（為故事）添油加醋	字面指增添裝飾，比喻用法常見 embellish a story，帶輕微負面意味，指誇大或虛構部分細節。	He tends to embellish his stories to make them sound more exciting.	他常常為自己的故事添油加醋，讓內容聽起來更刺激。	[{"text":"embellish a story","meaningZh":"為故事添油加醋"},{"text":"embellish with gold","meaningZh":"用金飾裝點"}]
emblazon	verb	verb	to display a design or words prominently on something	（將圖案、文字）顯眼地印於…之上	常見被動語態，如 a logo emblazoned on a shirt，強調圖案或文字醒目地印製或裝飾在物體表面。	The team's logo was emblazoned across the front of the jersey.	這支隊伍的標誌顯眼地印在球衣前方。	[{"text":"be emblazoned with a logo","meaningZh":"醒目地印有標誌"},{"text":"emblazon a name on","meaningZh":"將名字醒目地印在……上"}]
emblematic	adjective	adjective	serving as a symbol or representative example of something	象徵性的；代表性的	常接 of，如 emblematic of a broader trend，強調某事物是更大現象或特質的典型代表。	The scandal is emblematic of a broader culture of corruption.	這起醜聞正是更廣泛貪腐文化的一個縮影。	[{"text":"emblematic of","meaningZh":"象徵……的"},{"text":"emblematic figure","meaningZh":"代表性人物"}]
embodiment	noun	noun	a person or thing that represents an idea or quality in a physical or concrete form	化身；具體體現	常見 the embodiment of，如 the embodiment of courage（勇氣的化身），強調抽象特質透過具體的人或事物呈現。	She is often described as the embodiment of grace and resilience.	她常被形容為優雅與堅韌的化身。	[{"text":"the embodiment of courage","meaningZh":"勇氣的化身"},{"text":"living embodiment","meaningZh":"活生生的體現"}]
embody	verb	verb	to represent or express an idea, quality, or feeling in a tangible form	體現；具體展現	常見 embody a value/spirit，強調某人或事物具體展現出某種精神、特質或原則。	The building's design embodies the company's commitment to sustainability.	這棟建築的設計體現了該公司對永續發展的承諾。	[{"text":"embody an ideal","meaningZh":"體現理想"},{"text":"embody the spirit of","meaningZh":"體現……的精神"}]
embrace	noun	noun	an act of holding someone closely in one's arms	擁抱	常見 a warm embrace，強調身體上親密的擁抱動作，語氣溫暖。	They shared a long embrace at the airport before saying goodbye.	他們在機場道別前緊緊擁抱了很久。	[{"text":"a warm embrace","meaningZh":"溫暖的擁抱"}]
embrace	verb	verb	to hold someone closely in one's arms, or to accept an idea, opportunity, or change willingly	擁抱；欣然接受（想法、變革）	字面指身體上的擁抱，比喻用法更常見，如 embrace change（擁抱改變），強調積極接納。	The company decided to embrace new technology rather than resist it.	該公司決定欣然接受新科技，而非加以抗拒。	[{"text":"embrace change","meaningZh":"欣然接受變革"},{"text":"embrace an opportunity","meaningZh":"把握機會"}]
